,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2020-09-30,Wed,EFL Cup,Fourth round,Away,W 3–0,Manchester City,Burnley,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3dd1e6a4/Burnley-Manchester-City-September-30-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2020-10-03,Sat,Premier League,Matchweek 4,Away,D 1–1,Manchester City,Leeds United,Y,CB,90,0,0,0,0,1.0,0.0,0,0,44.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,28.0,36.0,77.8,2.0,23.0,2.0,0.0,0.0,/en/matches/5ce15b58/Leeds-United-Manchester-City-October-3-2020-Premier-League,0.5,0.5,0.7023809523809524
2,2,2,2,2,2,2,2,2,2,2,2020-10-27,Tue,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,fr Marseille,Y,CB,76,0,0,0,0,0.0,0.0,1,0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,96.0,92.7,11.0,78.0,0.0,0.0,0.0,/en/matches/08a2f03b/Marseille-Manchester-City-October-27-2020-Champions-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2020-10-31,Sat,Premier League,Matchweek 7,Away,W 1–0,Manchester City,Sheffield Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,102.0,2.0,1.0,1.0,0.2,0.2,0.1,1.0,0.0,83.0,92.0,90.2,8.0,62.0,0.0,0.0,0.0,/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League,1.0,0.8333333333333334,0.2976190476190475
4,4,4,4,4,4,4,4,4,4,4,2020-11-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Manchester City,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,1,0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,85.0,87.1,4.0,70.0,1.0,0.0,0.0,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,0.5,0.8333333333333334,0.9615384615384616
5,5,5,5,5,5,5,5,5,5,5,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–2,Manchester City,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,78.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,71.0,93.0,6.0,56.0,4.0,0.0,0.0,/en/matches/8a038069/Tottenham-Hotspur-Manchester-City-November-21-2020-Premier-League,0.0,0.8333333333333334,0.7380952380952382
6,6,6,6,6,6,6,6,6,6,6,2020-12-09,Wed,Champions Lg,Group stage,Home,W 3–0,eng Manchester City,fr Marseille,Y,CB,90,0,0,0,0,1.0,0.0,0,0,84.0,2.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,71.0,75.0,94.7,4.0,63.0,0.0,0.0,0.0,/en/matches/2b64826a/Manchester-City-Marseille-December-9-2020-Champions-League,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,2020-12-22,Tue,EFL Cup,Quarter-finals,Away,W 4–1,Manchester City,Arsenal,Y,CB,90,1,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3453fb20/Arsenal-Manchester-City-December-22-2020-EFL-Cup,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,2021-01-23,Sat,FA Cup,Fourth round proper,Away,W 3–1,Manchester City,Cheltenham,Y,CB,90,0,0,0,0,1.0,0.0,1,0,,,3.0,,,,,,,,,,,,,,,/en/matches/fac27cf3/Cheltenham-Town-Manchester-City-January-23-2021-FA-Cup,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,2021-01-26,Tue,Premier League,Matchweek 20,Away,W 5–0,Manchester City,West Brom,N,LB,39,0,0,0,0,1.0,0.0,0,0,52.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,40.0,48.0,83.3,0.0,26.0,0.0,0.0,0.0,/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League,1.0,1.0,0.5
