,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 0–1,Tottenham,Newcastle Utd,N,LB,3,0,0,0,0,1.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,12.0,3.0,0.0,0.0,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2019-09-06,Fri,UEFA Euro Qualifying,Group stage,Home,W 2–1,wls Wales,az Azerbaijan,N,,11,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/51daa1b4/Wales-Azerbaijan-September-6-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2019-09-09,Mon,Friendlies (M),Friendlies (M),Home,W 1–0,wls Wales,by Belarus,Y,LB,89,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2eb56e87/Wales-Belarus-September-9-2019-Friendlies-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,N,LB,15,0,0,0,0,0.0,0.0,0,0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,0.0,11.0,1.0,4.0,3.0,/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,1.0,0.6666666666666666,0.6904761904761906
4,4,4,4,4,4,4,4,4,4,4,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,Y,LB,90,0,1,0,0,0.0,0.0,0,0,72.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,51.0,63.0,81.0,3.0,48.0,1.0,0.0,0.0,/en/matches/a6045d6f/Olympiacos-Tottenham-Hotspur-September-18-2019-Champions-League,0.5,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,2019-09-24,Tue,EFL Cup,Third round,Away,D 0 (3)–0 (4),Tottenham,Colchester Utd,Y,DM,120,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e19b8e86/Colchester-United-Tottenham-Hotspur-September-24-2019-EFL-Cup,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 0–3,Tottenham,Brighton,Y,"WB,LB",90,0,0,0,0,0.0,0.0,0,0,83.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,56.0,71.0,78.9,1.0,59.0,2.0,1.0,0.0,/en/matches/aafb2d3a/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-5-2019-Premier-League,0.0,0.6666666666666666,0.3095238095238095
7,7,7,7,7,7,7,7,7,7,7,2019-10-10,Thu,UEFA Euro Qualifying,Group stage,Away,D 1–1,wls Wales,sk Slovakia,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/9eb2aa53/Slovakia-Wales-October-10-2019-UEFA-Euro-Qualifying,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,2019-10-13,Sun,UEFA Euro Qualifying,Group stage,Home,D 1–1,wls Wales,hr Croatia,Y,LB,90,0,1,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5b1cc7d5/Wales-Croatia-October-13-2019-UEFA-Euro-Qualifying,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–0,eng Tottenham,rs Red Star,Y,LB,90,0,0,0,0,0.0,0.0,0,0,67.0,2.0,1.0,1.0,0.0,0.0,0.2,2.0,0.0,52.0,61.0,85.2,8.0,43.0,0.0,0.0,0.0,/en/matches/0b56c2fe/Tottenham-Hotspur-Red-Star-Belgrade-October-22-2019-Champions-League,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,2019-11-03,Sun,Premier League,Matchweek 11,Away,D 1–1,Tottenham,Everton,Y*,LB,90,0,0,0,0,0.0,0.0,0,0,57.0,0.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,25.0,42.0,59.5,2.0,23.0,0.0,0.0,0.0,/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League,0.5,0.6666666666666666,0.5952380952380952
11,11,11,11,11,11,11,11,11,11,11,2019-11-09,Sat,Premier League,Matchweek 12,Home,D 1–1,Tottenham,Sheffield Utd,Y,"LB,WB",90,0,0,0,0,0.0,0.0,0,0,90.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,61.0,78.0,78.2,6.0,40.0,3.0,1.0,0.0,/en/matches/ec70bb2c/Tottenham-Hotspur-Sheffield-United-November-9-2019-Premier-League,0.5,0.6666666666666666,0.7820512820512822
12,12,12,12,12,12,12,12,12,12,12,2019-11-16,Sat,UEFA Euro Qualifying,Group stage,Away,W 2–0,wls Wales,az Azerbaijan,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/8b12b6f7/Azerbaijan-Wales-November-16-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,2019-11-19,Tue,UEFA Euro Qualifying,Group stage,Home,W 2–0,wls Wales,hu Hungary,Y,LB,90,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3768401d/Wales-Hungary-November-19-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 3–2,Tottenham,West Ham,Y,LB,74,0,0,0,0,0.0,0.0,1,0,51.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,40.0,46.0,87.0,4.0,21.0,0.0,0.0,0.0,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League,1.0,0.8333333333333334,0.2738095238095238
15,15,15,15,15,15,15,15,15,15,15,2020-02-16,Sun,Premier League,Matchweek 26,Away,W 3–2,Tottenham,Aston Villa,Y,LB,90,0,0,0,0,0.0,0.0,0,0,65.0,6.0,2.0,3.0,0.0,0.0,0.3,1.0,0.0,36.0,46.0,78.3,2.0,28.0,0.0,1.0,1.0,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League,1.0,1.0,0.5
