,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-07-02,Sun,Série A,Matchweek 13,Home,L 0–1,Corinthians,Bragantino,Y,"LB,CB",90,0,0,0,0,0,0,0,0,60,3,0,1,0.0,0.0,0.0,1,0,36,50,72.0,1,21,2,1,https://fbref.com/en/matches/8b1896a6/Corinthians-Bragantino-July-2-2023-Serie-A,655,246,0.0,1,1,0,0,43,7,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,3,0,33.3,2,1,3,7,0,12,1,100.0,0,0.0,0,0,2,27,0,0,0,0,0,0,9,4,100.0
1,2023-07-08,Sat,Série A,Matchweek 14,Away,W 1–0,Corinthians,Atlético Mineiro,Y,CB,90,0,0,0,0,1,0,1,0,58,2,1,5,0.0,0.0,0.3,2,0,31,46,67.4,2,30,2,1,https://fbref.com/en/matches/84ceab12/Atletico-Mineiro-Corinthians-July-8-2023-Serie-A,601,246,0.2,1,0,0,0,40,6,3,1,0,0,3,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0.0,1,2,3,2,0,10,2,33.3,1,33.3,0,0,0,32,1,0,1,0,0,0,5,2,100.0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-18,Tue,Sudamericana,Knockout round play-offs,Away,W 2–1,br Corinthians,pe Universitario,Y,CB,90,0,0,0,0,1,0,1,0,,,2,,,,,,,,,,,,,,https://fbref.com/en/matches/c4eb32aa/Universitario-Corinthians-July-18-2023-Copa-Sudamericana,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
4,2023-07-22,Sat,Série A,Matchweek 16,Away,D 0–0,Corinthians,Bahia,Y,"CB,LB",90,0,0,0,0,0,0,1,0,53,1,2,1,0.0,0.0,0.0,0,0,24,36,66.7,3,24,0,1,https://fbref.com/en/matches/02e3728c/Bahia-Corinthians-July-22-2023-Serie-A,523,246,0.0,0,4,0,0,33,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2,0,3,10,0,14,0,50.0,1,50.0,0,1,0,25,0,0,4,0,0,0,5,3,50.0
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-01,Tue,Sudamericana,Round of 16,Home,W 2–1,br Corinthians,ar Newell's OB,Y,CB,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/d678f778/Corinthians-Newells-OB-August-1-2023-Copa-Sudamericana,,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
7,2023-08-05,Sat,Série A,Matchweek 18,Away,D 2–2,Corinthians,Internacional,Y,CB,90,0,0,0,0,1,0,0,0,58,0,3,1,0.0,0.0,0.0,0,0,38,47,80.9,3,30,0,0,https://fbref.com/en/matches/9edf87c1/Internacional-Corinthians-August-5-2023-Serie-A,948,377,0.0,0,4,0,0,45,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,5,0,11,1,0.0,1,100.0,0,0,0,36,0,0,1,0,0,0,8,2,66.7
8,2023-08-13,Sun,Série A,Matchweek 19,Home,W 3–1,Corinthians,Coritiba,Y,CB,90,0,0,0,0,2,0,0,0,97,3,1,3,0.0,0.0,0.1,1,0,70,81,86.4,6,71,1,2,https://fbref.com/en/matches/7d067ace/Corinthians-Coritiba-August-13-2023-Serie-A,1422,452,0.0,1,5,0,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0.0,1,2,4,3,1,11,2,66.7,0,0.0,0,1,1,70,0,0,0,0,0,1,11,4,80.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-22,Tue,Sudamericana,Quarter-finals,Home,W 1–0,br Corinthians,ar Estudiantes,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/27cca985/Corinthians-Estudiantes-August-22-2023-Copa-Sudamericana,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
11,2023-10-01,Sun,Premier League,Matchweek 7,Home,D 1–1,Nott'ham Forest,Brentford,Y,CB,90,0,0,0,0,1,0,0,0,63,1,1,2,0.1,0.1,0.0,0,0,39,48,81.3,1,31,1,1,https://fbref.com/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,635,240,0.0,0,2,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100.0,0,1,2,11,0,13,1,100.0,0,0.0,0,0,1,36,0,0,0,0,0,0,9,1,25.0
