,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2019-08-15,Thu,Europa Lg,Third qualifying round,Home,W 4–0,eng Wolves,am Pyunik,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d8224a3b/Wolverhampton-Wanderers-Pyunik-August-15-2019-Europa-League,1.0,0.5,0.5
1,1,1,1,1,1,1,2019-08-30,Fri,PL2 — Div. 1,Matchweek 4,Home,L 0–2,Wolves,Leicester City,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ec385368/Wolverhampton-Wanderers-U23-Leicester-City-U23-August-30-2019-Premier-League-2----Division-1,0.0,0.5,0.5
2,2,2,2,2,2,2,2019-09-20,Fri,PL2 — Div. 1,Matchweek 6,Home,D 2–2,Wolves,Arsenal,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5a323be3/Wolverhampton-Wanderers-U23-Arsenal-U23-September-20-2019-Premier-League-2----Division-1,0.5,0.5,0.5
3,3,3,3,3,3,3,2019-09-25,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (2),Wolves,Reading,Y,CB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3518f7d5/Wolverhampton-Wanderers-Reading-September-25-2019-EFL-Cup,0.5,0.5,0.5
4,4,4,4,4,4,4,2019-10-24,Thu,Europa Lg,Group stage,Away,W 2–1,eng Wolves,sk Slovan Bratislava,Y,CB,90,0,0,0,0,0.0,0.0,0,0,72.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,64.0,87.5,3.0,32.0,0.0,0.0,0.0,/en/matches/74264bbc/Slovan-Bratislava-Wolverhampton-Wanderers-October-24-2019-Europa-League,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,2019-10-30,Wed,EFL Cup,Fourth round,Away,L 1–2,Wolves,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/1d8c3ef1/Aston-Villa-Wolverhampton-Wanderers-October-30-2019-EFL-Cup,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,2019-11-07,Thu,Europa Lg,Group stage,Home,W 1–0,eng Wolves,sk Slovan Bratislava,Y,CB,90,0,0,0,0,2.0,0.0,0,0,84.0,0.0,2.0,1.0,0.1,0.1,0.0,1.0,0.0,68.0,75.0,90.7,3.0,42.0,0.0,1.0,0.0,/en/matches/62b61fc8/Wolverhampton-Wanderers-Slovan-Bratislava-November-7-2019-Europa-League,1.0,0.5,0.5
7,7,7,7,7,7,7,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 1–1,Wolves,Sheffield Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,76.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,82.6,9.0,46.0,0.0,0.0,0.0,/en/matches/53a77072/Wolverhampton-Wanderers-Sheffield-United-December-1-2019-Premier-League,0.5,0.6666666666666666,0.6428571428571429
8,8,8,8,8,8,8,2019-12-12,Thu,Europa Lg,Group stage,Home,W 4–0,eng Wolves,tr Beşiktaş,Y,CB,90,0,0,0,0,1.0,0.0,1,0,61.0,1.0,0.0,3.0,0.2,0.2,0.0,0.0,0.0,48.0,51.0,94.1,2.0,40.0,1.0,0.0,0.0,/en/matches/80f394d4/Wolverhampton-Wanderers-Besiktas-December-12-2019-Europa-League,1.0,0.5,0.5
9,9,9,9,9,9,9,2019-12-29,Sun,Premier League,Matchweek 20,Away,L 0–1,Wolves,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,41.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,1.0,14.0,0.0,1.0,1.0,/en/matches/9892a4f1/Liverpool-Wolverhampton-Wanderers-December-29-2019-Premier-League,0.0,0.8333333333333334,1.0
10,10,10,10,10,10,10,2020-01-04,Sat,FA Cup,Third round,Home,D 0–0,Wolves,Manchester Utd,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3270e5c0/Wolverhampton-Wanderers-Manchester-United-January-4-2020-FA-Cup,0.5,0.5,0.5
11,11,11,11,11,11,11,2020-01-18,Sat,Premier League,Matchweek 23,Away,W 3–2,Wolves,Southampton,N,CB,5,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League,1.0,0.5,0.5
12,12,12,12,12,12,12,2020-02-27,Thu,Europa Lg,Round of 32,Away,L 2–3,eng Wolves,es Espanyol,Y,"CB,WB,LM",90,0,0,0,0,0.0,0.0,1,0,43.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,20.0,28.0,71.4,0.0,16.0,0.0,2.0,2.0,/en/matches/c1116856/Espanyol-Wolverhampton-Wanderers-February-27-2020-Europa-League,0.0,0.5,0.5
