,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-09-16,Sat,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,Y,CM,90,54,52,2,1,0,0,0,1,0,0,0,0,48,0,0,/en/matches/37a51188/Aston-Villa-Burnley-September-28-2019-Premier-League
1,2019-09-16,Sat,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,Y,CM,90,33,33,0,0,0,0,0,0,0,0,0,0,25,0,2,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League
2,2019-09-16,Sat,Matchweek 9,Home,W 2–1,Aston Villa,Brighton,Y,CM,90,32,31,1,1,0,0,0,0,0,0,0,0,31,0,0,/en/matches/34685c72/Aston-Villa-Brighton-and-Hove-Albion-October-19-2019-Premier-League
3,2019-09-16,Sat,Matchweek 10,Away,L 0–3,Aston Villa,Manchester City,Y,DM,90,35,34,1,1,0,0,0,0,0,0,0,0,32,0,2,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League
4,2019-09-16,Sat,Matchweek 11,Home,L 1–2,Aston Villa,Liverpool,Y,CM,90,27,27,0,0,0,0,0,0,0,0,0,0,16,0,2,/en/matches/2206646c/Aston-Villa-Liverpool-November-2-2019-Premier-League
5,2019-09-16,Sun,Matchweek 12,Away,L 1–2,Aston Villa,Wolves,Y,CM,68,41,38,3,2,0,1,0,1,0,0,0,0,33,0,0,/en/matches/2794f89d/Wolverhampton-Wanderers-Aston-Villa-November-10-2019-Premier-League
6,2019-09-16,Mon,Matchweek 13,Home,W 2–0,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/f6f8808e/Aston-Villa-Newcastle-United-November-25-2019-Premier-League,,,,,,,,,,,,,,,,
7,2019-09-16,Sun,Matchweek 14,Away,D 2–2,Aston Villa,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/e88d9028/Manchester-United-Aston-Villa-December-1-2019-Premier-League,,,,,,,,,,,,,,,,
8,2019-09-16,Wed,Matchweek 15,Away,L 1–2,Aston Villa,Chelsea,Y,CM,90,38,35,2,2,0,0,0,0,0,0,0,0,34,1,0,/en/matches/3f316110/Chelsea-Aston-Villa-December-4-2019-Premier-League
9,2019-09-16,Sun,Matchweek 16,Home,L 1–4,Aston Villa,Leicester City,Y,DM,58,21,20,1,1,0,1,0,0,0,0,0,0,19,0,0,/en/matches/559e812a/Aston-Villa-Leicester-City-December-8-2019-Premier-League
10,2019-09-16,Sat,Matchweek 17,Away,L 0–2,Aston Villa,Sheffield Utd,Y,CM,90,34,34,0,0,0,0,0,0,0,0,0,0,27,0,0,/en/matches/b1b5e590/Sheffield-United-Aston-Villa-December-14-2019-Premier-League
11,2019-09-16,Sat,Matchweek 18,Home,L 1–3,Aston Villa,Southampton,N,CM,83,53,49,4,2,0,0,1,2,0,0,0,0,43,0,2,/en/matches/d50390a8/Aston-Villa-Southampton-December-21-2019-Premier-League
12,2019-09-16,Thu,Matchweek 19,Home,W 1–0,Aston Villa,Norwich City,Y,DM,55,27,27,0,0,0,0,0,0,0,0,0,0,24,0,0,/en/matches/010301bf/Aston-Villa-Norwich-City-December-26-2019-Premier-League
13,2019-09-16,Sat,Matchweek 20,Away,L 0–3,Aston Villa,Watford,N,"On matchday squad, but did not play",/en/matches/36dc1eb8/Watford-Aston-Villa-December-28-2019-Premier-League,,,,,,,,,,,,,,,,
14,2019-09-16,Wed,Matchweek 21,Away,W 2–1,Aston Villa,Burnley,Y,CM,90,34,33,0,0,0,0,1,0,0,0,0,0,25,1,0,/en/matches/ac409026/Burnley-Aston-Villa-January-1-2020-Premier-League
15,2019-09-16,Sun,Matchweek 22,Home,L 1–6,Aston Villa,Manchester City,N,CM,26,12,12,0,0,0,0,1,0,0,0,0,0,11,0,0,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League
16,2019-09-16,Sat,Matchweek 23,Away,D 1–1,Aston Villa,Brighton,Y,CM,85,34,32,2,2,0,1,1,0,0,0,0,0,30,0,0,/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League
17,2019-09-16,Tue,Matchweek 24,Home,W 2–1,Aston Villa,Watford,Y,CM,90,51,51,0,0,0,0,0,0,0,0,0,0,42,0,0,/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League
18,2019-09-16,Sat,Matchweek 25,Away,L 1–2,Aston Villa,Bournemouth,Y,CM,79,34,34,0,0,0,0,0,0,0,0,0,0,25,0,0,/en/matches/db21a88a/Bournemouth-Aston-Villa-February-1-2020-Premier-League
19,2019-09-16,Sun,Matchweek 26,Home,L 2–3,Aston Villa,Tottenham,N,CM,31,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League
20,2019-09-16,Sat,Matchweek 27,Away,L 0–2,Aston Villa,Southampton,Y,"CM,DM",80,33,29,4,3,0,1,0,1,0,0,0,0,27,0,0,/en/matches/66823ac4/Southampton-Aston-Villa-February-22-2020-Premier-League
21,2019-09-16,Mon,Matchweek 29,Away,L 0–4,Aston Villa,Leicester City,Y,DM,90,32,31,1,1,0,0,0,0,0,0,0,0,26,0,1,/en/matches/76f492dc/Leicester-City-Aston-Villa-March-9-2020-Premier-League
22,2019-09-16,Wed,Matchweek 28,Home,D 0–0,Aston Villa,Sheffield Utd,N,LM,15,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,/en/matches/18961bf7/Aston-Villa-Sheffield-United-June-17-2020-Premier-League
23,2019-09-16,Sun,Matchweek 30,Home,L 1–2,Aston Villa,Chelsea,N,LM,21,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League
24,2019-09-16,Wed,Matchweek 31,Away,D 1–1,Aston Villa,Newcastle Utd,N,RM,14,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,/en/matches/66027e20/Newcastle-United-Aston-Villa-June-24-2020-Premier-League
25,2019-09-16,Sat,Matchweek 32,Home,L 0–1,Aston Villa,Wolves,Y,LM,81,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0,/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League
26,2019-09-16,Sun,Matchweek 33,Away,L 0–2,Aston Villa,Liverpool,N,"On matchday squad, but did not play",/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League,,,,,,,,,,,,,,,,
27,2019-09-16,Thu,Matchweek 34,Home,L 0–3,Aston Villa,Manchester Utd,N,DM,32,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League
28,2019-09-16,Sun,Matchweek 35,Home,W 2–0,Aston Villa,Crystal Palace,N,LM,11,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,/en/matches/b30bf2e8/Aston-Villa-Crystal-Palace-July-12-2020-Premier-League
29,2019-09-16,Thu,Matchweek 36,Away,D 1–1,Aston Villa,Everton,N,"On matchday squad, but did not play",/en/matches/f855bc55/Everton-Aston-Villa-July-16-2020-Premier-League,,,,,,,,,,,,,,,,
30,2019-09-16,Tue,Matchweek 37,Home,W 1–0,Aston Villa,Arsenal,N,LM,18,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,/en/matches/ca0b21bc/Aston-Villa-Arsenal-July-21-2020-Premier-League
31,2019-09-16,Sun,Matchweek 38,Away,D 1–1,Aston Villa,West Ham,N,CM,15,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League
