,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
20,20,20,20,20,20,20,20,2022-02-12,Sat,Championship,Matchweek 32,Away,D 0–0,Sheffield Utd,Huddersfield,Y,AM,71,0,0,0,0,0,0,0,0,49.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,44.0,68.2,6.0,37.0,4.0,3.0,3.0,/en/matches/fd2805e3/Huddersfield-Town-Sheffield-United-February-12-2022-Championship,0.5,1.0,0.5
21,21,21,21,21,21,21,21,2022-02-15,Tue,Championship,Matchweek 25,Home,D 0–0,Sheffield Utd,Hull City,Y,AM,90,0,0,0,0,3,0,0,0,53.0,3.0,0,0.0,0.2,0.2,0.6,6.0,0.0,25.0,39.0,64.1,8.0,44.0,7.0,1.0,0.0,/en/matches/cb50405a/Sheffield-United-Hull-City-February-15-2022-Championship,0.5,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,2022-02-19,Sat,Championship,Matchweek 33,Home,W 4–0,Sheffield Utd,Swansea City,Y,CM,84,2,1,0,0,3,2,0,0,50.0,1.0,0,1.0,0.7,0.7,0.3,4.0,1.0,26.0,36.0,72.2,5.0,32.0,2.0,1.0,0.0,/en/matches/c3f84e8b/Sheffield-United-Swansea-City-February-19-2022-Championship,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,2022-02-23,Wed,Championship,Matchweek 34,Home,W 1–0,Sheffield Utd,Blackburn,Y,CM,87,0,0,0,0,1,1,1,0,36.0,0.0,0,1.0,0.1,0.1,0.1,1.0,0.0,18.0,26.0,69.2,5.0,23.0,2.0,1.0,0.0,/en/matches/194fe090/Sheffield-United-Blackburn-Rovers-February-23-2022-Championship,1.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,2022-02-26,Sat,Championship,Matchweek 35,Away,L 0–1,Sheffield Utd,Millwall,N,"RW,AM",35,0,0,0,0,1,1,0,0,25.0,1.0,0,0.0,0.3,0.3,0.0,1.0,0.0,11.0,17.0,64.7,2.0,12.0,0.0,2.0,1.0,/en/matches/73f010b5/Millwall-Sheffield-United-February-26-2022-Championship,0.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,2022-03-04,Fri,Championship,Matchweek 36,Home,D 1–1,Sheffield Utd,Nott'ham Forest,Y,"FW,CM",90,0,1,0,0,2,1,0,0,54.0,2.0,1,0.0,0.1,0.1,0.5,5.0,1.0,27.0,36.0,75.0,8.0,39.0,2.0,2.0,1.0,/en/matches/d6ffb6e9/Sheffield-United-Nottingham-Forest-March-4-2022-Championship,0.5,0.6666666666666666,0.5
26,26,26,26,26,26,26,26,2022-03-08,Tue,Championship,Matchweek 26,Home,W 4–1,Sheffield Utd,Middlesbrough,Y,"FW,AM",90,1,1,0,0,3,2,1,0,41.0,1.0,1,1.0,0.4,0.4,0.9,4.0,1.0,19.0,25.0,76.0,4.0,30.0,4.0,3.0,2.0,/en/matches/7cee049c/Sheffield-United-Middlesbrough-March-8-2022-Championship,1.0,0.5,0.5
27,27,27,27,27,27,27,27,2022-03-12,Sat,Championship,Matchweek 37,Away,L 1–4,Sheffield Utd,Coventry City,Y,FW,90,0,0,0,0,3,0,0,0,81.0,0.0,1,1.0,0.3,0.3,0.3,5.0,0.0,40.0,60.0,66.7,10.0,51.0,5.0,5.0,4.0,/en/matches/bfb4b54c/Coventry-City-Sheffield-United-March-12-2022-Championship,0.0,0.5,0.5
28,28,28,28,28,28,28,28,2022-03-16,Wed,Championship,Matchweek 38,Away,D 0–0,Sheffield Utd,Blackpool,Y,AM,89,0,0,0,0,0,0,0,0,53.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,17.0,40.0,42.5,3.0,33.0,3.0,3.0,1.0,/en/matches/406d2185/Blackpool-Sheffield-United-March-16-2022-Championship,0.5,0.5,0.5
29,29,29,29,29,29,29,29,2022-03-19,Sat,Championship,Matchweek 39,Home,W 2–0,Sheffield Utd,Barnsley,Y,"FW,CM",82,1,0,0,0,3,3,0,0,47.0,1.0,0,0.0,1.2,1.2,0.2,6.0,1.0,21.0,35.0,60.0,1.0,28.0,5.0,4.0,2.0,/en/matches/07353a28/Sheffield-United-Barnsley-March-19-2022-Championship,1.0,0.5,0.5
30,30,30,30,30,30,30,30,2022-04-02,Sat,Championship,Matchweek 40,Away,L 0–1,Sheffield Utd,Stoke City,Y,FW,78,0,0,0,0,3,0,0,0,44.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,23.0,34.0,67.6,2.0,27.0,3.0,3.0,1.0,/en/matches/c23fadae/Stoke-City-Sheffield-United-April-2-2022-Championship,0.0,0.5,0.5
31,31,31,31,31,31,31,31,2022-04-05,Tue,Championship,Matchweek 22,Home,W 1–0,Sheffield Utd,QPR,Y,FW,90,0,0,0,0,4,1,0,0,51.0,0.0,0,1.0,0.3,0.3,0.2,2.0,0.0,23.0,32.0,71.9,4.0,34.0,6.0,6.0,0.0,/en/matches/9c4d1726/Sheffield-United-Queens-Park-Rangers-April-5-2022-Championship,1.0,0.5,0.5
32,32,32,32,32,32,32,32,2022-04-09,Sat,Championship,Matchweek 41,Home,D 0–0,Sheffield Utd,Bournemouth,Y,FW,90,0,0,0,0,3,2,0,0,50.0,0.0,0,2.0,0.5,0.5,0.1,3.0,0.0,19.0,34.0,55.9,2.0,33.0,3.0,4.0,2.0,/en/matches/741e2fa7/Sheffield-United-Bournemouth-April-9-2022-Championship,0.5,0.6666666666666666,0.5
33,33,33,33,33,33,33,33,2022-04-15,Fri,Championship,Matchweek 42,Home,L 1–2,Sheffield Utd,Reading,Y,AM,90,0,0,0,0,2,0,1,0,56.0,1.0,0,1.0,0.2,0.2,0.0,3.0,0.0,28.0,40.0,70.0,3.0,46.0,0.0,5.0,3.0,/en/matches/375ea1bc/Sheffield-United-Reading-April-15-2022-Championship,0.0,0.5,0.5
34,34,34,34,34,34,34,34,2022-04-18,Mon,Championship,Matchweek 43,Away,D 1–1,Sheffield Utd,Bristol City,Y,FW,90,1,0,0,0,5,2,0,0,82.0,0.0,0,0.0,0.6,0.6,0.0,4.0,0.0,50.0,67.0,74.6,5.0,49.0,2.0,4.0,0.0,/en/matches/25846a3a/Bristol-City-Sheffield-United-April-18-2022-Championship,0.5,0.5,0.5
35,35,35,35,35,35,35,35,2022-04-23,Sat,Championship,Matchweek 44,Home,W 1–0,Sheffield Utd,Cardiff City,Y,AM,90,0,1,0,0,1,0,0,0,66.0,1.0,1,2.0,0.1,0.1,0.8,7.0,1.0,39.0,54.0,72.2,9.0,37.0,5.0,4.0,1.0,/en/matches/2284293e/Sheffield-United-Cardiff-City-April-23-2022-Championship,1.0,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,2022-04-29,Fri,Championship,Matchweek 45,Away,W 3–1,Sheffield Utd,QPR,Y,AM,90,0,0,0,0,4,2,0,0,49.0,0.0,1,0.0,0.6,0.6,0.3,3.0,0.0,20.0,29.0,69.0,2.0,21.0,0.0,2.0,0.0,/en/matches/2ab84cfb/Queens-Park-Rangers-Sheffield-United-April-29-2022-Championship,1.0,0.5,0.5
37,37,37,37,37,37,37,37,2022-05-07,Sat,Championship,Matchweek 46,Home,W 4–0,Sheffield Utd,Fulham,Y,FW,77,1,1,0,0,3,1,0,0,42.0,0.0,0,1.0,0.5,0.5,0.4,3.0,2.0,16.0,27.0,59.3,3.0,25.0,2.0,6.0,1.0,/en/matches/15ea1722/Sheffield-United-Fulham-May-7-2022-Championship,1.0,0.8333333333333334,0.5
38,38,38,38,38,38,38,38,2022-05-14,Sat,Championship,Semi-finals,Home,L 1–2,Sheffield Utd,Nott'ham Forest,Y,FW,90,0,1,0,0,4,1,0,0,45.0,0.0,0,0.0,0.2,0.2,0.3,2.0,1.0,24.0,36.0,66.7,4.0,41.0,6.0,3.0,1.0,/en/matches/8d994b81/Sheffield-United-Nottingham-Forest-May-14-2022-Championship,0.0,1.0,0.5
39,39,39,39,39,39,39,39,2022-05-17,Tue,Championship,Semi-finals,Away,W 2 (2)–1 (3),Sheffield Utd,Nott'ham Forest,Y,FW,120,1,0,0,0,4,1,0,0,62.0,2.0,0,0.0,0.4,0.4,1.2,4.0,0.0,20.0,39.0,51.3,6.0,35.0,4.0,7.0,2.0,/en/matches/0b847a0a/Nottingham-Forest-Sheffield-United-May-17-2022-Championship,1.0,0.6666666666666666,0.5
