,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 0–1,Wolves,Leicester City,N,"RW,RM",5,0,0,0,0,1,0,0,0,8.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,4.0,6.0,66.7,2.0,4.0,0.0,0.0,0.0,/en/matches/0b346a62/Leicester-City-Wolverhampton-Wanderers-August-14-2021-Premier-League,0.0,0.5,0.511904761904762
1,1,1,1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Away,W 4–0,Wolves,Nott'ham Forest,Y,AM,90,1,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/50de9c05/Nottingham-Forest-Wolverhampton-Wanderers-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2021-08-29,Sun,Premier League,Matchweek 3,Home,L 0–1,Wolves,Manchester Utd,N,CB,4,0,0,0,0,1,0,1,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,/en/matches/871109e6/Wolverhampton-Wanderers-Manchester-United-August-29-2021-Premier-League,0.0,0.5,0.5357142857142858
3,3,3,3,3,3,3,3,2021-09-11,Sat,Championship,Matchweek 6,Home,W 6–2,Sheffield Utd,P'borough Utd,Y,RW,76,1,1,0,0,3,2,0,0,65.0,1.0,0,0.0,0.7,0.7,0.1,2.0,1.0,50.0,56.0,89.3,8.0,45.0,1.0,1.0,0.0,/en/matches/7185a8f4/Sheffield-United-Peterborough-United-September-11-2021-Championship,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,2021-09-14,Tue,Championship,Matchweek 7,Home,D 2–2,Sheffield Utd,Preston,Y,"RW,AM",90,1,0,0,0,2,1,0,0,67.0,1.0,0,0.0,0.2,0.2,0.6,3.0,0.0,43.0,53.0,81.1,5.0,30.0,0.0,0.0,0.0,/en/matches/e2920fa6/Sheffield-United-Preston-North-End-September-14-2021-Championship,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,2021-09-18,Sat,Championship,Matchweek 8,Away,W 3–1,Sheffield Utd,Hull City,Y,"AM,RW",90,0,1,0,0,3,2,0,0,68.0,0.0,1,0.0,0.2,0.2,0.6,7.0,2.0,44.0,54.0,81.5,8.0,54.0,2.0,2.0,1.0,/en/matches/417773f5/Hull-City-Sheffield-United-September-18-2021-Championship,1.0,0.5,0.5
6,6,6,6,6,6,6,6,2021-09-25,Sat,Championship,Matchweek 9,Home,W 1–0,Sheffield Utd,Derby County,Y,RW,90,0,0,0,0,3,0,1,0,71.0,0.0,0,0.0,0.2,0.2,0.3,5.0,0.0,41.0,57.0,71.9,11.0,48.0,4.0,6.0,1.0,/en/matches/c6585d6e/Sheffield-United-Derby-County-September-25-2021-Championship,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,2021-09-28,Tue,Championship,Matchweek 10,Away,L 0–2,Sheffield Utd,Middlesbrough,Y,RW,90,0,0,0,0,3,0,0,0,66.0,0.0,1,2.0,0.2,0.2,0.4,6.0,0.0,39.0,51.0,76.5,8.0,47.0,1.0,3.0,2.0,/en/matches/d8f6cda5/Middlesbrough-Sheffield-United-September-28-2021-Championship,0.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,2021-10-02,Sat,Championship,Matchweek 11,Away,L 1–2,Sheffield Utd,Bournemouth,Y,RW,90,1,0,0,0,3,1,0,0,37.0,1.0,1,0.0,0.3,0.3,0.0,2.0,0.0,14.0,27.0,51.9,1.0,22.0,1.0,4.0,4.0,/en/matches/60926eaf/Bournemouth-Sheffield-United-October-2-2021-Championship,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,2021-10-16,Sat,Championship,Matchweek 12,Home,W 2–1,Sheffield Utd,Stoke City,Y,"RW,RM",90,0,0,0,0,3,0,0,0,71.0,2.0,0,2.0,0.8,0.8,0.0,3.0,0.0,40.0,54.0,74.1,7.0,48.0,3.0,5.0,1.0,/en/matches/90c76383/Sheffield-United-Stoke-City-October-16-2021-Championship,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,2021-10-19,Tue,Championship,Matchweek 13,Home,L 1–2,Sheffield Utd,Millwall,Y,"RW,RM",53,0,0,0,0,1,0,2,1,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,66.7,3.0,16.0,1.0,2.0,0.0,/en/matches/04c87166/Sheffield-United-Millwall-October-19-2021-Championship,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,2021-10-30,Sat,Championship,Matchweek 15,Home,L 0–1,Sheffield Utd,Blackpool,Y,RM,90,0,0,0,0,5,3,0,0,65.0,0.0,0,0.0,0.4,0.4,0.3,4.0,0.0,31.0,52.0,59.6,14.0,40.0,4.0,0.0,0.0,/en/matches/ef3d1b85/Sheffield-United-Blackpool-October-30-2021-Championship,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,2021-11-02,Tue,Championship,Matchweek 16,Away,D 1–1,Sheffield Utd,Nott'ham Forest,Y,AM,90,1,0,0,0,1,1,0,0,48.0,2.0,0,0.0,0.1,0.1,0.2,3.0,1.0,32.0,39.0,82.1,8.0,29.0,0.0,0.0,0.0,/en/matches/f2f2aace/Nottingham-Forest-Sheffield-United-November-2-2021-Championship,0.5,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,2021-11-06,Sat,Championship,Matchweek 17,Away,L 1–3,Sheffield Utd,Blackburn,Y,"AM,DM",90,0,0,0,0,1,0,0,0,69.0,1.0,0,1.0,0.2,0.2,0.5,3.0,0.0,34.0,56.0,60.7,4.0,47.0,4.0,9.0,5.0,/en/matches/d5d089fb/Blackburn-Rovers-Sheffield-United-November-6-2021-Championship,0.0,0.1666666666666666,0.5
14,14,14,14,14,14,14,14,2021-11-20,Sat,Championship,Matchweek 18,Home,D 0–0,Sheffield Utd,Coventry City,Y,AM,90,0,0,0,0,3,1,0,0,72.0,0.0,1,0.0,0.3,0.3,0.4,5.0,0.0,39.0,52.0,75.0,8.0,50.0,3.0,4.0,2.0,/en/matches/07d84909/Sheffield-United-Coventry-City-November-20-2021-Championship,0.5,0.1666666666666666,0.5
15,15,15,15,15,15,15,15,2021-11-23,Tue,Championship,Matchweek 19,Away,W 1–0,Sheffield Utd,Reading,Y,AM,90,0,0,0,0,3,0,1,0,65.0,2.0,0,2.0,0.2,0.2,0.2,2.0,0.0,39.0,50.0,78.0,3.0,33.0,1.0,1.0,1.0,/en/matches/030e538b/Reading-Sheffield-United-November-23-2021-Championship,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,2021-11-28,Sun,Championship,Matchweek 20,Home,W 2–0,Sheffield Utd,Bristol City,Y,AM,90,0,0,0,0,4,1,1,0,77.0,0.0,0,1.0,0.2,0.2,0.3,6.0,0.0,40.0,56.0,71.4,11.0,51.0,7.0,6.0,5.0,/en/matches/3bac36a8/Sheffield-United-Bristol-City-November-28-2021-Championship,1.0,0.5,0.5
17,17,17,17,17,17,17,17,2021-12-04,Sat,Championship,Matchweek 21,Away,W 3–2,Sheffield Utd,Cardiff City,Y,AM,86,1,2,0,0,3,1,0,0,54.0,0.0,0,0.0,0.3,0.3,1.3,7.0,3.0,34.0,45.0,75.6,6.0,33.0,5.0,5.0,3.0,/en/matches/1f635760/Cardiff-City-Sheffield-United-December-4-2021-Championship,1.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,2021-12-20,Mon,Championship,Matchweek 23,Away,W 1–0,Sheffield Utd,Fulham,Y,AM,45,0,0,0,0,0,0,0,0,21.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,47.1,2.0,17.0,0.0,1.0,0.0,/en/matches/1550852a/Fulham-Sheffield-United-December-20-2021-Championship,1.0,1.0,0.5
19,19,19,19,19,19,19,19,2022-02-09,Wed,Championship,Matchweek 31,Home,W 2–0,Sheffield Utd,West Brom,N,AM,22,0,0,0,0,0,0,0,0,22.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,73.3,1.0,8.0,0.0,2.0,0.0,/en/matches/edddb9b0/Sheffield-United-West-Bromwich-Albion-February-9-2022-Championship,1.0,1.0,0.5
