,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
11,11,11,11,11,11,11,11,2021-03-10,Wed,Premier League,Matchweek 33,Home,W 5–2,Manchester City,Southampton,N,FW,19,0,0,0,0,1,1,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,/en/matches/ba04db4f/Manchester-City-Southampton-March-10-2021-Premier-League,1.0,1.0,0.5
12,12,12,12,12,12,12,12,2021-03-13,Sat,Premier League,Matchweek 28,Away,W 3–0,Manchester City,Fulham,Y*,FW,90,1,0,1,1,1,1,0,0,30.0,2.0,0,0.0,0.8,0.1,0.0,0.0,0.0,15.0,16.0,93.8,2.0,18.0,1.0,4.0,2.0,/en/matches/279b0eb5/Fulham-Manchester-City-March-13-2021-Premier-League,1.0,1.0,0.5
13,13,13,13,13,13,13,13,2021-03-16,Tue,Champions Lg,Round of 16,Home,W 2–0,eng Manchester City,de M'Gladbach,N,FW,16,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/3c217cfa/Manchester-City-Monchengladbach-March-16-2021-Champions-League,1.0,1.0,0.5
14,14,14,14,14,14,14,14,2021-04-03,Sat,Premier League,Matchweek 30,Away,W 2–0,Manchester City,Leicester City,Y,FW,62,0,0,0,0,2,0,0,0,21.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,14.0,18.0,77.8,1.0,8.0,1.0,0.0,0.0,/en/matches/d798017f/Leicester-City-Manchester-City-April-3-2021-Premier-League,1.0,1.0,0.5
15,15,15,15,15,15,15,15,2021-05-01,Sat,Premier League,Matchweek 34,Away,W 2–0,Manchester City,Crystal Palace,Y,FW,90,1,0,0,0,4,2,0,0,54.0,0.0,0,0.0,0.3,0.3,0.1,7.0,1.0,32.0,43.0,74.4,3.0,42.0,3.0,4.0,2.0,/en/matches/bf22075a/Crystal-Palace-Manchester-City-May-1-2021-Premier-League,1.0,1.0,0.5
16,16,16,16,16,16,16,16,2021-05-04,Tue,Champions Lg,Semi-finals,Home,W 2–0,eng Manchester City,fr Paris S-G,N,FW,6,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/7b587040/Manchester-City-Paris-Saint-Germain-May-4-2021-Champions-League,1.0,1.0,0.5
17,17,17,17,17,17,17,17,2021-05-08,Sat,Premier League,Matchweek 35,Home,L 1–2,Manchester City,Chelsea,Y,FW,69,0,1,0,1,1,1,0,0,18.0,2.0,0,0.0,0.8,0.0,0.4,2.0,1.0,12.0,12.0,100.0,1.0,14.0,2.0,2.0,2.0,/en/matches/b657d658/Manchester-City-Chelsea-May-8-2021-Premier-League,0.0,1.0,0.5
18,18,18,18,18,18,18,18,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 5–0,Manchester City,Everton,N,FW,26,2,0,0,0,4,4,0,0,22.0,0.0,0,0.0,0.6,0.6,0.0,3.0,1.0,13.0,15.0,86.7,2.0,7.0,1.0,2.0,2.0,/en/matches/12d3970f/Manchester-City-Everton-May-23-2021-Premier-League,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,2021-05-29,Sat,Champions Lg,Final,Home,L 0–1,eng Manchester City,eng Chelsea,N,FW,14,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,2.0,0.0,1.0,0.0,/en/matches/74010cc4/Manchester-City-Chelsea-May-29-2021-Champions-League,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,2021-06-14,Mon,Copa América,Group stage,Neutral,D 1–1,ar Argentina,cl Chile,N,FW,11,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,/en/matches/f68efa6c/Argentina-Chile-June-14-2021-Copa-America,0.5,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,2021-06-21,Mon,Copa América,Group stage,Neutral,W 1–0,ar Argentina,py Paraguay,Y,FW,58,0,0,0,0,1,0,0,0,30.0,3.0,1,0.0,0.3,0.3,0.0,1.0,0.0,12.0,17.0,70.6,3.0,18.0,2.0,3.0,1.0,/en/matches/754d9115/Argentina-Paraguay-June-21-2021-Copa-America,1.0,0.5,0.5
22,22,22,22,22,22,22,22,2021-06-28,Mon,Copa América,Group stage,Neutral,W 4–1,ar Argentina,bo Bolivia,Y,FW,62,0,1,0,0,3,1,0,0,38.0,1.0,0,1.0,0.8,0.8,0.3,2.0,1.0,24.0,31.0,77.4,1.0,27.0,2.0,4.0,2.0,/en/matches/0270a2bd/Bolivia-Argentina-June-28-2021-Copa-America,1.0,0.5,0.5
