,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2021-08-07,Sat,Community Shield,FA Community Shield,Neutral,W 1–0,Leicester City,Manchester City,Y,LB,77,0,,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/6a1fc101/Leicester-City-Manchester-City-August-7-2021-FA-Community-Shield,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y,LB,90,0,0.0,0,0,0,0,0,0,39.0,4.0,0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,87.5,3.0,12.0,0.0,0.0,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,0.0,0.5,0.7948717948717948
2,2,2,2,2,2,2,2,2,2021-09-16,Thu,Europa Lg,Group stage,Home,D 2–2,eng Leicester City,it Napoli,Y,LB,90,0,0.0,0,0,0,0,0,0,62.0,0.0,0,2.0,0.0,0.0,0.1,1.0,0.0,39.0,54.0,72.2,2.0,33.0,2.0,0.0,0.0,/en/matches/ca7a900a/Leicester-City-Napoli-September-16-2021-Europa-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,2021-09-19,Sun,Premier League,Matchweek 5,Away,L 1–2,Leicester City,Brighton,Y,LB,67,0,0.0,0,0,0,0,0,0,52.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,38.0,49.0,77.6,3.0,24.0,0.0,0.0,0.0,/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,0.0,0.5,0.7023809523809524
4,4,4,4,4,4,4,4,4,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 2–2,Leicester City,Burnley,Y,LB,90,0,0.0,0,0,0,0,0,0,97.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,69.0,89.0,77.5,9.0,53.0,1.0,0.0,0.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.1666666666666666,0.2857142857142857
5,5,5,5,5,5,5,5,5,2021-10-03,Sun,Premier League,Matchweek 7,Away,D 2–2,Leicester City,Crystal Palace,Y,LB,90,0,0.0,0,0,0,0,1,0,41.0,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,2.0,12.0,1.0,0.0,0.0,/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,0.5,0.3333333333333333,0.5238095238095238
6,6,6,6,6,6,6,6,6,2021-10-20,Wed,Europa Lg,Group stage,Away,W 4–3,eng Leicester City,ru Spartak Moscow,N,WB,9,0,0.0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/5fb74839/Spartak-Moscow-Leicester-City-October-20-2021-Europa-League,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,2021-10-27,Wed,EFL Cup,Fourth round,Home,D 2 (4)–2 (2),Leicester City,Brighton,Y,CB,58,0,0.0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/f11900cf/Leicester-City-Brighton-and-Hove-Albion-October-27-2021-EFL-Cup,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,2021-11-04,Thu,Europa Lg,Group stage,Home,D 1–1,eng Leicester City,ru Spartak Moscow,Y,WB,57,0,0.0,0,0,0,0,0,0,54.0,0.0,0,1.0,0.0,0.0,0.0,2.0,1.0,36.0,46.0,78.3,3.0,28.0,2.0,2.0,0.0,/en/matches/d8832d11/Leicester-City-Spartak-Moscow-November-4-2021-Europa-League,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2021-12-09,Thu,Europa Lg,Group stage,Away,L 2–3,eng Leicester City,it Napoli,Y,LB,90,0,0.0,0,0,0,0,0,0,72.0,0.0,1,1.0,0.0,0.0,0.2,3.0,1.0,52.0,66.0,78.8,3.0,46.0,2.0,0.0,0.0,/en/matches/db3142d8/Napoli-Leicester-City-December-9-2021-Europa-League,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,2021-12-22,Wed,EFL Cup,Quarter-finals,Away,D 3 (4)–3 (5),Leicester City,Liverpool,N,,31,0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7d868ad3/Liverpool-Leicester-City-December-22-2021-EFL-Cup,0.5,0.3333333333333333,0.5
