,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,RB,90,0,0,0,0,0.0,0.0,0,0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,46.0,84.8,4.0,17.0,0.0,0.0,0.0,/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,"RB,CM,LB",90,0,0,0,0,0.0,0.0,0,0,87.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,74.0,82.0,90.2,9.0,71.0,0.0,0.0,0.0,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,0.0,0.5,0.6222222222222222
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"LB,WB",90,0,0,0,0,0.0,0.0,0,0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,58.0,71.0,81.7,8.0,52.0,3.0,0.0,0.0,/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,0.0,0.5,0.7708333333333335
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-07,Thu,Friendlies (M),Friendlies (M),Home,D 0–0,wls Wales,kr Korea Republic,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c1557631/Wales-Korea-Republic-September-7-2023-Friendlies-M,0.5,0.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-11,Mon,Euro Qualifying,Group stage,Away,W 2–0,wls Wales,lv Latvia,Y,DM,90,0,0,0,0,1.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/83a47574/Latvia-Wales-September-11-2023-Euro-Qualifying,1.0,0.1666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-18,Mon,Premier League,Matchweek 5,Away,D 1–1,Burnley,Nott'ham Forest,Y,RB,90,0,0,0,0,0.0,0.0,1,0,55.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,39.0,48.0,81.3,2.0,35.0,1.0,0.0,0.0,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,0.5,0.5,0.5222222222222221
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-23,Sat,Premier League,Matchweek 6,Home,L 0–1,Burnley,Manchester Utd,Y,RB,90,0,0,0,0,0.0,0.0,0,0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,63.0,79.4,9.0,37.0,0.0,0.0,0.0,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League,0.0,0.6666666666666666,0.282051282051282
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-26,Tue,EFL Cup,Third round,Away,W 4–0,Burnley,Salford City,N,,25,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/145848e6/Salford-City-Burnley-September-26-2023-EFL-Cup,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Burnley,Newcastle Utd,Y,RB,87,0,0,0,0,0.0,0.0,0,0,56.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,75.6,0.0,25.0,2.0,1.0,0.0,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,0.0,0.5,0.8111111111111112
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-03,Tue,Premier League,Matchweek 2,Away,W 2–1,Burnley,Luton Town,Y,RB,90,0,1,0,0,0.0,0.0,1,0,56.0,1.0,0.0,2.0,0.0,0.0,0.1,3.0,1.0,28.0,45.0,62.2,2.0,21.0,0.0,0.0,0.0,/en/matches/4f7b3f27/Luton-Town-Burnley-October-3-2023-Premier-League,1.0,0.3333333333333333,0.4523809523809524
