,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester Utd,Leicester City,N,"DM,AM",24,0,0,0,0,0,0,0,0,14.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,85.7,1.0,7.0,1.0,2.0,1.0,/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League,1.0,0.5,0.769230769230769
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-19,Thu,Europa Lg,Group stage,Home,W 1–0,eng Manchester Utd,kz Astana FK,Y,DM,90,0,1,0,0,3,1,1,0,150.0,1.0,2,2.0,0.1,0.1,0.1,5.0,1.0,129.0,139.0,92.8,25.0,106.0,6.0,1.0,0.0,/en/matches/e824741d/Manchester-United-Astana-FK-September-19-2019-Europa-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 0–2,Manchester Utd,West Ham,N,DM,20,0,0,0,0,0,0,0,0,27.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,21.0,26.0,80.8,4.0,14.0,0.0,0.0,0.0,/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League,0.0,0.5,0.7023809523809524
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-25,Wed,EFL Cup,Third round,Home,D 1 (5)–1 (3),Manchester Utd,Rochdale,Y,DM,120,0,0,0,0,3,1,0,0,,,3,,,,,,,,,,,,,,,/en/matches/242a13f3/Manchester-United-Rochdale-September-25-2019-EFL-Cup,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-30,Mon,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Arsenal,N,AM,17,0,0,0,0,1,0,0,0,17.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,12.0,14.0,85.7,1.0,5.0,0.0,0.0,0.0,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League,0.5,0.5,0.8571428571428573
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-03,Thu,Europa Lg,Group stage,Away,D 0–0,eng Manchester Utd,nl AZ Alkmaar,Y,DM,90,0,0,0,0,1,0,0,0,82.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,65.0,76.0,85.5,5.0,53.0,0.0,0.0,0.0,/en/matches/c7f9121a/AZ-Alkmaar-Manchester-United-October-3-2019-Europa-League,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-06,Sun,Premier League,Matchweek 8,Away,L 0–1,Manchester Utd,Newcastle Utd,Y,DM,90,0,0,0,0,1,0,1,0,104.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,85.0,96.0,88.5,6.0,68.0,2.0,0.0,0.0,/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League,0.0,0.5,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-20,Sun,Premier League,Matchweek 9,Home,D 1–1,Manchester Utd,Liverpool,Y,CM,90,0,0,0,0,2,0,0,0,36.0,2.0,1,2.0,0.1,0.1,0.0,0.0,0.0,21.0,23.0,91.3,0.0,19.0,1.0,0.0,0.0,/en/matches/95c3f0c8/North-West-Derby-Manchester-United-Liverpool-October-20-2019-Premier-League,0.5,0.3333333333333333,0.8571428571428571
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-27,Sun,Premier League,Matchweek 10,Away,W 3–1,Manchester Utd,Norwich City,Y,"DM,LM",90,0,0,0,0,3,1,0,0,64.0,8.0,0,1.0,0.1,0.0,0.0,2.0,0.0,40.0,45.0,88.9,4.0,27.0,1.0,3.0,1.0,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League,1.0,0.3333333333333333,0.2619047619047618
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-30,Wed,EFL Cup,Fourth round,Away,W 2–1,Manchester Utd,Chelsea,Y,DM,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/eb80841c/Chelsea-Manchester-United-October-30-2019-EFL-Cup,1.0,0.5,0.5
