,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-06,Sat,Africa Cup of Nations,Round of 16,Neutral,W 3–2,ng Nigeria,cm Cameroon,Y,AM,89,1,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9be7cc09/Nigeria-Cameroon-July-6-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-07-10,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 2–1,ng Nigeria,za South Africa,Y,AM,89,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3884e1d9/Nigeria-South-Africa-July-10-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-07-14,Sun,Africa Cup of Nations,Semi-finals,Neutral,L 1–2,ng Nigeria,dz Algeria,Y,AM,90,0,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c46f9212/Algeria-Nigeria-July-14-2019-Africa-Cup-of-Nations,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-07-17,Wed,Africa Cup of Nations,Third-place match,Neutral,W 1–0,ng Nigeria,tn Tunisia,Y,AM,90,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2d6081be/Tunisia-Nigeria-July-17-2019-Africa-Cup-of-Nations,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-23,Fri,Premier League,Matchweek 3,Away,L 0–2,Everton,Aston Villa,N,LW,30,0,0,0,0,2.0,1.0,0,0,22.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,17.0,19.0,89.5,4.0,19.0,0.0,3.0,3.0,/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League,0.0,0.6666666666666666,0.4230769230769231
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-08-28,Wed,EFL Cup,Second round,Away,W 4–2,Everton,Lincoln City,Y,AM,81,1,0,0,0,3.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7824c81a/Lincoln-City-Everton-August-28-2019-EFL-Cup,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-01,Sun,Premier League,Matchweek 4,Home,W 3–2,Everton,Wolves,Y,LW,75,1,0,0,0,1.0,1.0,0,0,35.0,4.0,0.0,0.0,0.3,0.3,0.0,2.0,0.0,17.0,23.0,73.9,4.0,25.0,1.0,2.0,1.0,/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League,1.0,0.6666666666666666,0.8214285714285714
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-10,Tue,Friendlies (M),Friendlies (M),Away,D 2–2,ng Nigeria,ua Ukraine,Y,AM,69,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/bd689800/Ukraine-Nigeria-September-10-2019-Friendlies-M,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-15,Sun,Premier League,Matchweek 5,Away,L 1–3,Everton,Bournemouth,Y,"LW,AM",90,0,0,0,0,3.0,1.0,0,0,40.0,1.0,0.0,1.0,0.3,0.3,0.0,3.0,0.0,21.0,29.0,72.4,5.0,28.0,2.0,3.0,2.0,/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League,0.0,0.8333333333333334,0.3809523809523809
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-21,Sat,Premier League,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,N,"AM,LM",36,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,17.0,20.0,85.0,7.0,15.0,2.0,0.0,0.0,/en/matches/707ee0eb/Everton-Sheffield-United-September-21-2019-Premier-League,0.0,0.5,0.3452380952380952
