,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-28,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Norwich City,N,RB,80,0,0,0,0,0,0,0,0,58.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,55.0,78.2,1.0,27.0,2.0,0.0,0.0,/en/matches/78c685cc/Norwich-City-Leicester-City-August-28-2021-Premier-League,1.0,0.5,0.4642857142857143
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-05,Sun,WCQ,First round,Home,W 3–0,be Belgium,cz Czech Republic,Y,RM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/7d0e1c6f/Belgium-Czech-Republic-September-5-2021-WCQ----UEFA-M,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-08,Wed,WCQ,First round,Away,W 1–0,be Belgium,by Belarus,Y,LM,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/304d1c90/Belarus-Belgium-September-8-2021-WCQ----UEFA-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y,RB,90,0,0,0,0,0,0,0,0,39.0,3.0,0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,31.0,87.1,1.0,18.0,1.0,0.0,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,0.0,1.0,0.7948717948717948
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-16,Thu,Europa Lg,Group stage,Home,D 2–2,eng Leicester City,it Napoli,Y,RB,90,0,0,0,0,0,0,0,0,61.0,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,42.0,52.0,80.8,2.0,38.0,1.0,0.0,0.0,/en/matches/ca7a900a/Leicester-City-Napoli-September-16-2021-Europa-League,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-19,Sun,Premier League,Matchweek 5,Away,L 1–2,Leicester City,Brighton,N,LB,23,0,0,0,0,0,0,0,0,33.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,81.3,6.0,15.0,2.0,1.0,1.0,/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,0.0,0.5,0.7023809523809524
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 2–2,Leicester City,Burnley,N,RB,45,0,0,0,0,0,0,0,0,44.0,3.0,0,0.0,0.0,0.0,0.1,2.0,0.0,33.0,38.0,86.8,0.0,19.0,1.0,0.0,0.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.1666666666666666,0.2857142857142857
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-30,Thu,Europa Lg,Group stage,Away,L 0–1,eng Leicester City,pl Legia Warsaw,Y,"RW,CB",90,0,0,0,0,0,0,0,0,76.0,1.0,0,2.0,0.0,0.0,0.0,3.0,0.0,57.0,68.0,83.8,0.0,54.0,2.0,2.0,0.0,/en/matches/a44d023b/Legia-Warsaw-Leicester-City-September-30-2021-Europa-League,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-03,Sun,Premier League,Matchweek 7,Away,D 2–2,Leicester City,Crystal Palace,Y,RB,90,0,0,0,0,0,0,0,0,64.0,5.0,3,2.0,0.0,0.0,0.0,0.0,0.0,32.0,46.0,69.6,2.0,15.0,2.0,1.0,1.0,/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,0.5,0.1666666666666666,0.5238095238095238
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-07,Thu,UEFA Nations League,Semi-finals,Neutral,L 2–3,be Belgium,fr France,Y,RM,89,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2448fee1/Belgium-France-October-7-2021-UEFA-Nations-League,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-10,Sun,UEFA Nations League,Third-place match,Neutral,L 1–2,be Belgium,it Italy,Y,RM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c5eda832/Italy-Belgium-October-10-2021-UEFA-Nations-League,0.0,0.1666666666666666,0.5
