,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-09-16,Fri,Premier League,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,Y,CB,62,0,0,0,0,0,0,1,0,34.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,27.0,70.4,1.0,19.0,0.0,0.0,0.0,/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League,0.0,0.5,0.3333333333333332
1,1,1,1,1,2022-11-09,Wed,EFL Cup,Third round,Home,W 2–0,Nott'ham Forest,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3976d636/Nottingham-Forest-Tottenham-Hotspur-November-9-2022-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2022-11-12,Sat,Premier League,Matchweek 16,Home,W 1–0,Nott'ham Forest,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,49.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,33.0,40.0,82.5,1.0,32.0,1.0,0.0,0.0,/en/matches/ee827a60/Nottingham-Forest-Crystal-Palace-November-12-2022-Premier-League,1.0,0.5,0.6770833333333333
3,3,3,3,3,2022-12-21,Wed,EFL Cup,Fourth round,Away,W 4–1,Nott'ham Forest,Blackburn,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c98a69ba/Blackburn-Rovers-Nottingham-Forest-December-21-2022-EFL-Cup,1.0,0.6666666666666666,0.5
4,4,4,4,4,2022-12-27,Tue,Premier League,Matchweek 17,Away,L 0–3,Nott'ham Forest,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,41.0,2.0,3,3.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,1.0,19.0,0.0,0.0,0.0,/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League,0.0,1.0,0.71875
5,5,5,5,5,2023-01-01,Sun,Premier League,Matchweek 18,Home,D 1–1,Nott'ham Forest,Chelsea,Y,CB,90,0,1,0,0,0,0,0,0,51.0,3.0,2,2.0,0.0,0.0,0.2,2.0,1.0,32.0,39.0,82.1,3.0,21.0,0.0,0.0,0.0,/en/matches/c31cf944/Nottingham-Forest-Chelsea-January-1-2023-Premier-League,0.5,0.6666666666666666,0.5
6,6,6,6,6,2023-01-04,Wed,Premier League,Matchweek 19,Away,W 1–0,Nott'ham Forest,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,45.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,0.0,18.0,0.0,0.0,0.0,/en/matches/cc17c735/Southampton-Nottingham-Forest-January-4-2023-Premier-League,1.0,0.5,0.5
7,7,7,7,7,2023-01-11,Wed,EFL Cup,Quarter-finals,Home,D 1 (4)–1 (3),Nott'ham Forest,Wolves,Y,CB,60,1,0,0,0,1,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/95056fd5/Nottingham-Forest-Wolverhampton-Wanderers-January-11-2023-EFL-Cup,0.5,0.5,0.5
8,8,8,8,8,2023-01-21,Sat,Premier League,Matchweek 21,Away,D 1–1,Nott'ham Forest,Bournemouth,Y,CB,74,0,0,0,0,0,0,0,0,60.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,43.0,51.0,84.3,3.0,35.0,0.0,0.0,0.0,/en/matches/38c715b4/Bournemouth-Nottingham-Forest-January-21-2023-Premier-League,0.5,0.6666666666666666,0.5
9,9,9,9,9,2023-02-01,Wed,EFL Cup,Semi-finals,Away,L 0–2,Nott'ham Forest,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3e823bed/Manchester-United-Nottingham-Forest-February-1-2023-EFL-Cup,0.0,0.6666666666666666,0.5
10,10,10,10,10,2023-02-05,Sun,Premier League,Matchweek 22,Home,W 1–0,Nott'ham Forest,Leeds United,Y,CB,90,0,0,0,0,0,0,1,0,38.0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,13.0,22.0,59.1,1.0,9.0,0.0,2.0,1.0,/en/matches/7c47cb5e/Nottingham-Forest-Leeds-United-February-5-2023-Premier-League,1.0,0.3333333333333333,0.5
11,11,11,11,11,2023-02-11,Sat,Premier League,Matchweek 23,Away,L 0–2,Nott'ham Forest,Fulham,Y,CB,6,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,0.0,0.0,0.0,/en/matches/ee86dc99/Fulham-Nottingham-Forest-February-11-2023-Premier-League,0.0,0.5,0.5
12,12,12,12,12,2023-05-08,Mon,Premier League,Matchweek 35,Home,W 4–3,Nott'ham Forest,Southampton,N,CB,10,0,0,0,0,0,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,0.0,0.0,/en/matches/23e7953f/Nottingham-Forest-Southampton-May-8-2023-Premier-League,1.0,0.3333333333333333,0.5
