,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Mon,PL2 — Div. 2,Matchweek 14,Home,D 3–3,Aston Villa,Birmingham City,Y,FW,59,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
1,Sat,Premier League,Matchweek 16,Away,L 0–1,Aston Villa,Liverpool,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tue,Premier League,Matchweek 17,Away,W 2–0,Aston Villa,Norwich City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sun,Premier League,Matchweek 19,Home,L 1–3,Aston Villa,Chelsea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sun,Premier League,Matchweek 21,Away,L 1–2,Aston Villa,Brentford,N,RW,11,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,6,6,100.0,1,9,0,1,1,Match Report
5,Tue,Africa Cup of Nations,Group stage,Neutral,L 0–1,eg Egypt,ng Nigeria,Y,CM,57,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
6,Sat,Africa Cup of Nations,Group stage,Neutral,W 1–0,eg Egypt,gw Guinea-Bissau,N,,33,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
7,Wed,Africa Cup of Nations,Group stage,Neutral,W 1–0,eg Egypt,sd Sudan,N,,25,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
8,Wed,Africa Cup of Nations,Round of 16,Neutral,D 0 (5)–0 (4),eg Egypt,ci Côte d'Ivoire,N,,50,0,0,0,0,6,1,0,0,,,3,,,,,,,,,,,,,,,Match Report
9,Sun,Africa Cup of Nations,Quarter-finals,Neutral,W 2–1,eg Egypt,ma Morocco,N,,75,1,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
10,Thu,Africa Cup of Nations,Semi-finals,Neutral,D 0 (3)–0 (1),eg Egypt,cm Cameroon,N,,75,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
11,Sun,Africa Cup of Nations,Final,Neutral,D 0 (2)–0 (4),eg Egypt,sn Senegal,N,,63,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
12,Sat,Süper Lig,Matchweek 25,Home,W 2–0,Başakşehir,Gaziantep FK,Y,LW,76,0,1,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,Match Report
13,Fri,Süper Lig,Matchweek 26,Away,W 2–0,Başakşehir,Rizespor,Y,LW,88,2,0,0,0,4,3,0,0,,,2,,,,,,,,,,,,,,,Match Report
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sat,Süper Lig,Matchweek 27,Home,L 1–2,Başakşehir,Fatih Karagümrük,Y,LW,76,1,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
16,Mon,Süper Lig,Matchweek 28,Away,D 2–2,Başakşehir,Beşiktaş,Y,LW,84,1,0,0,0,1,1,1,0,,,2,,,,,,,,,,,,,,,Match Report
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sat,Süper Lig,Matchweek 30,Away,L 1–2,Başakşehir,Adana Demirspor,Y,LW,85,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
19,Fri,WCQ,Third round,Home,W 1–0,eg Egypt,sn Senegal,Y,FW,89,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
20,Tue,WCQ,Third round,Away,L 0 (1)–1 (3),eg Egypt,sn Senegal,Y,FW,69,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
21,Mon,Süper Lig,Matchweek 31,Home,W 1–0,Başakşehir,Yeni Mal'spor,Y,LW,70,0,1,0,0,4,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
22,Sun,Süper Lig,Matchweek 32,Away,W 2–0,Başakşehir,Sivasspor,Y,LW,58,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
23,Sat,Süper Lig,Matchweek 33,Away,D 1–1,Başakşehir,Altay,Y,AM,82,1,0,0,0,4,2,0,0,,,2,,,,,,,,,,,,,,,Match Report
24,Sun,Süper Lig,Matchweek 34,Home,W 3–0,Başakşehir,Hatayspor,Y,AM,75,0,0,0,0,5,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
25,Sat,Süper Lig,Matchweek 35,Away,W 3–2,Başakşehir,Kasımpaşa,Y,AM,70,1,1,0,0,4,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
