,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2020-09-14,Mon,Premier League,Matchweek 1,Home,L 0–2,Sheffield Utd,Wolves,Y*,FW,90,0,0,0,0,1,0,0,0,27.0,1.0,0,2.0,0.7,0.7,0.0,0.0,0.0,13.0,18.0,72.2,0.0,12.0,0.0,2.0,1.0,/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2020-09-17,Thu,EFL Cup,Second round,Away,D 1 (4)–1 (5),Sheffield Utd,Burnley,N,,29,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,N,FW,17,0,0,0,0,1,1,0,0,9.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,4.0,75.0,0.0,5.0,1.0,1.0,0.0,/en/matches/51fb894e/Sheffield-United-Leeds-United-September-27-2020-Premier-League,0.0,0.5,0.5119047619047619
3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,N,FW,15,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,2.0,1.0,0.0,0.0,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League,0.0,0.1666666666666666,0.5952380952380952
4,4,4,4,4,4,4,4,4,4,4,4,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,N,CB,10,1,0,1,1,0,0,0,0,3.0,0.0,0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.1666666666666666,0.3472222222222222
5,5,5,5,5,5,5,5,5,5,5,5,2020-12-13,Sun,Premier League,Matchweek 12,Away,L 0–3,Sheffield Utd,Southampton,Y*,FW,59,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,2.0,6.0,0.0,2.0,1.0,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League,0.0,0.1666666666666666,0.5119047619047619
6,6,6,6,6,6,6,6,6,6,6,6,2021-01-12,Tue,Premier League,Matchweek 18,Home,W 1–0,Sheffield Utd,Newcastle Utd,N,FW,33,1,0,1,1,0,0,1,0,15.0,0.0,0,0.0,0.8,0.0,0.0,1.0,0.0,3.0,8.0,37.5,1.0,7.0,1.0,0.0,0.0,/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,2021-01-17,Sun,Premier League,Matchweek 19,Home,L 1–3,Sheffield Utd,Tottenham,N,FW,17,0,0,0,0,1,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League,0.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2021-01-23,Sat,FA Cup,Fourth round proper,Home,W 2–1,Sheffield Utd,Plymouth Argyle,Y*,FW,78,1,1,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ecec9284/Sheffield-United-Plymouth-Argyle-January-23-2021-FA-Cup,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2021-01-27,Wed,Premier League,Matchweek 20,Away,W 2–1,Sheffield Utd,Manchester Utd,Y*,FW,69,0,0,0,0,1,1,0,0,17.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,5.0,11.0,45.5,3.0,10.0,3.0,3.0,0.0,/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,2021-01-30,Sat,Premier League,Matchweek 21,Away,L 0–1,Sheffield Utd,Manchester City,N,FW,13,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,/en/matches/150c80d7/Manchester-City-Sheffield-United-January-30-2021-Premier-League,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2021-02-02,Tue,Premier League,Matchweek 22,Home,W 2–1,Sheffield Utd,West Brom,Y*,FW,85,1,0,0,0,2,1,0,0,24.0,3.0,0,0.0,0.5,0.5,0.0,0.0,0.0,8.0,13.0,61.5,1.0,14.0,1.0,0.0,0.0,/en/matches/2d3d863d/Sheffield-United-West-Bromwich-Albion-February-2-2021-Premier-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,2021-02-07,Sun,Premier League,Matchweek 23,Home,L 1–2,Sheffield Utd,Chelsea,N,FW,23,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,0.0,1.0,1.0,/en/matches/d3467620/Sheffield-United-Chelsea-February-7-2021-Premier-League,0.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Sheffield Utd,Bristol City,Y*,FW,72,1,0,1,1,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/5b0b0614/Sheffield-United-Bristol-City-February-10-2021-FA-Cup,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,2021-02-15,Mon,Premier League,Matchweek 24,Away,L 0–3,Sheffield Utd,West Ham,Y*,FW,90,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,21.0,23.0,91.3,1.0,14.0,1.0,0.0,0.0,/en/matches/d6167896/West-Ham-United-Sheffield-United-February-15-2021-Premier-League,0.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,2021-02-20,Sat,Premier League,Matchweek 25,Away,L 0–1,Sheffield Utd,Fulham,Y*,FW,90,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.4,1.0,0.0,4.0,8.0,50.0,1.0,1.0,0.0,0.0,0.0,/en/matches/b1892d66/Fulham-Sheffield-United-February-20-2021-Premier-League,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,2021-02-28,Sun,Premier League,Matchweek 26,Home,L 0–2,Sheffield Utd,Liverpool,N,RW,11,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/3826d9aa/Sheffield-United-Liverpool-February-28-2021-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,2021-03-06,Sat,Premier League,Matchweek 27,Home,L 0–2,Sheffield Utd,Southampton,N,FW,23,0,0,0,0,0,0,0,0,5.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,66.7,1.0,5.0,0.0,1.0,1.0,/en/matches/9d08bb4e/Sheffield-United-Southampton-March-6-2021-Premier-League,0.0,0.0,0.5
18,18,18,18,18,18,18,18,18,18,18,18,2021-03-14,Sun,Premier League,Matchweek 28,Away,L 0–5,Sheffield Utd,Leicester City,Y*,FW,90,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,13.0,1.0,2.0,1.0,/en/matches/d3bc5214/Leicester-City-Sheffield-United-March-14-2021-Premier-League,0.0,0.0,0.5
