,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Away,L 1–4,Southampton,Tottenham,N,RB,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,0.0,0.5,0.46875
1,1,1,1,1,1,2022-09-12,Mon,Süper Lig,Matchweek 6,Home,L 0–1,Beşiktaş,Başakşehir,N,,34,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/980993d4/Besiktas-Istanbul-Basaksehir-September-12-2022-Super-Lig,0.0,0.5,0.5
2,2,2,2,2,2,2022-09-17,Sat,Süper Lig,Matchweek 7,Away,D 2–2,Beşiktaş,İstanbulspor,N,,45,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/45e5d50e/Istanbulspor-Besiktas-September-17-2022-Super-Lig,0.5,0.5,0.5
3,3,3,3,3,3,2022-10-02,Sun,Süper Lig,Matchweek 8,Home,D 0–0,Beşiktaş,Fenerbahçe,Y,AM,81,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4411984d/Besiktas-Fenerbahce-October-2-2022-Super-Lig,0.5,0.1666666666666666,0.5
4,4,4,4,4,4,2022-10-08,Sat,Süper Lig,Matchweek 9,Away,W 1–0,Beşiktaş,Giresunspor,Y,AM,61,0,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3253d091/Giresunspor-Besiktas-October-8-2022-Super-Lig,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,2022-10-16,Sun,Süper Lig,Matchweek 10,Home,D 2–2,Beşiktaş,Trabzonspor,N,,46,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/cd34274c/Besiktas-Trabzonspor-October-16-2022-Super-Lig,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,2022-10-24,Mon,Süper Lig,Matchweek 11,Away,L 1–2,Beşiktaş,Hatayspor,N,,45,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/5ca3ae64/Hatayspor-Besiktas-October-24-2022-Super-Lig,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,2022-10-30,Sun,Süper Lig,Matchweek 12,Home,W 5–2,Beşiktaş,Ümraniyespor,N,,45,0,1,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/56d9ff7c/Besiktas-Umraniyespor-October-30-2022-Super-Lig,1.0,0.5,0.5
8,8,8,8,8,8,2022-11-05,Sat,Süper Lig,Matchweek 13,Away,L 1–2,Beşiktaş,Galatasaray,N,,27,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/b4238c88/Galatasaray-Besiktas-November-5-2022-Super-Lig,0.0,0.5,0.5
9,9,9,9,9,9,2022-12-25,Sun,Süper Lig,Matchweek 15,Away,D 1–1,Beşiktaş,Gaziantep FK,N,,45,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3f5e9f85/Gaziantep-FK-Besiktas-December-25-2022-Super-Lig,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,2022-12-29,Thu,Süper Lig,Matchweek 16,Home,W 1–0,Beşiktaş,Adana Demirspor,N,,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cd557a51/Besiktas-Adana-Demirspor-December-29-2022-Super-Lig,1.0,0.5,0.5
11,11,11,11,11,11,2023-01-07,Sat,Süper Lig,Matchweek 18,Home,W 2–1,Beşiktaş,Kasımpaşa,Y,RM,82,0,1,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/1ae95c39/Besiktas-Kasimpasa-January-7-2023-Super-Lig,1.0,0.5,0.5
12,12,12,12,12,12,2023-01-14,Sat,Süper Lig,Matchweek 19,Away,W 2–1,Beşiktaş,Konyaspor,Y,AM,55,0,0,0,0,4,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/98f462a4/Konyaspor-Besiktas-January-14-2023-Super-Lig,1.0,0.8333333333333334,0.5
13,13,13,13,13,13,2023-01-22,Sun,Süper Lig,Matchweek 20,Away,W 2–0,Beşiktaş,Kayserispor,Y,AM,88,1,0,0,0,2,1,1,0,,,0,,,,,,,,,,,,,,,/en/matches/b45e1760/Kayserispor-Besiktas-January-22-2023-Super-Lig,1.0,1.0,0.5
14,14,14,14,14,14,2023-01-31,Tue,Süper Lig,Matchweek 22,Away,D 1–1,Beşiktaş,Fatih Karagümrük,Y,AM,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ae8a181e/Fatih-Karagumruk-Besiktas-January-31-2023-Super-Lig,0.5,1.0,0.5
15,15,15,15,15,15,2023-02-26,Sun,Süper Lig,Matchweek 14,Home,D 0–0,Beşiktaş,Antalyaspor,Y,AM,90,0,0,0,0,3,1,1,0,,,1,,,,,,,,,,,,,,,/en/matches/e8ba2afd/Besiktas-Antalyaspor-February-26-2023-Super-Lig,0.5,0.8333333333333334,0.5
16,16,16,16,16,16,2023-03-05,Sun,Süper Lig,Matchweek 24,Home,W 2–1,Beşiktaş,Ankaragücü,Y,RW,83,0,0,0,0,6,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/81e7bbc2/Besiktas-Ankaragucu-March-5-2023-Super-Lig,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,2023-03-12,Sun,Süper Lig,Matchweek 25,Away,W 2–0,Beşiktaş,Başakşehir,Y,RW,69,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/81f06878/Istanbul-Basaksehir-Besiktas-March-12-2023-Super-Lig,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,2023-03-18,Sat,Süper Lig,Matchweek 26,Home,W 3–1,Beşiktaş,İstanbulspor,N,,28,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2e097d1f/Besiktas-Istanbulspor-March-18-2023-Super-Lig,1.0,0.8333333333333334,0.5
19,19,19,19,19,19,2023-04-02,Sun,Süper Lig,Matchweek 27,Away,W 4–2,Beşiktaş,Fenerbahçe,N,,45,1,3,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/e369bab3/Fenerbahce-Besiktas-April-2-2023-Super-Lig,1.0,1.0,0.5
20,20,20,20,20,20,2023-04-09,Sun,Süper Lig,Matchweek 28,Home,W 3–1,Beşiktaş,Giresunspor,Y,AM,90,1,0,0,0,4,4,0,0,,,0,,,,,,,,,,,,,,,/en/matches/78883885/Besiktas-Giresunspor-April-9-2023-Super-Lig,1.0,1.0,0.5
21,21,21,21,21,21,2023-04-16,Sun,Süper Lig,Matchweek 29,Away,D 0–0,Beşiktaş,Trabzonspor,Y,AM,90,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7a9475b6/Trabzonspor-Besiktas-April-16-2023-Super-Lig,0.5,1.0,0.5
22,22,22,22,22,22,2023-04-22,Sat,Süper Lig,Matchweek 31,Away,W 2–0,Beşiktaş,Ümraniyespor,Y,AM,90,1,0,0,0,5,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/618cc40a/Umraniyespor-Besiktas-April-22-2023-Super-Lig,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,2023-04-30,Sun,Süper Lig,Matchweek 32,Home,W 3–1,Beşiktaş,Galatasaray,Y,AM,90,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/f0b091a7/Besiktas-Galatasaray-April-30-2023-Super-Lig,1.0,0.8333333333333334,0.5
24,24,24,24,24,24,2023-05-06,Sat,Süper Lig,Matchweek 33,Away,W 3–1,Beşiktaş,Antalyaspor,Y,AM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/08e5808a/Antalyaspor-Besiktas-May-6-2023-Super-Lig,1.0,0.8333333333333334,0.5
25,25,25,25,25,25,2023-05-21,Sun,Süper Lig,Matchweek 35,Away,W 4–1,Beşiktaş,Adana Demirspor,Y,FW,89,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d29caca0/Adana-Demirspor-Besiktas-May-21-2023-Super-Lig,1.0,1.0,0.5
