,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-30,Wed,EFL Cup,Fourth round,Away,L 1–2,Wolves,Aston Villa,Y,LM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1d8c3ef1/Aston-Villa-Wolverhampton-Wanderers-October-30-2019-EFL-Cup,0.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-11-02,Sat,Premier League,Matchweek 11,Away,D 1–1,Wolves,Arsenal,N,LM,20,0,0,0,0,0.0,0.0,0,0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,61.5,0.0,8.0,1.0,1.0,1.0,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League,0.5,0.5,0.5476190476190477
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-11-07,Thu,Europa Lg,Group stage,Home,W 1–0,eng Wolves,sk Slovan Bratislava,Y,LM,89,0,0,0,0,1.0,0.0,0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,1.0,42.0,49.0,85.7,1.0,26.0,3.0,3.0,1.0,/en/matches/62b61fc8/Wolverhampton-Wanderers-Slovan-Bratislava-November-7-2019-Europa-League,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 2–1,Wolves,Bournemouth,N,LW,2,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League,1.0,0.5,0.511904761904762
14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-11-28,Thu,Europa Lg,Group stage,Away,D 3–3,eng Wolves,pt Braga,N,LW,16,0,0,0,0,1.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,1.0,8.0,1.0,3.0,3.0,/en/matches/619dec18/Braga-Wolverhampton-Wanderers-November-28-2019-Europa-League,0.5,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-12-08,Sun,Premier League,Matchweek 16,Away,D 2–2,Wolves,Brighton,N,"LW,RW",1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/daad5806/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-8-2019-Premier-League,0.5,0.8333333333333334,0.3717948717948718
16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-12-12,Thu,Europa Lg,Group stage,Home,W 4–0,eng Wolves,tr Beşiktaş,Y,"WB,LM",90,0,0,0,0,0.0,0.0,0,0,76.0,1.0,4.0,3.0,0.0,0.0,0.1,3.0,1.0,45.0,58.0,77.6,2.0,47.0,6.0,5.0,4.0,/en/matches/80f394d4/Wolverhampton-Wanderers-Besiktas-December-12-2019-Europa-League,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-12-27,Fri,Premier League,Matchweek 19,Home,W 3–2,Wolves,Manchester City,N,"LM,WB",18,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,75.0,1.0,10.0,2.0,0.0,0.0,/en/matches/6defd3a2/Wolverhampton-Wanderers-Manchester-City-December-27-2019-Premier-League,1.0,0.6666666666666666,0.8690476190476192
18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-29,Sun,Premier League,Matchweek 20,Away,L 0–1,Wolves,Liverpool,Y,"WB,LM",90,0,0,0,0,1.0,0.0,0,0,68.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,38.0,52.0,73.1,1.0,32.0,6.0,9.0,6.0,/en/matches/9892a4f1/Liverpool-Wolverhampton-Wanderers-December-29-2019-Premier-League,0.0,0.8333333333333334,1.0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 1–2,Wolves,Watford,N,LM,37,0,0,0,0,1.0,0.0,0,0,33.0,2.0,1.0,0.0,0.1,0.1,0.3,2.0,0.0,22.0,25.0,88.0,1.0,19.0,3.0,1.0,0.0,/en/matches/dc2a86e8/Watford-Wolverhampton-Wanderers-January-1-2020-Premier-League,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-01-04,Sat,FA Cup,Third round,Home,D 0–0,Wolves,Manchester Utd,Y,LM,74,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3270e5c0/Wolverhampton-Wanderers-Manchester-United-January-4-2020-FA-Cup,0.5,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-01-11,Sat,Premier League,Matchweek 22,Home,D 1–1,Wolves,Newcastle Utd,N,LW,6,0,0,0,0,0.0,0.0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,0.0,7.0,2.0,2.0,1.0,/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League,0.5,0.1666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-01-15,Wed,FA Cup,Third round,Away,L 0–1,Wolves,Manchester Utd,N,,16,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/f5ef24be/Manchester-United-Wolverhampton-Wanderers-January-15-2020-FA-Cup,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-02-23,Sun,Premier League,Matchweek 27,Home,W 3–0,Wolves,Norwich City,N,WB,11,0,0,0,0,2.0,0.0,0,0,10.0,1.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,5.0,7.0,71.4,0.0,3.0,2.0,0.0,0.0,/en/matches/09ec6552/Wolverhampton-Wanderers-Norwich-City-February-23-2020-Premier-League,1.0,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-02-27,Thu,Europa Lg,Round of 32,Away,L 2–3,eng Wolves,es Espanyol,Y,WB,57,0,0,0,0,1.0,0.0,0,0,33.0,0.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,11.0,23.0,47.8,0.0,14.0,2.0,6.0,4.0,/en/matches/c1116856/Espanyol-Wolverhampton-Wanderers-February-27-2020-Europa-League,0.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-03-01,Sun,Premier League,Matchweek 28,Away,W 3–2,Wolves,Tottenham,Y,"LM,WB",90,0,0,0,0,0.0,0.0,0,0,68.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,45.0,68.9,1.0,26.0,2.0,4.0,1.0,/en/matches/2475762d/Tottenham-Hotspur-Wolverhampton-Wanderers-March-1-2020-Premier-League,1.0,0.3333333333333333,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-03-07,Sat,Premier League,Matchweek 29,Home,D 0–0,Wolves,Brighton,Y,"WB,LM",90,0,0,0,0,0.0,0.0,0,0,74.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,51.0,84.3,2.0,38.0,4.0,10.0,3.0,/en/matches/6a08610e/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-March-7-2020-Premier-League,0.5,0.6666666666666666,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-03-12,Thu,Europa Lg,Round of 16,Away,D 1–1,eng Wolves,gr Olympiacos,Y,LM,78,0,0,0,0,1.0,0.0,0,0,46.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.0,75.0,3.0,20.0,5.0,0.0,0.0,/en/matches/25c55d3e/Olympiacos-Wolverhampton-Wanderers-March-12-2020-Europa-League,0.5,0.5,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-06-20,Sat,Premier League,Matchweek 30,Away,W 2–0,Wolves,West Ham,N,WB,1,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,4.0,0.0,1.0,0.0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League,1.0,0.6666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-07-15,Wed,Premier League,Matchweek 36,Away,D 1–1,Wolves,Burnley,Y,LM,83,0,0,0,0,0.0,0.0,0,0,43.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,38.0,71.1,0.0,28.0,6.0,6.0,5.0,/en/matches/a7c5d31f/Burnley-Wolverhampton-Wanderers-July-15-2020-Premier-League,0.5,0.6666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-07-26,Sun,Premier League,Matchweek 38,Away,L 0–2,Wolves,Chelsea,N,LM,33,0,0,0,0,0.0,0.0,0,0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,9.0,0.0,4.0,1.0,/en/matches/9cca4ba0/Chelsea-Wolverhampton-Wanderers-July-26-2020-Premier-League,0.0,0.6666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-08-06,Thu,Europa Lg,Round of 16,Home,W 1–0,eng Wolves,gr Olympiacos,N,LM,74,0,0,0,0,0.0,0.0,0,0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,76.5,0.0,8.0,1.0,1.0,0.0,/en/matches/6681ecf6/Wolverhampton-Wanderers-Olympiacos-August-6-2020-Europa-League,1.0,0.5,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-08-11,Tue,Europa Lg,Quarter-finals,Home,L 0–1,eng Wolves,es Sevilla,Y,LB,90,0,0,0,0,0.0,0.0,0,0,34.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,19.0,78.9,1.0,17.0,2.0,2.0,2.0,/en/matches/8562188e/Wolverhampton-Wanderers-Sevilla-August-11-2020-Europa-League,0.0,0.5,0.5
