,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2022-08-21,Sun,Premier League,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,N,CM,27,0,0,0,0,2.0,0.0,0,0,24.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,12.0,21.0,57.1,1.0,10.0,1.0,2.0,2.0,/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,0.0,0.5,0.5520833333333334
1,1,1,1,1,1,1,2022-08-30,Tue,Premier League,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,AM,90,0,0,0,0,1.0,0.0,0,0,55.0,3.0,2.0,0.0,0.1,0.1,0.0,3.0,0.0,28.0,40.0,70.0,5.0,39.0,0.0,5.0,2.0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League,0.0,0.5,0.5714285714285714
2,2,2,2,2,2,2,2022-09-06,Tue,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,hr Dinamo Zagreb,N,"LM,RM",45,0,0,0,0,5.0,1.0,0,0,46.0,0.0,0.0,1.0,0.2,0.2,0.0,3.0,0.0,22.0,34.0,64.7,3.0,31.0,6.0,4.0,1.0,/en/matches/07f058d4/Dinamo-Zagreb-Chelsea-September-6-2022-Champions-League,0.0,0.5,0.5
3,3,3,3,3,3,3,2022-09-14,Wed,Champions Lg,Group stage,Home,D 1–1,eng Chelsea,at RB Salzburg,N,"RW,RM",10,0,0,0,0,3.0,3.0,0,0,16.0,0.0,0.0,2.0,0.2,0.2,0.0,0.0,0.0,4.0,10.0,40.0,2.0,11.0,0.0,2.0,1.0,/en/matches/c36141e9/Chelsea-Red-Bull-Salzburg-September-14-2022-Champions-League,0.5,0.0,0.5
4,4,4,4,4,4,4,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,W 2–0,ma Morocco,cl Chile,Y,FW,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f9474a8e/Morocco-Chile-September-23-2022-Friendlies-M,1.0,0.1666666666666666,0.5
5,5,5,5,5,5,5,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,D 0–0,ma Morocco,py Paraguay,Y,RW,83,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/0c38ebe9/Morocco-Paraguay-September-27-2022-Friendlies-M,0.5,0.5,0.5
6,6,6,6,6,6,6,2022-10-08,Sat,Premier League,Matchweek 10,Home,W 3–0,Chelsea,Wolves,N,AM,5,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League,1.0,0.6666666666666666,0.3444444444444444
7,7,7,7,7,7,7,2022-10-25,Tue,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,at RB Salzburg,N,RW,3,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,0.0,1.0,0.0,/en/matches/e8dbb123/Red-Bull-Salzburg-Chelsea-October-25-2022-Champions-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,2022-10-29,Sat,Premier League,Matchweek 14,Away,L 1–4,Chelsea,Brighton,N,RM,12,0,0,0,0,0.0,0.0,0,0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,1.0,7.0,0.0,1.0,0.0,/en/matches/ac6abad1/Brighton-and-Hove-Albion-Chelsea-October-29-2022-Premier-League,0.0,0.8333333333333334,0.2142857142857142
9,9,9,9,9,9,9,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–2,Chelsea,Manchester City,Y,FW,67,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/828fe798/Manchester-City-Chelsea-November-9-2022-EFL-Cup,0.0,0.6666666666666666,0.5
