,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y,RB,90,0,1,0,0,0.0,0.0,0,0,84.0,4.0,3.0,0.0,0.0,0.0,0.5,2.0,2.0,63.0,71.0,88.7,7.0,43.0,4.0,6.0,4.0,/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 2–1,Arsenal,Burnley,Y,"RB,WB",90,0,0,0,0,1.0,0.0,0,0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,52.0,66.0,78.8,1.0,47.0,3.0,3.0,1.0,/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,RB,90,0,0,0,0,0.0,0.0,0,0,79.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,77.6,4.0,42.0,3.0,2.0,1.0,/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League,0.0,0.5,0.7857142857142858
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-01,Sun,Premier League,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y,RB,90,0,0,0,0,1.0,0.0,0,0,65.0,2.0,3.0,2.0,0.0,0.0,0.2,5.0,0.0,44.0,53.0,83.0,3.0,35.0,2.0,1.0,1.0,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-15,Sun,Premier League,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,RB,90,0,1,0,0,0.0,0.0,0,0,66.0,2.0,2.0,0.0,0.0,0.0,0.5,2.0,1.0,43.0,55.0,78.2,3.0,34.0,3.0,3.0,2.0,/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League,0.5,0.5,0.2499999999999999
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-19,Thu,Europa Lg,Group stage,Away,W 3–0,eng Arsenal,de Eint Frankfurt,N,LB,11,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/dc129b7c/Eintracht-Frankfurt-Arsenal-September-19-2019-Europa-League,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-22,Sun,Premier League,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,RB,40,0,0,0,0,1.0,0.0,2,1,30.0,0.0,1.0,0.0,0.3,0.3,0.0,2.0,0.0,22.0,24.0,91.7,5.0,14.0,4.0,0.0,0.0,/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League,1.0,0.6666666666666666,0.511904761904762
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-03,Thu,Europa Lg,Group stage,Home,W 4–0,eng Arsenal,be Standard Liège,Y,RW,65,0,0,0,0,1.0,0.0,0,0,28.0,2.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,12.0,20.0,60.0,3.0,16.0,3.0,2.0,2.0,/en/matches/f3398a45/Arsenal-Standard-Liege-October-3-2019-Europa-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-24,Thu,Europa Lg,Group stage,Home,W 3–2,eng Arsenal,pt Vitória,Y,RW,45,0,0,0,0,0.0,0.0,0,0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,24.0,70.8,1.0,15.0,0.0,0.0,0.0,/en/matches/9047af47/Arsenal-Vitoria-Guimaraes-October-24-2019-Europa-League,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-30,Wed,EFL Cup,Fourth round,Away,D 5 (4)–5 (5),Arsenal,Liverpool,Y,DM,120,1,0,0,0,1.0,1.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/8d8c441c/Liverpool-Arsenal-October-30-2019-EFL-Cup,0.5,1.0,0.5
