,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2020-09-16,Wed,EFL Cup,Second round,Away,W 1–0,Fulham,Ipswich Town,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/ec354b22/Ipswich-Town-Fulham-September-16-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,2020-09-28,Mon,Premier League,Matchweek 3,Home,L 0–3,Fulham,Aston Villa,N,CB,33,0,0,0,0,0,0,1,0,27.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,92.0,2.0,16.0,0.0,0.0,0.0,/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League,0.0,0.5,0.6071428571428571
2,2,2,2,2,2020-10-01,Thu,EFL Cup,Fourth round,Away,L 0–3,Fulham,Brentford,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/38aa0182/Brentford-Fulham-October-1-2020-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–1,Fulham,Wolves,Y,CB,90,0,0,0,0,1,0,1,0,65.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,60.0,91.7,6.0,31.0,0.0,0.0,0.0,/en/matches/8f989671/Wolverhampton-Wanderers-Fulham-October-4-2020-Premier-League,0.0,0.3333333333333333,0.20238095238095238
4,4,4,4,4,2021-02-14,Sun,First Division A,Regular season,Away,D 1–1,Antwerp,Standard Liège,Y,CB,90,0,0,0,0,0,0,1,0,46.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0.0,27.0,36.0,75.0,1.0,19.0,0.0,0.0,0.0,/en/matches/11b4fde2/Standard-Liege-Antwerp-February-14-2021-Belgian-First-Division-A,0.5,0.0,0.5
5,5,5,5,5,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,L 3–4,be Antwerp,sct Rangers,Y,CB,90,0,0,0,0,0,0,0,0,51.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,93.2,1.0,39.0,0.0,1.0,1.0,/en/matches/c5fb4a24/Antwerp-Rangers-February-18-2021-Europa-League,0.0,0.1666666666666666,0.5
6,6,6,6,6,2021-02-21,Sun,First Division A,Regular season,Home,D 0–0,Antwerp,Sint-Truiden,Y,CB,90,0,0,0,0,0,0,0,0,82.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,92.0,6.0,44.0,2.0,0.0,0.0,/en/matches/e37ff04b/Antwerp-Sint-Truiden-February-21-2021-Belgian-First-Division-A,0.5,0.1666666666666666,0.5
7,7,7,7,7,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,L 2–5,be Antwerp,sct Rangers,Y,CB,90,0,0,0,0,0,0,1,0,75.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,86.5,7.0,53.0,0.0,0.0,0.0,/en/matches/b9885de1/Rangers-Antwerp-February-25-2021-Europa-League,0.0,0.3333333333333333,0.5
8,8,8,8,8,2021-03-01,Mon,First Division A,Regular season,Away,L 0–2,Antwerp,OH Leuven,Y,CB,90,0,0,0,0,0,0,0,0,67.0,0.0,1,0.0,0.0,0.0,0.1,3.0,0.0,59.0,64.0,92.2,12.0,57.0,0.0,0.0,0.0,/en/matches/d19d049c/OH-Leuven-Antwerp-March-1-2021-Belgian-First-Division-A,0.0,0.1666666666666666,0.5
9,9,9,9,9,2021-03-06,Sat,First Division A,Regular season,Home,W 4–2,Antwerp,Kortrijk,Y,CB,90,1,0,0,0,1,1,0,0,47.0,1.0,3,1.0,0.3,0.0,0.0,0.0,0.0,27.0,35.0,77.1,2.0,23.0,1.0,0.0,0.0,/en/matches/73eb42e7/Antwerp-Kortrijk-March-6-2021-Belgian-First-Division-A,1.0,0.1666666666666666,0.5
10,10,10,10,10,2021-03-21,Sun,First Division A,Regular season,Away,W 2–0,Antwerp,Club Brugge,Y,CB,90,0,0,0,0,0,0,0,0,42.0,1.0,6,2.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,74.1,0.0,12.0,0.0,0.0,0.0,/en/matches/98e1a25b/Club-Brugge-Antwerp-March-21-2021-Belgian-First-Division-A,1.0,0.3333333333333333,0.5
11,11,11,11,11,2021-04-05,Mon,First Division A,Regular season,Home,L 1–4,Antwerp,Anderlecht,Y,CB,90,1,0,0,0,1,1,0,0,79.0,1.0,1,1.0,0.8,0.8,0.0,0.0,0.0,62.0,72.0,86.1,7.0,39.0,0.0,1.0,0.0,/en/matches/bc162e7a/Antwerp-Anderlecht-April-5-2021-Belgian-First-Division-A,0.0,0.6666666666666666,0.5
