,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-25,Wed,EFL Cup,Second round,Away,W 6–0,Arsenal,West Brom,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3d303a43/West-Bromwich-Albion-Arsenal-August-25-2021-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-28,Sat,Premier League,Matchweek 3,Away,L 0–5,Arsenal,Manchester City,N,CM,45,0,0,0,0,0.0,0.0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,1.0,6.0,0.0,1.0,0.0,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League,0.0,0.5,0.4642857142857142
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-10-08,Fri,WCQ,Second round,Home,W 1–0,eg Egypt,ly Libya,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f9c325c6/Egypt-Libya-October-8-2021-WCQ----CAF-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-10-11,Mon,WCQ,Second round,Away,W 3–0,eg Egypt,ly Libya,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9328c02e/Libya-Egypt-October-11-2021-WCQ----CAF-M,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-26,Tue,EFL Cup,Fourth round,Home,W 2–0,Arsenal,Leeds United,Y,DM,71,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/2dc8556d/Arsenal-Leeds-United-October-26-2021-EFL-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-11-07,Sun,Premier League,Matchweek 11,Home,W 1–0,Arsenal,Watford,N,DM,5,0,0,0,0,0.0,0.0,0,0,7.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,6.0,6.0,100.0,1.0,4.0,0.0,0.0,0.0,/en/matches/e0208fcf/Arsenal-Watford-November-7-2021-Premier-League,1.0,1.0,0.3333333333333333
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-11-12,Fri,WCQ,Second round,Away,D 2–2,eg Egypt,ao Angola,Y,DM,90,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/796c5f50/Angola-Egypt-November-12-2021-WCQ----CAF-M,0.5,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 0–4,Arsenal,Liverpool,N,CM,7,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,1.0,6.0,0.0,0.0,0.0,/en/matches/e9ea66e1/Liverpool-Arsenal-November-20-2021-Premier-League,0.0,0.8333333333333334,0.5595238095238095
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-11-27,Sat,Premier League,Matchweek 13,Home,W 2–0,Arsenal,Newcastle Utd,N,CM,6,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,1.0,4.0,0.0,0.0,0.0,/en/matches/067e0ab9/Arsenal-Newcastle-United-November-27-2021-Premier-League,1.0,0.5,0.369047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-12-02,Thu,Premier League,Matchweek 14,Away,L 2–3,Arsenal,Manchester Utd,Y,CM,90,0,1,0,0,1.0,0.0,0,0,91.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,85.0,90.6,5.0,58.0,2.0,0.0,0.0,/en/matches/4323a38f/Manchester-United-Arsenal-December-2-2021-Premier-League,0.0,0.5,0.5
