,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
12,12,12,12,12,12,12,2021-11-26,Fri,PL2 — Div. 1,Matchweek 13,Home,L 3–5,Arsenal,Derby County,Y*,FW,90,3,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/974a602e/Arsenal-U23-Derby-County-U23-November-26-2021-Premier-League-2----Division-1,0.0,0.8333333333333334,0.5
13,13,13,13,13,13,13,2021-12-06,Mon,PL2 — Div. 1,Matchweek 14,Away,L 0–2,Arsenal,Everton,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9b5b3314/Everton-U23-Arsenal-U23-December-6-2021-Premier-League-2----Division-1,0.0,0.5,0.5
14,14,14,14,14,14,14,2021-12-21,Tue,EFL Cup,Quarter-finals,Home,W 5–1,Arsenal,Sunderland,Y,LW,55,0,0,0,0,4.0,1.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/072fa153/Arsenal-Sunderland-December-21-2021-EFL-Cup,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,2022-01-15,Sat,Championship,Matchweek 27,Home,W 2–1,Middlesbrough,Reading,N,"LW,FW",24,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,10.0,0.0,2.0,0.0,/en/matches/c84d0261/Middlesbrough-Reading-January-15-2022-Championship,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,2022-01-24,Mon,Championship,Matchweek 28,Away,L 0–1,Middlesbrough,Blackburn,N,"LM,CM,LB",11,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,8.0,50.0,1.0,6.0,1.0,0.0,0.0,/en/matches/a4f3efc8/Blackburn-Rovers-Middlesbrough-January-24-2022-Championship,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,2022-01-29,Sat,Championship,Matchweek 29,Home,W 1–0,Middlesbrough,Coventry City,N,FW,35,0,1,0,0,0.0,0.0,0,0,13.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,1.0,5.0,6.0,83.3,0.0,8.0,1.0,0.0,0.0,/en/matches/037c317e/Middlesbrough-Coventry-City-January-29-2022-Championship,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,2022-02-04,Fri,FA Cup,Fourth round proper,Away,D 1 (8)–1 (7),Middlesbrough,Manchester Utd,Y,FW,61,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/77616e9d/Manchester-United-Middlesbrough-February-4-2022-FA-Cup,0.5,0.6666666666666666,0.5
19,19,19,19,19,19,19,2022-02-09,Wed,Championship,Matchweek 31,Away,D 2–2,Middlesbrough,QPR,N,FW,21,0,0,0,0,1.0,0.0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,100.0,0.0,6.0,0.0,0.0,0.0,/en/matches/72e907e5/Queens-Park-Rangers-Middlesbrough-February-9-2022-Championship,0.5,0.5,0.5
20,20,20,20,20,20,20,2022-02-12,Sat,Championship,Matchweek 32,Home,W 4–1,Middlesbrough,Derby County,Y,FW,89,0,1,0,0,3.0,2.0,0,0,31.0,0.0,0.0,1.0,0.3,0.3,0.6,3.0,1.0,12.0,15.0,80.0,1.0,18.0,2.0,3.0,1.0,/en/matches/9f5e6b4e/Middlesbrough-Derby-County-February-12-2022-Championship,1.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,2022-02-19,Sat,Championship,Matchweek 33,Away,L 1–2,Middlesbrough,Bristol City,Y,FW,90,0,0,0,0,4.0,3.0,0,0,35.0,0.0,0.0,1.0,0.4,0.4,0.1,1.0,0.0,22.0,27.0,81.5,3.0,29.0,1.0,1.0,1.0,/en/matches/8c6609bd/Bristol-City-Middlesbrough-February-19-2022-Championship,0.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,2022-02-22,Tue,Championship,Matchweek 34,Home,W 2–1,Middlesbrough,West Brom,Y,FW,54,0,0,0,0,0.0,0.0,0,0,18.0,2.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,10.0,11.0,90.9,1.0,9.0,0.0,2.0,0.0,/en/matches/9874f59c/Middlesbrough-West-Bromwich-Albion-February-22-2022-Championship,1.0,0.5,0.5
23,23,23,23,23,23,23,2022-02-26,Sat,Championship,Matchweek 35,Away,L 2–3,Middlesbrough,Barnsley,N,FW,45,0,0,0,0,2.0,0.0,0,0,26.0,1.0,1.0,0.0,0.3,0.3,0.0,2.0,0.0,14.0,20.0,70.0,1.0,21.0,2.0,4.0,4.0,/en/matches/e295418b/Barnsley-Middlesbrough-February-26-2022-Championship,0.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,2022-03-01,Tue,FA Cup,Fifth round proper,Home,W 1–0,Middlesbrough,Tottenham,N,,46,0,0,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7d6f88e7/Middlesbrough-Tottenham-Hotspur-March-1-2022-FA-Cup,1.0,0.3333333333333333,0.5
25,25,25,25,25,25,25,2022-03-05,Sat,Championship,Matchweek 36,Home,W 2–1,Middlesbrough,Luton Town,Y,FW,62,0,0,0,0,0.0,0.0,0,0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,12.0,75.0,0.0,18.0,1.0,0.0,0.0,/en/matches/7a30b04a/Middlesbrough-Luton-Town-March-5-2022-Championship,1.0,0.6666666666666666,0.5
26,26,26,26,26,26,26,2022-03-08,Tue,Championship,Matchweek 26,Away,L 1–4,Middlesbrough,Sheffield Utd,N,"LW,FW",31,1,0,0,0,2.0,2.0,0,0,14.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0,1.0,5.0,8.0,62.5,2.0,9.0,2.0,2.0,1.0,/en/matches/7cee049c/Sheffield-United-Middlesbrough-March-8-2022-Championship,0.0,0.6666666666666666,0.5
27,27,27,27,27,27,27,2022-03-12,Sat,Championship,Matchweek 37,Away,D 0–0,Middlesbrough,Millwall,Y,FW,90,0,0,0,0,3.0,2.0,0,0,30.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,19.0,22.0,86.4,1.0,25.0,1.0,1.0,0.0,/en/matches/4d809c72/Millwall-Middlesbrough-March-12-2022-Championship,0.5,0.6666666666666666,0.5
28,28,28,28,28,28,28,2022-03-15,Tue,Championship,Matchweek 38,Away,W 2–0,Middlesbrough,Birmingham City,Y,FW,80,1,0,0,0,2.0,1.0,0,0,24.0,1.0,0.0,0.0,0.2,0.2,0.0,2.0,1.0,11.0,13.0,84.6,1.0,19.0,0.0,4.0,1.0,/en/matches/33a4c34a/Birmingham-City-Middlesbrough-March-15-2022-Championship,1.0,0.5,0.5
29,29,29,29,29,29,29,2022-03-19,Sat,FA Cup,Quarter-finals,Home,L 0–2,Middlesbrough,Chelsea,Y,FW,73,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/9e92546e/Middlesbrough-Chelsea-March-19-2022-FA-Cup,0.0,0.5,0.5
30,30,30,30,30,30,30,2022-04-02,Sat,Championship,Matchweek 40,Away,W 4–0,Middlesbrough,P'borough Utd,Y,FW,68,1,0,0,0,3.0,1.0,0,0,30.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,18.0,23.0,78.3,3.0,20.0,1.0,0.0,0.0,/en/matches/d72b3615/Peterborough-United-Middlesbrough-April-2-2022-Championship,1.0,0.5,0.5
31,31,31,31,31,31,31,2022-04-09,Sat,Championship,Matchweek 41,Home,L 0–1,Middlesbrough,Hull City,Y,FW,63,0,0,0,0,2.0,0.0,0,0,27.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,13.0,18.0,72.2,5.0,24.0,2.0,2.0,0.0,/en/matches/8f651958/Middlesbrough-Hull-City-April-9-2022-Championship,0.0,0.6666666666666666,0.5
32,32,32,32,32,32,32,2022-04-15,Fri,Championship,Matchweek 42,Away,D 0–0,Middlesbrough,Bournemouth,N,FW,9,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/e995280f/Bournemouth-Middlesbrough-April-15-2022-Championship,0.5,0.3333333333333333,0.5
33,33,33,33,33,33,33,2022-04-18,Mon,Championship,Matchweek 43,Home,L 0–2,Middlesbrough,Huddersfield,N,FW,30,0,0,0,0,1.0,1.0,0,0,10.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,7.0,85.7,1.0,6.0,0.0,0.0,0.0,/en/matches/65035a76/Middlesbrough-Huddersfield-Town-April-18-2022-Championship,0.0,0.5,0.5
34,34,34,34,34,34,34,2022-04-27,Wed,Championship,Matchweek 39,Home,W 2–0,Middlesbrough,Cardiff City,Y,FW,60,0,1,0,0,0.0,0.0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,13.0,84.6,2.0,10.0,1.0,1.0,1.0,/en/matches/415d371b/Middlesbrough-Cardiff-City-April-27-2022-Championship,1.0,0.1666666666666666,0.5
35,35,35,35,35,35,35,2022-05-07,Sat,Championship,Matchweek 46,Away,L 1–4,Middlesbrough,Preston,N,FW,29,0,0,0,0,2.0,1.0,0,0,6.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,1.0,3.0,33.3,0.0,4.0,1.0,0.0,0.0,/en/matches/bb70884b/Preston-North-End-Middlesbrough-May-7-2022-Championship,0.0,0.5,0.5
