,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2021-08-13,Fri,Premier League,Matchweek 1,Away,L 0–2,Arsenal,Brentford,Y,FW,58,0,0,0,0,3.0,0.0,0,0,13.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,3.0,5.0,60.0,0.0,6.0,0.0,1.0,0.0,/en/matches/3adf2aa7/Brentford-Arsenal-August-13-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,L 0–2,Arsenal,Chelsea,N,FW,12,0,0,0,0,0.0,0.0,0,0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,2.0,0.0,1.0,0.0,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League,0.0,0.5,0.5357142857142857
2,2,2,2,2,2,2,2021-09-11,Sat,PL2 — Div. 1,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/498201e3/Arsenal-U23-Manchester-United-U23-September-11-2021-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,3,3,2021-09-19,Sun,PL2 — Div. 1,Matchweek 5,Away,W 6–1,Arsenal,Chelsea,Y*,FW,38,2,1,0,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d7945d41/Chelsea-U23-Arsenal-U23-September-19-2021-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,2021-09-22,Wed,EFL Cup,Third round,Home,W 3–0,Arsenal,AFC Wimbledon,N,,8,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/ea446884/Arsenal-AFC-Wimbledon-September-22-2021-EFL-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,2021-09-25,Sat,PL2 — Div. 1,Matchweek 6,Away,D 2–2,Arsenal,Manchester City,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/80cd97cc/Manchester-City-U23-Arsenal-U23-September-25-2021-Premier-League-2----Division-1,0.5,1.0,0.5
6,6,6,6,6,6,6,2021-10-01,Fri,PL2 — Div. 1,Matchweek 7,Home,W 3–0,Arsenal,Brighton,Y*,FW,90,2,0,1,2,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/51dfcc79/Arsenal-U23-Brighton-and-Hove-Albion-U23-October-1-2021-Premier-League-2----Division-1,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,2021-10-16,Sat,PL2 — Div. 1,Matchweek 8,Away,L 0–3,Arsenal,Liverpool,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5b8e413b/Liverpool-U23-Arsenal-U23-October-16-2021-Premier-League-2----Division-1,0.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,2021-10-22,Fri,PL2 — Div. 1,Matchweek 9,Home,W 4–0,Arsenal,Everton,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e589bdeb/Arsenal-U23-Everton-U23-October-22-2021-Premier-League-2----Division-1,1.0,0.5,0.5
9,9,9,9,9,9,9,2021-10-29,Fri,PL2 — Div. 1,Matchweek 10,Away,W 4–2,Arsenal,Leeds United,Y*,AM,90,2,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9aa6a285/Leeds-United-U23-Arsenal-U23-October-29-2021-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,2021-11-06,Sat,PL2 — Div. 1,Matchweek 11,Home,D 3–3,Arsenal,Leicester City,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/45a68fa3/Arsenal-U23-Leicester-City-U23-November-6-2021-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
11,11,11,11,11,11,11,2021-11-22,Mon,PL2 — Div. 1,Matchweek 12,Away,W 3–2,Arsenal,Blackburn,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/485a798d/Blackburn-Rovers-U23-Arsenal-U23-November-22-2021-Premier-League-2----Division-1,1.0,0.8333333333333334,0.5
