,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2021-07-03,Sat,UEFA Euro,Quarter-finals,Away,W 4–0,eng England,ua Ukraine,N,FW,18,0,0,0,0,0,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/8589d5c5/Ukraine-England-July-3-2021-UEFA-Euro,1.0,0.5,0.5
1,1,1,1,1,1,1,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–1,Everton,Southampton,Y,FW,90,1,0,0,0,5,2,0,0,29.0,0.0,0,1.0,1.2,1.2,0.0,1.0,0.0,10.0,17.0,58.8,0.0,11.0,0.0,1.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2021-08-21,Sat,Premier League,Matchweek 2,Away,D 2–2,Everton,Leeds United,Y,FW,89,1,0,1,1,3,3,0,0,35.0,0.0,2,0.0,1.3,0.6,0.1,6.0,1.0,14.0,18.0,77.8,1.0,15.0,1.0,1.0,0.0,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,0.5,0.5,0.5256410256410257
3,3,3,3,3,3,3,2021-08-28,Sat,Premier League,Matchweek 3,Away,W 2–0,Everton,Brighton,Y,FW,69,1,0,1,1,1,0,0,0,20.0,1.0,1,1.0,0.8,0.1,0.0,1.0,0.0,8.0,14.0,57.1,0.0,9.0,0.0,0.0,0.0,/en/matches/ec8b667a/Brighton-and-Hove-Albion-Everton-August-28-2021-Premier-League,1.0,0.8333333333333334,0.5357142857142857
4,4,4,4,4,4,4,2022-01-02,Sun,Premier League,Matchweek 21,Home,L 2–3,Everton,Brighton,Y,FW,90,0,0,0,1,3,1,0,0,25.0,0.0,0,1.0,1.1,0.3,0.0,1.0,1.0,7.0,15.0,46.7,2.0,9.0,0.0,1.0,0.0,/en/matches/e22bb565/Everton-Brighton-and-Hove-Albion-January-2-2022-Premier-League,0.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,2022-01-15,Sat,Premier League,Matchweek 22,Away,L 1–2,Everton,Norwich City,Y,FW,90,0,0,0,0,1,1,0,0,17.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,62.5,2.0,3.0,1.0,0.0,0.0,/en/matches/4574a1a6/Norwich-City-Everton-January-15-2022-Premier-League,0.0,0.5,0.5
6,6,6,6,6,6,6,2022-01-22,Sat,Premier League,Matchweek 23,Home,L 0–1,Everton,Aston Villa,Y,FW,90,0,0,0,0,2,0,1,0,33.0,1.0,0,0.0,0.7,0.7,0.1,3.0,0.0,12.0,21.0,57.1,2.0,15.0,0.0,2.0,0.0,/en/matches/83bac3da/Everton-Aston-Villa-January-22-2022-Premier-League,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,2022-02-12,Sat,Premier League,Matchweek 25,Home,W 3–0,Everton,Leeds United,Y,FW,71,0,0,0,0,3,1,0,0,41.0,1.0,0,0.0,0.1,0.1,0.0,3.0,0.0,21.0,30.0,70.0,2.0,23.0,3.0,0.0,0.0,/en/matches/0a51943e/Everton-Leeds-United-February-12-2022-Premier-League,1.0,0.0,0.5
8,8,8,8,8,8,8,2022-02-19,Sat,Premier League,Matchweek 26,Away,L 0–2,Everton,Southampton,Y,FW,90,0,0,0,0,2,0,1,0,41.0,2.0,0,0.0,0.1,0.1,0.0,2.0,0.0,18.0,28.0,64.3,0.0,18.0,1.0,1.0,0.0,/en/matches/53cc3dbd/Southampton-Everton-February-19-2022-Premier-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,2022-03-07,Mon,Premier League,Matchweek 28,Away,L 0–5,Everton,Tottenham,Y,FW,68,0,0,0,0,3,0,0,0,19.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,5.0,8.0,62.5,1.0,13.0,1.0,2.0,1.0,/en/matches/6e11eac6/Tottenham-Hotspur-Everton-March-7-2022-Premier-League,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,2022-03-17,Thu,Premier League,Matchweek 20,Home,W 1–0,Everton,Newcastle Utd,N,FW,15,0,1,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.2,1.0,1.0,3.0,6.0,50.0,1.0,3.0,0.0,0.0,0.0,/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,2022-03-20,Sun,FA Cup,Quarter-finals,Away,L 0–4,Everton,Crystal Palace,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5b419abb/Crystal-Palace-Everton-March-20-2022-FA-Cup,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,2022-04-03,Sun,Premier League,Matchweek 31,Away,L 1–2,Everton,West Ham,Y,FW,77,0,0,0,0,2,1,0,0,22.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,11.0,16.0,68.8,1.0,14.0,0.0,0.0,0.0,/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League,0.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,2022-04-06,Wed,Premier League,Matchweek 19,Away,L 2–3,Everton,Burnley,Y,FW,90,0,0,0,0,1,0,0,0,25.0,1.0,0,0.0,0.1,0.1,0.1,2.0,0.0,10.0,13.0,76.9,2.0,13.0,1.0,1.0,0.0,/en/matches/8ee025e7/Burnley-Everton-April-6-2022-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,2022-04-09,Sat,Premier League,Matchweek 32,Home,W 1–0,Everton,Manchester Utd,Y,FW,70,0,0,0,0,0,0,0,0,25.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,60.0,0.0,11.0,1.0,0.0,0.0,/en/matches/f976e20a/Everton-Manchester-United-April-9-2022-Premier-League,1.0,0.0,0.5
15,15,15,15,15,15,15,2022-05-11,Wed,Premier League,Matchweek 30,Away,D 0–0,Everton,Watford,N,FW,14,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,0.0,5.0,0.0,1.0,0.0,/en/matches/948fa2e3/Watford-Everton-May-11-2022-Premier-League,0.5,0.3333333333333333,0.5
16,16,16,16,16,16,16,2022-05-15,Sun,Premier League,Matchweek 37,Home,L 2–3,Everton,Brentford,Y,FW,90,1,0,0,0,1,1,0,0,28.0,1.0,0,0.0,0.6,0.6,0.0,1.0,0.0,12.0,20.0,60.0,0.0,7.0,0.0,0.0,0.0,/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League,0.0,0.5,0.5
17,17,17,17,17,17,17,2022-05-19,Thu,Premier League,Matchweek 33,Home,W 3–2,Everton,Crystal Palace,Y,FW,90,1,0,0,0,2,1,0,0,46.0,2.0,0,1.0,0.3,0.3,0.0,1.0,0.0,11.0,25.0,44.0,1.0,11.0,0.0,0.0,0.0,/en/matches/82aa061a/Everton-Crystal-Palace-May-19-2022-Premier-League,1.0,0.5,0.5
18,18,18,18,18,18,18,2022-05-22,Sun,Premier League,Matchweek 38,Away,L 1–5,Everton,Arsenal,Y,FW,90,0,1,0,0,1,0,0,0,25.0,1.0,0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,20.0,45.0,2.0,14.0,0.0,1.0,1.0,/en/matches/4100d195/Arsenal-Everton-May-22-2022-Premier-League,0.0,0.5,0.5
