,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2019-09-20,Fri,PL2 — Div. 1,Matchweek 6,Away,D 2–2,Arsenal,Wolves,Y*,RB,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5a323be3/Wolverhampton-Wanderers-U23-Arsenal-U23-September-20-2019-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,2019-09-24,Tue,EFL Cup,Third round,Home,W 5–0,Arsenal,Nott'ham Forest,N,,14,0,1,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/37d4aeed/Arsenal-Nottingham-Forest-September-24-2019-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2019-09-28,Sat,PL2 — Div. 1,Matchweek 7,Home,D 2–2,Arsenal,Liverpool,Y,RM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b357bb20/Arsenal-U23-Liverpool-U23-September-28-2019-Premier-League-2----Division-1,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,2019-10-03,Thu,Europa Lg,Group stage,Home,W 4–0,eng Arsenal,be Standard Liège,Y*,RB,90,0,0,0,0,1.0,0.0,1,0,60.0,0.0,1.0,1.0,0.1,0.1,0.2,2.0,0.0,41.0,52.0,78.8,4.0,31.0,1.0,3.0,1.0,/en/matches/f3398a45/Arsenal-Standard-Liege-October-3-2019-Europa-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,2019-10-24,Thu,Europa Lg,Group stage,Home,W 3–2,eng Arsenal,pt Vitória,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,64.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,43.0,55.0,78.2,8.0,33.0,2.0,4.0,2.0,/en/matches/9047af47/Arsenal-Vitoria-Guimaraes-October-24-2019-Europa-League,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,2019-10-30,Wed,EFL Cup,Fourth round,Away,D 5 (4)–5 (5),Arsenal,Liverpool,Y*,RB,120,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/8d8c441c/Liverpool-Arsenal-October-30-2019-EFL-Cup,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y,"WB,RB",90,0,0,0,0,1.0,0.0,1,0,74.0,2.0,0.0,2.0,0.0,0.0,0.1,2.0,0.0,52.0,64.0,81.3,4.0,38.0,5.0,1.0,0.0,/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League,0.0,0.8333333333333334,1.0
7,7,7,7,7,7,7,7,7,2019-11-23,Sat,Premier League,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y,"WB,RB",82,0,0,0,0,0.0,0.0,0,0,63.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,54.0,75.9,2.0,30.0,1.0,3.0,2.0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League,0.5,0.5,0.1904761904761904
8,8,8,8,8,8,8,8,8,2019-12-05,Thu,Premier League,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y,RB,90,0,0,0,0,0.0,0.0,1,0,71.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,83.3,8.0,38.0,3.0,3.0,2.0,/en/matches/372828cb/Arsenal-Brighton-and-Hove-Albion-December-5-2019-Premier-League,0.0,0.3333333333333333,0.2261904761904761
9,9,9,9,9,9,9,9,9,2020-01-21,Tue,Premier League,Matchweek 24,Away,D 2–2,Arsenal,Chelsea,Y*,RB,90,1,0,0,0,1.0,1.0,0,0,64.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,53.0,83.0,7.0,30.0,2.0,2.0,2.0,/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League,0.5,0.1666666666666666,0.5
10,10,10,10,10,10,10,10,10,2020-01-27,Mon,FA Cup,Fourth round,Away,W 2–1,Arsenal,Bournemouth,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3a82a2bd/Bournemouth-Arsenal-January-27-2020-FA-Cup,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,2020-02-02,Sun,Premier League,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y,RB,90,0,0,0,0,1.0,0.0,0,0,78.0,3.0,1.0,2.0,0.1,0.1,0.0,2.0,0.0,52.0,64.0,81.3,7.0,42.0,5.0,3.0,2.0,/en/matches/a6b40849/Burnley-Arsenal-February-2-2020-Premier-League,0.5,0.5,0.5
12,12,12,12,12,12,12,12,12,2020-02-16,Sun,Premier League,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y,RB,90,0,0,0,0,0.0,0.0,0,0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,80.0,86.3,3.0,47.0,3.0,2.0,1.0,/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,2020-02-23,Sun,Premier League,Matchweek 27,Home,W 3–2,Arsenal,Everton,Y,RB,90,0,0,0,0,1.0,0.0,0,0,65.0,1.0,1.0,3.0,0.1,0.1,0.0,0.0,0.0,40.0,53.0,75.5,2.0,34.0,1.0,2.0,1.0,/en/matches/485003ed/Arsenal-Everton-February-23-2020-Premier-League,1.0,0.8333333333333334,0.5
14,14,14,14,14,14,14,14,14,2020-02-27,Thu,Europa Lg,Round of 32,Home,L 1–2,eng Arsenal,gr Olympiacos,Y,RB,83,0,0,0,0,0.0,0.0,0,0,85.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,74.0,89.2,10.0,50.0,3.0,3.0,1.0,/en/matches/5d07525e/Arsenal-Olympiacos-February-27-2020-Europa-League,0.0,0.8333333333333334,0.5
