,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2020-12-21,Tue,Matchweek 16,Away,L 0–1,Wolves,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League,,,,,,,,,,,,,,,,,
1,2020-12-21,Sat,Matchweek 17,Away,D 3–3,Wolves,Brighton,N,"On matchday squad, but did not play",/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League,,,,,,,,,,,,,,,,,
2,2020-12-21,Tue,Matchweek 18,Home,L 1–2,Wolves,Everton,N,"On matchday squad, but did not play",/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,,,,,,,,,,,,,,,,,
3,2020-12-21,Sat,Matchweek 19,Home,L 2–3,Wolves,West Brom,N,"On matchday squad, but did not play",/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,,,,,,,,,,,,,,,,,
4,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2020-12-21,Sat,Matchweek 32,Home,W 1–0,Wolves,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/07745ff2/Wolverhampton-Wanderers-Sheffield-United-April-17-2021-Premier-League,,,,,,,,,,,,,,,,,
6,2020-12-21,Sun,Matchweek 33,Home,L 0–4,Wolves,Burnley,N,"On matchday squad, but did not play",/en/matches/5656770f/Wolverhampton-Wanderers-Burnley-April-25-2021-Premier-League,,,,,,,,,,,,,,,,,
7,2020-12-21,Mon,Matchweek 34,Away,D 1–1,Wolves,West Brom,N,"On matchday squad, but did not play",/en/matches/378a8a95/West-Bromwich-Albion-Wolverhampton-Wanderers-May-3-2021-Premier-League,,,,,,,,,,,,,,,,,
8,2020-12-21,Sun,Matchweek 35,Home,W 2–1,Wolves,Brighton,N,"On matchday squad, but did not play",/en/matches/ad903480/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-May-9-2021-Premier-League,,,,,,,,,,,,,,,,,
9,2020-12-21,Sun,Matchweek 36,Away,L 0–2,Wolves,Tottenham,N,LW,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,/en/matches/9059c960/Tottenham-Hotspur-Wolverhampton-Wanderers-May-16-2021-Premier-League
