,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,N,CB,54,0,0,0,0,0,0,0,0,52.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,93.3,1.0,43.0,0.0,0.0,0.0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,1.0,0.5,0.5357142857142857
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,Y*,CB,90,0,0,0,0,0,0,0,0,84.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,72.0,80.0,90.0,4.0,68.0,1.0,0.0,0.0,/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y,CB,90,0,0,0,0,0,0,0,0,90.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,82.0,93.9,7.0,71.0,2.0,0.0,0.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.5,0.369047619047619
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-28,Sat,Premier League,Matchweek 7,Away,W 3–1,Manchester City,Everton,Y*,CB,90,0,0,0,0,0,0,0,0,103.0,4.0,3,2.0,0.0,0.0,0.0,1.0,0.0,81.0,86.0,94.2,8.0,77.0,2.0,0.0,0.0,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League,1.0,1.0,0.3571428571428571
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,Y,CB,90,0,0,0,0,0,0,1,0,68.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,54.0,61.0,88.5,2.0,55.0,3.0,1.0,1.0,/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,CB,90,0,0,0,0,1,0,1,0,94.0,1.0,3,2.0,0.0,0.0,0.0,1.0,0.0,76.0,83.0,91.6,8.0,70.0,4.0,0.0,0.0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,0.0,1.0,0.7619047619047619
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-19,Sat,Premier League,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,95.0,0.0,0,1.0,0.0,0.0,0.0,2.0,1.0,74.0,87.0,85.1,9.0,70.0,4.0,0.0,0.0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,1.0,0.6666666666666666,0.7857142857142857
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–1,eng Manchester City,it Atalanta,Y*,"CB,DM",90,0,0,0,0,0,0,0,0,41.0,1.0,4,0.0,0.0,0.0,0.0,1.0,0.0,31.0,33.0,93.9,3.0,24.0,0.0,0.0,0.0,/en/matches/a84fbb10/Manchester-City-Atalanta-October-22-2019-Champions-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y,CB,86,0,0,0,0,3,1,2,1,77.0,1.0,1,1.0,0.2,0.2,0.0,4.0,1.0,55.0,67.0,82.1,13.0,50.0,3.0,1.0,1.0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,1.0,0.6666666666666666,0.858974358974359
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–1,Manchester City,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,73.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,68.0,88.2,19.0,53.0,0.0,0.0,0.0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,1.0,1.0,0.2738095238095237
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-11-06,Wed,Champions Lg,Group stage,Away,D 1–1,eng Manchester City,it Atalanta,Y*,CB,90,0,0,0,0,0,0,1,0,38.0,2.0,0,0.0,0.0,0.0,0.4,1.0,0.0,25.0,31.0,80.6,2.0,22.0,0.0,0.0,0.0,/en/matches/26e8c7ea/Atalanta-Manchester-City-November-6-2019-Champions-League,0.5,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Manchester City,Liverpool,Y*,CB,90,0,0,0,0,0,0,0,0,69.0,4.0,0,2.0,0.0,0.0,0.0,1.0,0.0,44.0,58.0,75.9,3.0,40.0,0.0,0.0,0.0,/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League,0.0,0.8333333333333334,0.9523809523809524
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-11-23,Sat,Premier League,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y,CB,90,0,0,0,0,1,0,0,0,91.0,4.0,1,1.0,0.1,0.1,0.0,2.0,0.0,68.0,79.0,86.1,4.0,65.0,1.0,0.0,0.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,1.0,0.5,0.8571428571428573
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-26,Tue,Champions Lg,Group stage,Home,D 1–1,eng Manchester City,ua Shakhtar,Y*,CB,90,0,0,0,0,1,0,1,0,88.0,1.0,2,4.0,0.1,0.1,0.0,0.0,0.0,72.0,77.0,93.5,11.0,70.0,5.0,1.0,0.0,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,0.5,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-11-30,Sat,Premier League,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y,CB,90,0,0,0,0,2,0,1,0,98.0,3.0,0,0.0,0.1,0.1,0.0,2.0,0.0,77.0,88.0,87.5,10.0,66.0,4.0,2.0,2.0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,0.5,0.5,0.5512820512820513
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-12-03,Tue,Premier League,Matchweek 15,Away,W 4–1,Manchester City,Burnley,Y,CB,84,0,0,0,0,0,0,0,0,98.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,95.0,91.6,10.0,78.0,0.0,0.0,0.0,/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,1.0,0.6666666666666666,0.5476190476190477
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-12-07,Sat,Premier League,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,80.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,71.0,74.0,95.9,6.0,66.0,2.0,0.0,0.0,/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League,0.0,0.6666666666666666,0.630952380952381
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-12-15,Sun,Premier League,Matchweek 17,Away,W 3–0,Manchester City,Arsenal,Y*,CB,90,0,0,0,0,0,0,1,0,80.0,2.0,2,1.0,0.0,0.0,0.0,1.0,1.0,63.0,69.0,91.3,4.0,60.0,1.0,0.0,0.0,/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League,1.0,0.5,0.5357142857142858
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-21,Sat,Premier League,Matchweek 18,Home,W 3–1,Manchester City,Leicester City,Y*,CB,90,0,0,0,0,0,0,0,0,97.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,93.0,91.4,8.0,76.0,2.0,0.0,0.0,/en/matches/733c0243/Manchester-City-Leicester-City-December-21-2019-Premier-League,1.0,0.6666666666666666,0.7142857142857143
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-12-27,Fri,Premier League,Matchweek 19,Away,L 2–3,Manchester City,Wolves,Y*,CB,90,0,0,0,0,0,0,0,0,48.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,29.0,37.0,78.4,2.0,33.0,0.0,0.0,0.0,/en/matches/6defd3a2/Wolverhampton-Wanderers-Manchester-City-December-27-2019-Premier-League,0.0,0.6666666666666666,0.6309523809523808
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-12-29,Sun,Premier League,Matchweek 20,Home,W 2–0,Manchester City,Sheffield Utd,Y*,CB,90,0,0,0,0,0,0,0,0,122.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,104.0,113.0,92.0,10.0,101.0,2.0,1.0,1.0,/en/matches/aaada016/Manchester-City-Sheffield-United-December-29-2019-Premier-League,1.0,0.6666666666666666,0.8095238095238095
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 2–1,Manchester City,Everton,Y*,CB,90,0,0,0,0,1,0,0,0,100.0,5.0,1,1.0,0.1,0.1,0.0,1.0,0.0,80.0,87.0,92.0,4.0,73.0,0.0,0.0,0.0,/en/matches/ed58271e/Manchester-City-Everton-January-1-2020-Premier-League,1.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-01-07,Tue,EFL Cup,Semi-finals,Away,W 3–1,Manchester City,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a282479a/Manchester-Derby-Manchester-United-Manchester-City-January-7-2020-EFL-Cup,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-01-12,Sun,Premier League,Matchweek 22,Away,W 6–1,Manchester City,Aston Villa,Y,CB,62,0,0,0,0,0,0,1,0,75.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,73.0,93.2,3.0,68.0,1.0,0.0,0.0,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League,1.0,1.0,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 2–2,Manchester City,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,97.0,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,87.0,92.0,94.6,19.0,81.0,10.0,0.0,0.0,/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League,0.5,1.0,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-01-21,Tue,Premier League,Matchweek 24,Away,W 1–0,Manchester City,Sheffield Utd,Y*,CB,90,0,0,0,0,0,0,1,0,97.0,1.0,1,0.0,0.0,0.0,0.1,3.0,0.0,72.0,82.0,87.8,7.0,73.0,2.0,2.0,2.0,/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League,1.0,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-02-02,Sun,Premier League,Matchweek 25,Away,L 0–2,Manchester City,Tottenham,Y*,CB,90,0,0,0,0,1,0,0,0,108.0,3.0,1,2.0,0.1,0.1,0.0,0.0,0.0,83.0,97.0,85.6,11.0,79.0,0.0,3.0,3.0,/en/matches/e98d8736/Tottenham-Hotspur-Manchester-City-February-2-2020-Premier-League,0.0,0.8333333333333334,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-02-22,Sat,Premier League,Matchweek 27,Away,W 1–0,Manchester City,Leicester City,Y*,CB,90,0,0,0,0,1,0,0,0,85.0,2.0,3,1.0,0.1,0.1,0.0,0.0,0.0,64.0,72.0,88.9,1.0,64.0,0.0,0.0,0.0,/en/matches/4f00e03a/Leicester-City-Manchester-City-February-22-2020-Premier-League,1.0,0.5,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-02-26,Wed,Champions Lg,Round of 16,Away,W 2–1,eng Manchester City,es Real Madrid,N,CB,58,0,0,0,0,1,0,0,0,55.0,0.0,3,1.0,0.0,0.0,0.0,1.0,0.0,48.0,51.0,94.1,2.0,47.0,0.0,0.0,0.0,/en/matches/de4bd6e8/Real-Madrid-Manchester-City-February-26-2020-Champions-League,1.0,0.6666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-03-01,Sun,EFL Cup,Final,Neutral,W 2–1,Manchester City,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ec384b38/Aston-Villa-Manchester-City-March-1-2020-EFL-Cup,1.0,0.6666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-03-08,Sun,Premier League,Matchweek 29,Away,L 0–2,Manchester City,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,1,0,97.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,83.0,92.0,90.2,7.0,76.0,1.0,1.0,1.0,/en/matches/04416d35/Manchester-Derby-Manchester-United-Manchester-City-March-8-2020-Premier-League,0.0,1.0,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-06-17,Wed,Premier League,Matchweek 28,Home,W 3–0,Manchester City,Arsenal,N,CB,21,0,0,0,0,0,0,0,0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,100.0,0.0,18.0,0.0,0.0,0.0,/en/matches/5825b217/Manchester-City-Arsenal-June-17-2020-Premier-League,1.0,0.6666666666666666,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-06-22,Mon,Premier League,Matchweek 30,Home,W 5–0,Manchester City,Burnley,Y,CB,60,0,1,0,0,0,0,0,0,73.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,70.0,91.4,3.0,51.0,1.0,0.0,0.0,/en/matches/b1d3ebde/Manchester-City-Burnley-June-22-2020-Premier-League,1.0,0.6666666666666666,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2020-06-25,Thu,Premier League,Matchweek 31,Away,L 1–2,Manchester City,Chelsea,Y*,CB,76,0,0,0,0,1,1,0,1,80.0,1.0,0,3.0,0.0,0.0,0.0,1.0,0.0,65.0,71.0,91.5,6.0,49.0,2.0,0.0,0.0,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League,0.0,0.6666666666666666,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-07-05,Sun,Premier League,Matchweek 33,Away,L 0–1,Manchester City,Southampton,Y,CM,90,0,0,0,0,2,0,1,0,98.0,2.0,1,2.0,0.1,0.1,0.1,4.0,0.0,68.0,86.0,79.1,13.0,68.0,2.0,1.0,1.0,/en/matches/260c5c31/Southampton-Manchester-City-July-5-2020-Premier-League,0.0,0.6666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2020-07-11,Sat,Premier League,Matchweek 35,Away,W 5–0,Manchester City,Brighton,N,CM,19,0,0,0,0,0,0,0,0,33.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,93.8,1.0,22.0,1.0,0.0,0.0,/en/matches/a24d3d6b/Brighton-and-Hove-Albion-Manchester-City-July-11-2020-Premier-League,1.0,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-07-15,Wed,Premier League,Matchweek 36,Home,W 2–1,Manchester City,Bournemouth,Y,DM,90,0,0,0,0,1,0,0,0,101.0,2.0,1,2.0,0.0,0.0,0.0,2.0,1.0,79.0,91.0,86.8,4.0,64.0,2.0,2.0,2.0,/en/matches/eff6988f/Manchester-City-Bournemouth-July-15-2020-Premier-League,1.0,0.3333333333333333,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2020-07-18,Sat,FA Cup,Semi-finals,Neutral,L 0–2,Manchester City,Arsenal,N,,4,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/93b61e4d/Arsenal-Manchester-City-July-18-2020-FA-Cup,0.0,0.6666666666666666,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2020-07-26,Sun,Premier League,Matchweek 38,Home,W 5–0,Manchester City,Norwich City,N,CB,45,0,0,0,0,2,0,0,0,61.0,1.0,1,0.0,0.2,0.2,0.0,0.0,0.0,53.0,56.0,94.6,12.0,50.0,2.0,0.0,0.0,/en/matches/9099d1e5/Manchester-City-Norwich-City-July-26-2020-Premier-League,1.0,0.6666666666666666,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2020-08-07,Fri,Champions Lg,Round of 16,Home,W 2–1,eng Manchester City,es Real Madrid,Y*,"CB,CM",90,0,0,0,0,0,0,0,0,59.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,53.0,58.0,91.4,1.0,43.0,0.0,0.0,0.0,/en/matches/ec5fbed8/Manchester-City-Real-Madrid-August-7-2020-Champions-League,1.0,0.6666666666666666,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-08-15,Sat,Champions Lg,Quarter-finals,Neutral,L 1–3,eng Manchester City,fr Lyon,Y*,CB,55,0,0,0,0,0,0,1,0,64.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,83.1,7.0,49.0,0.0,0.0,0.0,/en/matches/12f2677f/Manchester-City-Lyon-August-15-2020-Champions-League,0.0,0.6666666666666666,0.5
