,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Home,L 0–1,Wolves,Stoke City,Y,LM,90,0,0,0,0,1.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/21edac67/Wolverhampton-Wanderers-Stoke-City-September-17-2020-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,2020-09-21,Mon,Premier League,Matchweek 2,Home,L 1–3,Wolves,Manchester City,N,"LB,WB",83,0,0,0,0,0.0,0.0,0,0,47.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,1.0,24.0,2.0,4.0,2.0,/en/matches/1c17eca3/Wolverhampton-Wanderers-Manchester-City-September-21-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Away,L 0–4,Wolves,West Ham,Y,LM,90,0,0,0,0,0.0,0.0,0,0,74.0,4.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,57.0,65.0,87.7,1.0,36.0,2.0,0.0,0.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,0.0,0.5,0.4761904761904762
3,3,3,3,3,3,3,2020-10-21,Wed,Champions Lg,Group stage,Home,W 1–0,gr Olympiacos,fr Marseille,N,FW,1,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/b26a1794/Olympiacos-Marseille-October-21-2020-Champions-League,1.0,0.0,0.5
4,4,4,4,4,4,4,2020-10-27,Tue,Champions Lg,Group stage,Away,L 0–2,gr Olympiacos,pt Porto,N,LB,21,0,0,0,0,0.0,0.0,0,0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,68.8,1.0,8.0,0.0,0.0,0.0,/en/matches/9e307c6b/Porto-Olympiacos-October-27-2020-Champions-League,0.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,2020-10-31,Sat,Super League,Regular season,Home,W 2–0,Olympiacos,Apollon Smyrnis,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/91f5fbc0/Olympiacos-Apollon-Smyrnis-October-31-2020-Super-League-Greece,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,2020-12-05,Sat,Super League,Regular season,Home,W 4–1,Olympiacos,Volos NFC,Y,LB,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/54af2b76/Olympiacos-Volos-NFC-December-5-2020-Super-League-Greece,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,2021-01-08,Fri,Primeira Liga,Matchweek 13,Home,L 1–4,Famalicão,Porto,Y,LB,63,0,0,0,0,0.0,0.0,0,0,32.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,22.0,54.5,2.0,12.0,2.0,3.0,0.0,/en/matches/6a2b923e/Famalicao-Porto-January-8-2021-Primeira-Liga,0.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,2021-01-17,Sun,Primeira Liga,Matchweek 14,Away,W 2–1,Famalicão,Santa Clara,Y,LB,84,0,0,0,0,0.0,0.0,1,0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,20.0,30.0,66.7,0.0,18.0,1.0,1.0,1.0,/en/matches/2bc2d28b/Santa-Clara-Famalicao-January-17-2021-Primeira-Liga,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,2021-01-24,Sun,Primeira Liga,Matchweek 15,Home,L 0–1,Famalicão,Vitória,Y,LB,82,0,0,0,0,0.0,0.0,0,0,53.0,0.0,0.0,2.0,0.0,0.0,0.1,4.0,0.0,32.0,38.0,84.2,2.0,27.0,0.0,4.0,0.0,/en/matches/e917897a/Famalicao-Vitoria-Guimaraes-January-24-2021-Primeira-Liga,0.0,0.6666666666666666,0.5
