,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2020-02-17,Sun,Matchweek 28,Away,D 1–1,Manchester Utd,Everton,N,FW,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/ea2c2272/Everton-Manchester-United-March-1-2020-Premier-League
1,2020-02-17,Sun,Matchweek 29,Home,W 2–0,Manchester Utd,Manchester City,N,FW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/04416d35/Manchester-Derby-Manchester-United-Manchester-City-March-8-2020-Premier-League
2,2020-02-17,Fri,Matchweek 30,Away,D 1–1,Manchester Utd,Tottenham,N,FW,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/973a441a/Tottenham-Hotspur-Manchester-United-June-19-2020-Premier-League
3,2020-02-17,Wed,Matchweek 31,Home,W 3–0,Manchester Utd,Sheffield Utd,N,FW,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/54cdce8b/Manchester-United-Sheffield-United-June-24-2020-Premier-League
4,2020-02-17,Tue,Matchweek 32,Away,W 3–0,Manchester Utd,Brighton,N,FW,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/be321c59/Brighton-and-Hove-Albion-Manchester-United-June-30-2020-Premier-League
5,2020-02-17,Sat,Matchweek 33,Home,W 5–2,Manchester Utd,Bournemouth,N,FW,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League
6,2020-02-17,Thu,Matchweek 34,Away,W 3–0,Manchester Utd,Aston Villa,N,FW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League
7,2020-02-17,Mon,Matchweek 35,Home,D 2–2,Manchester Utd,Southampton,N,"On matchday squad, but did not play",/en/matches/668c9423/Manchester-United-Southampton-July-13-2020-Premier-League,,,,,,,,,,,,,,,
8,2020-02-17,Thu,Matchweek 36,Away,W 2–0,Manchester Utd,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/69a16f9d/Crystal-Palace-Manchester-United-July-16-2020-Premier-League,,,,,,,,,,,,,,,
9,2020-02-17,Wed,Matchweek 37,Home,D 1–1,Manchester Utd,West Ham,N,FW,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/bf25e016/Manchester-United-West-Ham-United-July-22-2020-Premier-League
10,2020-02-17,Sun,Matchweek 38,Away,W 2–0,Manchester Utd,Leicester City,N,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/3873cc78/Leicester-City-Manchester-United-July-26-2020-Premier-League
