,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2022-10-02,Sun,Premier League,Matchweek 9,Home,W 6–3,Manchester City,Manchester Utd,N,CB,16,0,0,0,0,1,0,0,0,21.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,18.0,20.0,90.0,0.0,15.0,1.0,0.0,0.0,/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League,1.0,0.5,0.7395833333333333
1,1,1,1,1,1,1,1,1,1,2022-10-05,Wed,Champions Lg,Group stage,Home,W 5–0,eng Manchester City,dk FC Copenhagen,Y,CB,90,0,0,0,0,0,0,0,0,109.0,0.0,1,0.0,0.0,0.0,0.1,3.0,2.0,100.0,107.0,93.5,10.0,80.0,4.0,0.0,0.0,/en/matches/609cee82/Manchester-City-FC-Copenhagen-October-5-2022-Champions-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2022-10-11,Tue,Champions Lg,Group stage,Away,D 0–0,eng Manchester City,dk FC Copenhagen,Y,CB,87,0,0,0,0,0,0,0,0,75.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,65.0,70.0,92.9,3.0,57.0,2.0,0.0,0.0,/en/matches/9fcbdbb0/FC-Copenhagen-Manchester-City-October-11-2022-Champions-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,2022-10-22,Sat,Premier League,Matchweek 13,Home,W 3–1,Manchester City,Brighton,Y,CB,90,0,0,0,0,2,0,0,0,53.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,93.2,2.0,33.0,0.0,0.0,0.0,/en/matches/cd5cd3f0/Manchester-City-Brighton-and-Hove-Albion-October-22-2022-Premier-League,1.0,0.8333333333333334,0.2499999999999999
4,4,4,4,4,4,4,4,4,4,2022-10-29,Sat,Premier League,Matchweek 14,Away,W 1–0,Manchester City,Leicester City,Y,CB,90,0,0,0,0,1,0,0,0,113.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,97.0,108.0,89.8,9.0,74.0,3.0,1.0,0.0,/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League,1.0,0.8333333333333334,0.7738095238095238
5,5,5,5,5,5,5,5,5,5,2022-11-02,Wed,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,es Sevilla,Y,CB,90,0,0,0,0,0,0,0,0,80.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,78.0,96.2,1.0,59.0,1.0,0.0,0.0,/en/matches/9fa4922b/Manchester-City-Sevilla-November-2-2022-Champions-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,2022-11-09,Wed,EFL Cup,Third round,Home,W 2–0,Manchester City,Chelsea,Y,CB,80,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/828fe798/Manchester-City-Chelsea-November-9-2022-EFL-Cup,1.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,2022-11-12,Sat,Premier League,Matchweek 16,Home,L 1–2,Manchester City,Brentford,Y,CB,90,0,0,0,0,3,0,0,0,92.0,1.0,1,1.0,0.1,0.1,0.1,2.0,0.0,70.0,78.0,89.7,9.0,61.0,7.0,1.0,1.0,/en/matches/28b60c1b/Manchester-City-Brentford-November-12-2022-Premier-League,0.0,1.0,0.4404761904761903
8,8,8,8,8,8,8,8,8,8,2022-11-23,Wed,World Cup,Group stage,Neutral,W 7–0,es Spain,cr Costa Rica,Y,CB,90,0,0,0,0,0,0,0,0,156.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,150.0,96.0,9.0,118.0,0.0,0.0,0.0,/en/matches/dadb1883/Spain-Costa-Rica-November-23-2022-FIFA-World-Cup,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,2022-11-27,Sun,World Cup,Group stage,Neutral,D 1–1,es Spain,de Germany,Y,CB,90,0,0,0,0,0,0,0,0,107.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,103.0,91.3,2.0,71.0,0.0,0.0,0.0,/en/matches/9397f79c/Spain-Germany-November-27-2022-FIFA-World-Cup,0.5,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,2022-12-06,Tue,World Cup,Round of 16,Neutral,D 0 (0)–0 (3),es Spain,ma Morocco,Y,CB,120,0,0,0,0,1,0,1,0,192.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,175.0,185.0,94.6,8.0,151.0,7.0,0.0,0.0,/en/matches/4c0aa6b0/Morocco-Spain-December-6-2022-FIFA-World-Cup,0.5,0.5,0.5
11,11,11,11,11,11,11,11,11,11,2022-12-22,Thu,EFL Cup,Fourth round,Home,W 3–2,Manchester City,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/b8a0c4f1/Manchester-City-Liverpool-December-22-2022-EFL-Cup,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,2023-01-08,Sun,FA Cup,Third round proper,Home,W 4–0,Manchester City,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b7265ef7/Manchester-City-Chelsea-January-8-2023-FA-Cup,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,2023-01-11,Wed,EFL Cup,Quarter-finals,Away,L 0–2,Manchester City,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ce31c2c4/Southampton-Manchester-City-January-11-2023-EFL-Cup,0.0,0.8333333333333334,0.5
14,14,14,14,14,14,14,14,14,14,2023-01-22,Sun,Premier League,Matchweek 21,Home,W 3–0,Manchester City,Wolves,Y,"CB,LB",90,0,0,0,0,0,0,0,0,68.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,96.9,8.0,54.0,1.0,0.0,0.0,/en/matches/7337f90a/Manchester-City-Wolverhampton-Wanderers-January-22-2023-Premier-League,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,2023-01-27,Fri,FA Cup,Fourth round proper,Home,W 1–0,Manchester City,Arsenal,N,,46,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/eeefddca/Manchester-City-Arsenal-January-27-2023-FA-Cup,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,2023-02-12,Sun,Premier League,Matchweek 23,Home,W 3–1,Manchester City,Aston Villa,Y,"LB,CB",90,0,0,0,0,0,0,0,0,88.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,77.0,82.0,93.9,4.0,54.0,3.0,0.0,0.0,/en/matches/18fcd595/Manchester-City-Aston-Villa-February-12-2023-Premier-League,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,2023-02-18,Sat,Premier League,Matchweek 24,Away,D 1–1,Manchester City,Nott'ham Forest,Y,LB,90,0,0,0,0,2,1,0,0,91.0,1.0,0,1.0,0.2,0.2,0.1,7.0,0.0,76.0,86.0,88.4,14.0,74.0,2.0,0.0,0.0,/en/matches/7f12d9aa/Nottingham-Forest-Manchester-City-February-18-2023-Premier-League,0.5,1.0,0.5
18,18,18,18,18,18,18,18,18,18,2023-03-18,Sat,FA Cup,Quarter-finals,Home,W 6–0,Manchester City,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/50e94089/Manchester-City-Burnley-March-18-2023-FA-Cup,1.0,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,19,19,2023-03-25,Sat,Euro Qualifying,Group stage,Home,W 3–0,es Spain,no Norway,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/4a800e3f/Spain-Norway-March-25-2023-Euro-Qualifying,1.0,0.8333333333333334,0.5
