,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y,FW,71,0,0,0,0,4,3,0,0,19.0,0.0,0,1.0,1.3,1.3,0.1,2.0,0.0,8.0,9.0,88.9,0.0,9.0,1.0,0.0,0.0,/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,N,FW,40,0,0,0,0,1,1,0,0,21.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,14.0,17.0,82.4,0.0,11.0,0.0,0.0,0.0,/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,0.0,0.5,0.4895833333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-30,Wed,EFL Cup,Second round,Away,W 2–1,Everton,Doncaster,N,,7,0,1,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/17275060/Doncaster-Rovers-Everton-August-30-2023-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 0–1,Brentford,Newcastle Utd,N,FW,19,0,0,0,0,1,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,0.0,0.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,0.0,0.3333333333333333,0.1666666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-10-01,Sun,Premier League,Matchweek 7,Away,D 1–1,Brentford,Nott'ham Forest,N,FW,16,0,0,0,0,3,1,0,0,15.0,0.0,0,1.0,0.3,0.3,0.0,3.0,0.0,7.0,10.0,70.0,0.0,10.0,0.0,1.0,0.0,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,0.5,0.3333333333333333,0.4374999999999999
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–2,Brentford,Manchester Utd,N,FW,21,0,0,0,0,1,1,1,0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League,0.0,0.5,0.3541666666666666
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 3–0,Brentford,Burnley,Y,FW,87,0,1,0,0,4,1,0,0,26.0,0.0,0,0.0,0.8,0.8,0.1,4.0,3.0,11.0,16.0,68.8,2.0,13.0,1.0,1.0,0.0,/en/matches/52781f37/Brentford-Burnley-October-21-2023-Premier-League,1.0,0.1666666666666666,0.4062499999999999
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-28,Sat,Premier League,Matchweek 10,Away,W 2–0,Brentford,Chelsea,N,FW,15,0,1,0,0,0,0,1,0,10.0,0.0,1,0.0,0.0,0.0,1.1,2.0,1.0,7.0,9.0,77.8,1.0,3.0,0.0,0.0,0.0,/en/matches/91e3b922/Chelsea-Brentford-October-28-2023-Premier-League,1.0,0.5,0.7666666666666668
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-11-04,Sat,Premier League,Matchweek 11,Home,W 3–2,Brentford,West Ham,Y,FW,90,1,0,0,0,3,1,0,0,36.0,2.0,0,1.0,0.6,0.6,0.0,3.0,0.0,19.0,26.0,73.1,4.0,22.0,2.0,2.0,1.0,/en/matches/3235dd6e/Brentford-West-Ham-United-November-4-2023-Premier-League,1.0,0.6666666666666666,0.2564102564102564
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 0–3,Brentford,Liverpool,N,FW,19,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,5.0,0.0,0.0,0.0,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,0.0,1.0,0.5888888888888889
