,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Home,L 0–3,West Brom,Leicester City,Y,"RM,FW",90,0,0,0,0,3,1,0,0,51.0,1.0,1,0.0,0.2,0.2,0.0,1.0,0.0,26.0,36.0,72.2,3.0,24.0,0.0,5.0,1.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 2–5,West Brom,Everton,Y,RM,70,1,1,0,0,1,1,0,0,36.0,0.0,2,0.0,0.1,0.1,0.1,2.0,2.0,20.0,26.0,76.9,4.0,17.0,2.0,3.0,1.0,/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,0.0,0.5,0.5952380952380951
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Home,D 3–3,West Brom,Chelsea,Y,"RM,LM",89,0,1,0,0,0,0,0,0,54.0,1.0,0,1.0,0.0,0.0,0.1,4.0,1.0,29.0,39.0,74.4,5.0,22.0,3.0,3.0,2.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.5595238095238095
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–2,West Brom,Southampton,Y,"RW,AM",90,0,0,0,0,1,0,0,0,53.0,1.0,1,4.0,0.0,0.0,0.1,1.0,0.0,22.0,37.0,59.5,1.0,17.0,0.0,4.0,2.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,0.0,0.1666666666666666,0.358974358974359
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-19,Mon,Premier League,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,RM,87,0,0,0,0,3,2,0,0,58.0,0.0,0,2.0,0.1,0.1,0.3,7.0,0.0,37.0,48.0,77.1,5.0,25.0,3.0,0.0,0.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.1666666666666666,0.2051282051282051
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-26,Mon,Premier League,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,"RM,CM",90,0,0,0,0,3,0,0,0,64.0,0.0,2,0.0,0.1,0.1,0.0,4.0,0.0,40.0,51.0,78.4,10.0,38.0,1.0,3.0,1.0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League,0.5,0.3333333333333333,0.2976190476190475
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-02,Mon,Premier League,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,RM,55,0,0,0,0,1,0,0,0,29.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,18.0,50.0,0.0,13.0,0.0,3.0,2.0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,0.0,0.3333333333333333,0.2261904761904761
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y,"RM,RW",90,0,0,0,0,1,0,0,0,49.0,0.0,2,1.0,0.0,0.0,0.1,4.0,0.0,24.0,37.0,64.9,2.0,34.0,3.0,5.0,5.0,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,0.0,0.3333333333333333,0.6309523809523808
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y,"AM,FW",90,0,0,0,0,3,0,1,0,67.0,1.0,1,0.0,0.2,0.2,0.4,14.0,0.0,42.0,56.0,75.0,8.0,34.0,7.0,2.0,2.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,1.0,0.1666666666666666,0.0952380952380952
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y,AM,33,0,0,0,0,1,1,0,1,20.0,0.0,0,1.0,0.1,0.1,0.1,3.0,0.0,15.0,18.0,83.3,2.0,11.0,1.0,0.0,0.0,/en/matches/ac9d70e3/West-Bromwich-Albion-Crystal-Palace-December-6-2020-Premier-League,0.0,0.3333333333333333,0.3333333333333333
