,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2019-08-19,Mon,PL2 — Div. 1,Matchweek 2,Home,W 3–0,Chelsea,Liverpool,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5041411d/Chelsea-U23-Liverpool-U23-August-19-2019-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2019-08-30,Fri,PL2 — Div. 1,Matchweek 4,Home,D 2–2,Chelsea,Tottenham,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/add967f2/Chelsea-U23-Tottenham-Hotspur-U23-August-30-2019-Premier-League-2----Division-1,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,CB,45,0,0,0,0,1.0,0.0,0,0,47.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,32.0,39.0,82.1,2.0,30.0,1.0,0.0,0.0,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,1.0,0.5,0.6428571428571429
3,3,3,3,3,3,3,3,3,2019-12-10,Tue,Champions Lg,Group stage,Home,W 2–1,eng Chelsea,fr Lille,Y,CB,90,0,0,0,0,0.0,0.0,0,0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,74.0,85.1,2.0,55.0,0.0,0.0,0.0,/en/matches/d931b181/Chelsea-Lille-December-10-2019-Champions-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,Y,CB,90,0,0,0,0,1.0,0.0,0,0,131.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,96.0,114.0,84.2,10.0,94.0,3.0,0.0,0.0,/en/matches/b75094e0/Chelsea-Bournemouth-December-14-2019-Premier-League,0.0,0.8333333333333334,0.0972222222222222
5,5,5,5,5,5,5,5,5,2019-12-22,Sun,Premier League,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,Y,CB,90,0,0,0,0,1.0,0.0,1,0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,57.0,82.5,1.0,44.0,0.0,0.0,0.0,/en/matches/a1a20337/Tottenham-Hotspur-Chelsea-December-22-2019-Premier-League,1.0,0.6666666666666666,0.6428571428571429
6,6,6,6,6,6,6,6,6,2019-12-26,Thu,Premier League,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,93.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,86.0,81.4,4.0,52.0,0.0,0.0,0.0,/en/matches/d9a73d72/Chelsea-Southampton-December-26-2019-Premier-League,0.0,0.6666666666666666,0.41666666666666663
7,7,7,7,7,7,7,7,7,2019-12-29,Sun,Premier League,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,CB,90,0,0,0,0,0.0,0.0,1,0,92.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,85.0,81.2,3.0,68.0,1.0,1.0,1.0,/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League,1.0,0.3333333333333333,0.4047619047619047
8,8,8,8,8,8,8,8,8,2020-01-01,Wed,Premier League,Matchweek 21,Away,D 1–1,Chelsea,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,74.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,60.0,85.0,3.0,47.0,0.0,0.0,0.0,/en/matches/9b72407a/Brighton-and-Hove-Albion-Chelsea-January-1-2020-Premier-League,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2020-01-11,Sat,Premier League,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,CB,90,0,0,0,0,0.0,0.0,0,0,84.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,78.0,87.2,3.0,65.0,1.0,0.0,0.0,/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League,1.0,0.5,0.5
10,10,10,10,10,10,10,10,10,2020-01-18,Sat,Premier League,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,77.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,61.0,72.0,84.7,7.0,49.0,2.0,0.0,0.0,/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League,0.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,2020-01-21,Tue,Premier League,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,CB,90,0,0,0,0,2.0,1.0,0,0,79.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,0.0,66.0,71.0,93.0,10.0,55.0,1.0,1.0,1.0,/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League,0.5,0.5,0.5
12,12,12,12,12,12,12,12,12,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,CB,90,2,0,0,0,2.0,2.0,0,0,82.0,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.0,57.0,71.0,80.3,5.0,53.0,0.0,1.0,0.0,/en/matches/270dc7ba/Leicester-City-Chelsea-February-1-2020-Premier-League,0.5,0.5,0.5
13,13,13,13,13,13,13,13,13,2020-02-17,Mon,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,1.0,0.0,1,0,65.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,89.3,1.0,41.0,1.0,0.0,0.0,/en/matches/2619bcb9/Chelsea-Manchester-United-February-17-2020-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,2020-02-22,Sat,Premier League,Matchweek 27,Home,W 2–1,Chelsea,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,61.0,0.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,45.0,56.0,80.4,1.0,46.0,0.0,0.0,0.0,/en/matches/fdd364a6/Chelsea-Tottenham-Hotspur-February-22-2020-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,2020-02-25,Tue,Champions Lg,Round of 16,Home,L 0–3,eng Chelsea,de Bayern Munich,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,46.0,80.4,2.0,39.0,0.0,0.0,0.0,/en/matches/cb86e710/Chelsea-Bayern-Munich-February-25-2020-Champions-League,0.0,0.5,0.5
16,16,16,16,16,16,16,16,16,2020-03-03,Tue,FA Cup,Fifth round,Home,W 2–0,Chelsea,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b44c6344/Chelsea-Liverpool-March-3-2020-FA-Cup,1.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,2020-03-08,Sun,Premier League,Matchweek 29,Home,W 4–0,Chelsea,Everton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,84.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,67.0,75.0,89.3,0.0,58.0,0.0,0.0,0.0,/en/matches/c062bff0/Chelsea-Everton-March-8-2020-Premier-League,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,2020-06-21,Sun,Premier League,Matchweek 30,Away,W 2–1,Chelsea,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,111.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,105.0,92.4,12.0,64.0,0.0,0.0,0.0,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,2020-06-25,Thu,Premier League,Matchweek 31,Home,W 2–1,Chelsea,Manchester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,50.0,92.0,0.0,38.0,0.0,1.0,1.0,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League,1.0,1.0,0.5
20,20,20,20,20,20,20,20,20,2020-06-28,Sun,FA Cup,Quarter-finals,Away,W 1–0,Chelsea,Leicester City,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/40607a06/Leicester-City-Chelsea-June-28-2020-FA-Cup,1.0,1.0,0.5
