,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-15,Tue,WCQ,Second round,Away,W 7–1,au Australia,tw Chinese Taipei,Y*,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b2224483/Chinese-Taipei-Australia-October-15-2019-WCQ----AFC-M,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 1–2,Brighton,Aston Villa,Y,GK,90,0,0,0,0,0.0,0.0,0,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,82.1,0.0,18.0,0.0,0.0,0.0,/en/matches/34685c72/Aston-Villa-Brighton-and-Hove-Albion-October-19-2019-Premier-League,0.0,1.0,0.6547619047619048
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–2,Brighton,Everton,Y,GK,90,0,0,0,0,0.0,0.0,0,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,92.3,0.0,29.0,0.0,0.0,0.0,/en/matches/f728ceea/Brighton-and-Hove-Albion-Everton-October-26-2019-Premier-League,1.0,0.6666666666666666,0.6071428571428571
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–0,Brighton,Norwich City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,35.0,91.4,0.0,21.0,0.0,0.0,0.0,/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,1.0,0.6666666666666666,0.1904761904761904
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,47.0,93.6,0.0,30.0,0.0,0.0,0.0,/en/matches/014bbabe/Manchester-United-Brighton-and-Hove-Albion-November-10-2019-Premier-League,0.0,0.6666666666666666,0.6785714285714286
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-11-14,Thu,WCQ,Second round,Away,W 1–0,au Australia,jo Jordan,Y*,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e1149553/Jordan-Australia-November-14-2019-WCQ----AFC-M,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–2,Brighton,Leicester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,0.0,19.0,0.0,0.0,0.0,/en/matches/d0f6bac9/Brighton-and-Hove-Albion-Leicester-City-November-23-2019-Premier-League,0.0,0.6666666666666666,0.9642857142857144
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Brighton,Liverpool,Y,GK,90,0,0,0,0,0.0,0.0,0,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,97.4,0.0,27.0,0.0,0.0,0.0,/en/matches/2c240ae6/Liverpool-Brighton-and-Hove-Albion-November-30-2019-Premier-League,0.0,0.3333333333333333,0.8333333333333334
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-05,Thu,Premier League,Matchweek 15,Away,W 2–1,Brighton,Arsenal,Y,GK,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,0.0,21.0,0.0,0.0,0.0,/en/matches/372828cb/Arsenal-Brighton-and-Hove-Albion-December-5-2019-Premier-League,1.0,0.3333333333333333,0.3452380952380952
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-12-08,Sun,Premier League,Matchweek 16,Home,D 2–2,Brighton,Wolves,Y,GK,90,0,0,0,0,0.0,0.0,0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,42.0,85.7,0.0,29.0,0.0,0.0,0.0,/en/matches/daad5806/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-8-2019-Premier-League,0.5,0.3333333333333333,0.7142857142857142
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-12-16,Mon,Premier League,Matchweek 17,Away,D 1–1,Brighton,Crystal Palace,Y,GK,90,0,0,0,0,0.0,0.0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,0.0,24.0,0.0,0.0,0.0,/en/matches/1163ec4a/Crystal-Palace-Brighton-and-Hove-Albion-December-16-2019-Premier-League,0.5,0.5,0.7051282051282051
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-12-21,Sat,Premier League,Matchweek 18,Home,L 0–1,Brighton,Sheffield Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,47.0,89.4,0.0,26.0,0.0,0.0,0.0,/en/matches/473db5a3/Brighton-and-Hove-Albion-Sheffield-United-December-21-2019-Premier-League,0.0,0.6666666666666666,0.6666666666666666
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,Brighton,Tottenham,Y,GK,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,0.0,23.0,0.0,0.0,0.0,/en/matches/eebe09b9/Tottenham-Hotspur-Brighton-and-Hove-Albion-December-26-2019-Premier-League,0.0,0.3333333333333333,0.4999999999999999
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-12-28,Sat,Premier League,Matchweek 20,Home,W 2–0,Brighton,Bournemouth,Y,GK,90,0,0,0,0,0.0,0.0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,68.8,0.0,20.0,0.0,0.0,0.0,/en/matches/d7b72d7f/Brighton-and-Hove-Albion-Bournemouth-December-28-2019-Premier-League,1.0,0.1666666666666666,0.4047619047619047
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-01-01,Wed,Premier League,Matchweek 21,Home,D 1–1,Brighton,Chelsea,Y,GK,90,0,0,0,0,0.0,0.0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,44.0,84.1,0.0,29.0,0.0,0.0,0.0,/en/matches/9b72407a/Brighton-and-Hove-Albion-Chelsea-January-1-2020-Premier-League,0.5,0.3333333333333333,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-01-11,Sat,Premier League,Matchweek 22,Away,L 0–1,Brighton,Everton,Y,GK,90,0,0,0,0,0.0,0.0,0,0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,20.0,0.0,0.0,0.0,/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League,0.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 1–1,Brighton,Aston Villa,Y,GK,90,0,0,0,0,0.0,0.0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,80.0,0.0,23.0,0.0,0.0,0.0,/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League,0.5,0.5,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-01-21,Tue,Premier League,Matchweek 24,Away,L 1–3,Brighton,Bournemouth,Y,GK,90,0,0,0,0,0.0,0.0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,39.0,94.9,0.0,28.0,0.0,0.0,0.0,/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League,0.0,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 3–3,Brighton,West Ham,Y,GK,90,0,0,0,0,0.0,0.0,0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.0,69.8,0.0,25.0,0.0,0.0,0.0,/en/matches/14d877cc/West-Ham-United-Brighton-and-Hove-Albion-February-1-2020-Premier-League,0.5,0.1666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-02-08,Sat,Premier League,Matchweek 26,Home,D 1–1,Brighton,Watford,Y,GK,90,0,0,0,0,0.0,0.0,0,0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0,86.3,0.0,32.0,0.0,0.0,0.0,/en/matches/111b8b45/Brighton-and-Hove-Albion-Watford-February-8-2020-Premier-League,0.5,0.3333333333333333,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-02-22,Sat,Premier League,Matchweek 27,Away,D 1–1,Brighton,Sheffield Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,0.0,17.0,0.0,0.0,0.0,/en/matches/c24b02bd/Sheffield-United-Brighton-and-Hove-Albion-February-22-2020-Premier-League,0.5,0.3333333333333333,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-02-29,Sat,Premier League,Matchweek 28,Home,L 0–1,Brighton,Crystal Palace,Y,GK,90,0,0,0,0,0.0,0.0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,84.6,0.0,15.0,0.0,0.0,0.0,/en/matches/aeb979e2/Brighton-and-Hove-Albion-Crystal-Palace-February-29-2020-Premier-League,0.0,0.5,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-03-07,Sat,Premier League,Matchweek 29,Away,D 0–0,Brighton,Wolves,Y,GK,90,0,0,0,0,0.0,0.0,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,0.0,23.0,0.0,0.0,0.0,/en/matches/6a08610e/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-March-7-2020-Premier-League,0.5,0.3333333333333333,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2020-06-20,Sat,Premier League,Matchweek 30,Home,W 2–1,Brighton,Arsenal,Y,GK,90,0,0,0,0,0.0,0.0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,0.0,19.0,0.0,0.0,0.0,/en/matches/1abcdcde/Brighton-and-Hove-Albion-Arsenal-June-20-2020-Premier-League,1.0,0.3333333333333333,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-06-23,Tue,Premier League,Matchweek 31,Away,D 0–0,Brighton,Leicester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,34.0,61.8,0.0,16.0,0.0,0.0,0.0,/en/matches/481a9a3a/Leicester-City-Brighton-and-Hove-Albion-June-23-2020-Premier-League,0.5,0.5,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2020-06-30,Tue,Premier League,Matchweek 32,Home,L 0–3,Brighton,Manchester Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,73.7,0.0,15.0,0.0,0.0,0.0,/en/matches/be321c59/Brighton-and-Hove-Albion-Manchester-United-June-30-2020-Premier-League,0.0,0.6666666666666666,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-07-04,Sat,Premier League,Matchweek 33,Away,W 1–0,Brighton,Norwich City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,54.0,85.2,0.0,45.0,0.0,0.0,0.0,/en/matches/aa3a3540/Norwich-City-Brighton-and-Hove-Albion-July-4-2020-Premier-League,1.0,0.5,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2020-07-08,Wed,Premier League,Matchweek 34,Home,L 1–3,Brighton,Liverpool,Y,GK,90,0,0,0,0,0.0,0.0,0,0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,42.0,81.0,0.0,34.0,0.0,0.0,0.0,/en/matches/3296482a/Brighton-and-Hove-Albion-Liverpool-July-8-2020-Premier-League,0.0,0.5,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2020-07-11,Sat,Premier League,Matchweek 35,Home,L 0–5,Brighton,Manchester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,37.0,83.8,0.0,18.0,0.0,0.0,0.0,/en/matches/a24d3d6b/Brighton-and-Hove-Albion-Manchester-City-July-11-2020-Premier-League,0.0,0.3333333333333333,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2020-07-16,Thu,Premier League,Matchweek 36,Away,D 1–1,Brighton,Southampton,Y,GK,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,47.1,0.0,21.0,0.0,0.0,0.0,/en/matches/793f900e/Southampton-Brighton-and-Hove-Albion-July-16-2020-Premier-League,0.5,0.3333333333333333,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-07-20,Mon,Premier League,Matchweek 37,Home,D 0–0,Brighton,Newcastle Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,86.8,0.0,14.0,0.0,0.0,0.0,/en/matches/9defdd38/Brighton-and-Hove-Albion-Newcastle-United-July-20-2020-Premier-League,0.5,0.1666666666666666,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2020-07-26,Sun,Premier League,Matchweek 38,Away,W 2–1,Brighton,Burnley,Y,GK,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.0,75.0,0.0,22.0,0.0,0.0,0.0,/en/matches/d4360fcd/Burnley-Brighton-and-Hove-Albion-July-26-2020-Premier-League,1.0,0.3333333333333333,0.5
