,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,2019-08-15,Thu,Europa Lg,Third qualifying round,Home,W 4–0,eng Wolves,am Pyunik,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/d8224a3b/Wolverhampton-Wanderers-Pyunik-August-15-2019-Europa-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,2019-08-22,Thu,Europa Lg,Play-off round,Away,W 3–2,eng Wolves,it Torino,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9e5890a2/Torino-Wolverhampton-Wanderers-August-22-2019-Europa-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2019-08-29,Thu,Europa Lg,Play-off round,Home,W 2–1,eng Wolves,it Torino,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/6742c9f1/Wolverhampton-Wanderers-Torino-August-29-2019-Europa-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 2–5,Wolves,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,0,0,71.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,73.3,5.0,44.0,0.0,1.0,1.0,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,0.0,1.0,0.7023809523809523
4,4,4,4,4,4,4,4,2019-09-25,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (2),Wolves,Reading,Y,CB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3518f7d5/Wolverhampton-Wanderers-Reading-September-25-2019-EFL-Cup,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton,N,CB,73,0,0,0,0,0.0,0.0,1,0,68.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,59.0,81.4,1.0,30.0,0.0,0.0,0.0,/en/matches/644a3723/Wolverhampton-Wanderers-Southampton-October-19-2019-Premier-League,0.5,0.5,0.3717948717948717
6,6,6,6,6,6,6,6,2019-10-30,Wed,EFL Cup,Fourth round,Away,L 1–2,Wolves,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1d8c3ef1/Aston-Villa-Wolverhampton-Wanderers-October-30-2019-EFL-Cup,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,2020-01-25,Sat,La Liga,Matchweek 21,Away,L 0–2,Granada,Sevilla,N,CB,5,0,0,0,0,0.0,0.0,0,0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,1.0,7.0,0.0,0.0,0.0,/en/matches/aa561a76/Sevilla-Granada-January-25-2020-La-Liga,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,2020-01-29,Wed,Copa del Rey,Round of 16,Away,W 3–2,Granada,Badajoz,Y,CB,120,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/6046bb1c/Badajoz-Granada-January-29-2020-Copa-del-Rey,1.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,2020-02-04,Tue,Copa del Rey,Quarter-finals,Home,W 2–1,Granada,Valencia,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/86265e44/Granada-Valencia-February-4-2020-Copa-del-Rey,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,2020-02-12,Wed,Copa del Rey,Semi-finals,Away,L 0–1,Granada,Athletic Club,N,,45,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d0a3c3fe/Athletic-Club-Granada-February-12-2020-Copa-del-Rey,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,2020-02-29,Sat,La Liga,Matchweek 26,Home,D 0–0,Granada,Celta Vigo,Y,CB,90,0,0,0,0,1.0,0.0,0,0,48.0,0.0,0.0,2.0,0.2,0.2,0.0,0.0,0.0,26.0,40.0,65.0,5.0,31.0,0.0,1.0,1.0,/en/matches/30983307/Granada-Celta-Vigo-February-29-2020-La-Liga,0.5,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,2020-03-08,Sun,La Liga,Matchweek 27,Away,D 1–1,Granada,Levante,Y,CB,90,0,0,0,0,0.0,0.0,0,0,48.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,78.6,1.0,27.0,0.0,0.0,0.0,/en/matches/c7b372fd/Levante-Granada-March-8-2020-La-Liga,0.5,0.5,0.5
13,13,13,13,13,13,13,13,2020-06-12,Fri,La Liga,Matchweek 28,Home,W 2–1,Granada,Getafe,N,LW,6,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/898a4a02/Granada-Getafe-June-12-2020-La-Liga,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,2020-06-15,Mon,La Liga,Matchweek 29,Away,D 2–2,Granada,Betis,Y,CB,90,0,0,0,0,0.0,0.0,1,0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,0.0,7.0,0.0,0.0,0.0,/en/matches/926f591f/Real-Betis-Granada-June-15-2020-La-Liga,0.5,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,2020-06-22,Mon,La Liga,Matchweek 31,Away,D 0–0,Granada,Leganés,Y,CB,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,76.0,1.0,22.0,0.0,0.0,0.0,/en/matches/d123408d/Leganes-Granada-June-22-2020-La-Liga,0.5,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,2020-06-28,Sun,La Liga,Matchweek 32,Home,L 1–2,Granada,Eibar,Y,CB,90,0,0,0,0,0.0,0.0,0,0,79.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,67.0,74.6,1.0,47.0,0.0,1.0,1.0,/en/matches/b0c74bad/Granada-Eibar-June-28-2020-La-Liga,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,2020-07-01,Wed,La Liga,Matchweek 33,Away,W 2–0,Granada,Alavés,Y,CB,90,0,0,0,0,0.0,0.0,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,75.0,1.0,19.0,0.0,0.0,0.0,/en/matches/5b83dcb6/Alaves-Granada-July-1-2020-La-Liga,1.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,2020-07-04,Sat,La Liga,Matchweek 34,Home,D 2–2,Granada,Valencia,N,CB,8,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/10d782ce/Granada-Valencia-July-4-2020-La-Liga,0.5,0.5,0.5
19,19,19,19,19,19,19,19,2020-07-10,Fri,La Liga,Matchweek 35,Away,W 3–2,Granada,Real Sociedad,Y,CB,67,0,0,0,0,0.0,0.0,0,0,18.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,75.0,1.0,5.0,0.0,0.0,0.0,/en/matches/2306d0ac/Real-Sociedad-Granada-July-10-2020-La-Liga,1.0,0.5,0.5
20,20,20,20,20,20,20,20,2020-07-19,Sun,La Liga,Matchweek 38,Home,W 4–0,Granada,Athletic Club,N,CB,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/6e87cd50/Granada-Athletic-Club-July-19-2020-La-Liga,1.0,0.8333333333333334,0.5
