,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Fulham,Everton,Y,LB,90,0,0,0,0,0.0,0.0,0,0,78.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,77.6,4.0,46.0,0.0,1.0,0.0,/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,L 0–3,Fulham,Brentford,Y,LB,90,0,0,0,0,0.0,0.0,0,0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,45.0,82.2,4.0,26.0,3.0,1.0,0.0,/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,D 2–2,Fulham,Arsenal,Y,LB,90,0,0,0,0,0.0,0.0,0,0,40.0,3.0,0.0,1.0,0.0,0.0,0.2,1.0,0.0,19.0,30.0,63.3,3.0,15.0,2.0,0.0,0.0,/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,0.5,0.5,0.7083333333333334
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-29,Tue,EFL Cup,Second round,Home,D 1 (5)–1 (3),Fulham,Tottenham,Y,LB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/2ec5a2ca/Fulham-Tottenham-Hotspur-August-29-2023-EFL-Cup,0.5,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–5,Fulham,Manchester City,Y,LB,90,0,0,0,0,0.0,0.0,1,0,38.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,0.0,16.0,3.0,3.0,1.0,/en/matches/88066bdf/Manchester-City-Fulham-September-2-2023-Premier-League,0.0,0.3333333333333333,0.7291666666666667
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-09,Sat,Friendlies (M),Friendlies (M),Home,W 3–0,us United States,uz Uzbekistan,Y,LB,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/66385fb9/United-States-Uzbekistan-September-9-2023-Friendlies-M,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 0–0,Fulham,Crystal Palace,Y,LB,90,0,0,0,0,0.0,0.0,0,0,77.0,2.0,4.0,0.0,0.0,0.0,0.1,2.0,0.0,40.0,58.0,69.0,6.0,41.0,3.0,2.0,1.0,/en/matches/cf0b2b19/Crystal-Palace-Fulham-September-23-2023-Premier-League,0.5,0.5,0.6153846153846154
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-27,Wed,EFL Cup,Third round,Home,W 2–1,Fulham,Norwich City,N,,22,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a83ae0f3/Fulham-Norwich-City-September-27-2023-EFL-Cup,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-02,Mon,Premier League,Matchweek 7,Home,L 0–2,Fulham,Chelsea,Y,LB,90,0,0,0,0,0.0,0.0,0,0,69.0,4.0,6.0,1.0,0.0,0.0,0.1,2.0,0.0,43.0,59.0,72.9,1.0,38.0,2.0,1.0,1.0,/en/matches/c9787e60/Fulham-Chelsea-October-2-2023-Premier-League,0.0,0.8333333333333334,0.4895833333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–1,Fulham,Sheffield Utd,Y,LB,90,0,0,0,0,1.0,0.0,0,0,105.0,1.0,2.0,2.0,0.0,0.0,0.2,2.0,0.0,65.0,87.0,74.7,7.0,60.0,6.0,5.0,3.0,/en/matches/ffc59ea8/Fulham-Sheffield-United-October-7-2023-Premier-League,1.0,0.5,0.0888888888888888
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-23,Mon,Premier League,Matchweek 9,Away,L 0–2,Fulham,Tottenham,Y,LB,90,0,0,0,0,0.0,0.0,0,0,80.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,52.0,66.0,78.8,1.0,41.0,3.0,6.0,3.0,/en/matches/8c6293a3/Tottenham-Hotspur-Fulham-October-23-2023-Premier-League,0.0,0.6666666666666666,0.8645833333333334
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-29,Sun,Premier League,Matchweek 10,Away,D 1–1,Fulham,Brighton,Y,LB,90,0,0,0,0,1.0,0.0,1,0,58.0,3.0,3.0,2.0,0.0,0.0,0.1,1.0,0.0,32.0,43.0,74.4,5.0,27.0,2.0,3.0,1.0,/en/matches/a0c422e9/Brighton-and-Hove-Albion-Fulham-October-29-2023-Premier-League,0.5,0.3333333333333333,0.53125
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–1,Fulham,Manchester Utd,Y,LB,90,0,0,0,0,0.0,0.0,1,0,53.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,23.0,44.0,52.3,4.0,20.0,4.0,3.0,2.0,/en/matches/31273be0/Fulham-Manchester-United-November-4-2023-Premier-League,0.0,0.5,0.3888888888888889
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 1–3,Fulham,Aston Villa,Y,LB,90,0,1,0,0,0.0,0.0,1,0,59.0,1.0,1.0,1.0,0.0,0.0,0.6,3.0,1.0,37.0,47.0,78.7,5.0,34.0,5.0,1.0,1.0,/en/matches/d6a70a44/Aston-Villa-Fulham-November-12-2023-Premier-League,0.0,0.1666666666666666,0.6666666666666666
