,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Manchester City,Liverpool,Y,FW,120,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a0579b11/Liverpool-Manchester-City-August-4-2019-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,Y,RW,79,0,0,0,0,5,1,0,0,66.0,1.0,2,1.0,0.5,0.5,0.2,11.0,2.0,40.0,49.0,81.6,5.0,45.0,11.0,4.0,3.0,/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y,RW,78,0,0,0,0,4,0,0,0,47.0,1.0,0,2.0,0.2,0.2,0.1,4.0,1.0,30.0,38.0,78.9,3.0,36.0,3.0,2.0,1.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,N,AM,13,1,0,0,0,1,1,0,0,10.0,0.0,0,1.0,0.2,0.2,0.0,0.0,0.0,6.0,6.0,100.0,0.0,7.0,0.0,1.0,0.0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,1.0,0.6666666666666666,0.5357142857142857
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-07,Sat,UEFA Euro Qualifying,Group stage,Away,W 4–2,pt Portugal,rs Serbia,Y,FW,90,1,1,0,0,1,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/0195c2a0/Serbia-Portugal-September-7-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-10,Tue,UEFA Euro Qualifying,Group stage,Away,W 5–1,pt Portugal,lt Lithuania,Y,FW,88,0,2,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9f07f600/Lithuania-Portugal-September-10-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y,"RW,LW,AM",72,0,1,0,0,2,0,1,0,67.0,3.0,2,4.0,0.1,0.1,0.5,4.0,1.0,42.0,55.0,76.4,3.0,54.0,6.0,6.0,5.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,0.0,1.0,0.2948717948717949
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,N,AM,14,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,100.0,0.0,12.0,1.0,1.0,1.0,/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y,LW,90,3,0,0,0,5,4,1,0,72.0,4.0,0,0.0,1.2,1.2,0.1,6.0,2.0,55.0,59.0,93.2,3.0,56.0,1.0,2.0,2.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.6666666666666666,0.369047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y,FW,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.6666666666666666,0.5
