,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2020-09-14,Sun,Matchweek 3,Away,L 0–4,Wolves,West Ham,Y,FW,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League
1,2020-09-14,Sun,Matchweek 4,Home,W 1–0,Wolves,Fulham,Y,FW,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,/en/matches/8f989671/Wolverhampton-Wanderers-Fulham-October-4-2020-Premier-League
2,2020-09-14,Mon,Matchweek 5,Away,W 1–0,Wolves,Leeds United,Y,FW,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,/en/matches/6a2c4518/Leeds-United-Wolverhampton-Wanderers-October-19-2020-Premier-League
3,2020-09-14,Sun,Matchweek 6,Home,D 1–1,Wolves,Newcastle Utd,Y,FW,90,0,0,0,0,0,0,3,0.0,3,2,0,2,2,2,1,0,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League
4,2020-09-14,Fri,Matchweek 7,Home,W 2–0,Wolves,Crystal Palace,Y,FW,89,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,/en/matches/e1741638/Wolverhampton-Wanderers-Crystal-Palace-October-30-2020-Premier-League
5,2020-09-14,Sun,Matchweek 8,Away,L 0–1,Wolves,Leicester City,Y,"FW,AM",90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League
6,2020-09-14,Mon,Matchweek 9,Home,D 1–1,Wolves,Southampton,Y,FW,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,/en/matches/e5bfd125/Wolverhampton-Wanderers-Southampton-November-23-2020-Premier-League
7,2020-09-14,Sun,Matchweek 10,Away,W 2–1,Wolves,Arsenal,Y,FW,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/fa17687c/Arsenal-Wolverhampton-Wanderers-November-29-2020-Premier-League
