,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–5,Aston Villa,Newcastle Utd,N,"CM,LW",45,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,21.0,24.0,87.5,4.0,18.0,1.0,1.0,0.0,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,0.0,0.5
1,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 4–0,Aston Villa,Everton,N,CM,28,0,0,0,0,0.0,0.0,0,0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,96.7,3.0,23.0,0.0,0.0,0.0,/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,1.0,0.5
2,2,2023-08-23,Wed,Conf Lg,Play-off round,Away,W 5–0,eng Aston Villa,sct Hibernian,N,,24,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f36a1b2f/Hibernian-Aston-Villa-August-23-2023-Europa-Conference-League,1.0,0.5
3,3,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 3–1,Aston Villa,Burnley,N,CM,5,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,1.0,0.6666666666666666
4,4,2023-08-31,Thu,Conf Lg,Play-off round,Home,W 3–0,eng Aston Villa,sct Hibernian,Y,LM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5cc4d456/Aston-Villa-Hibernian-August-31-2023-Europa-Conference-League,1.0,1.0
5,5,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 0–3,Aston Villa,Liverpool,N,CM,19,0,0,0,0,0.0,0.0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,0.0,9.0,0.0,2.0,1.0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,0.0,1.0
6,6,2023-09-09,Sat,Euro Qualifying,Group stage,Away,W 1–0,be Belgium,az Azerbaijan,Y,CM,65,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b4ef9ef7/Azerbaijan-Belgium-September-9-2023-Euro-Qualifying,1.0,0.6666666666666666
7,7,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 3–1,Aston Villa,Crystal Palace,N,"CM,DM",33,0,0,0,0,1.0,0.0,0,0,28.0,0.0,1.0,0.0,0.1,0.1,0.0,2.0,2.0,17.0,24.0,70.8,3.0,13.0,1.0,0.0,0.0,/en/matches/bc77340e/Aston-Villa-Crystal-Palace-September-16-2023-Premier-League,1.0,0.6666666666666666
8,8,2023-09-21,Thu,Conf Lg,Group stage,Away,L 2–3,eng Aston Villa,pl Legia Warsaw,Y,DM,90,0,0,0,0,3.0,0.0,0,0,71.0,0.0,0.0,0.0,0.3,0.3,0.1,2.0,0.0,62.0,69.0,89.9,7.0,51.0,2.0,1.0,1.0,/en/matches/59e37c79/Legia-Warsaw-Aston-Villa-September-21-2023-Europa-Conference-League,0.0,0.6666666666666666
9,9,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 1–0,Aston Villa,Chelsea,N,FW,10,0,0,0,0,0.0,0.0,0,0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,1.0,9.0,1.0,0.0,0.0,/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League,1.0,0.6666666666666666
