,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Away,W 1–0,eng England,is Iceland,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/4d475727/Iceland-England-September-5-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Premier League,Matchweek 1,Away,L 0–1,Southampton,Crystal Palace,Y*,CM,90,0,0,0,0,2.0,0.0,0,0,76.0,3.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,55.0,68.0,80.9,6.0,43.0,0.0,1.0,0.0,/en/matches/db261cb0/Crystal-Palace-Southampton-September-12-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-16,Wed,EFL Cup,Second round,Home,L 0–2,Southampton,Brentford,Y*,CM,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/451d06e1/Southampton-Brentford-September-16-2020-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-20,Sun,Premier League,Matchweek 2,Home,L 2–5,Southampton,Tottenham,Y*,CM,90,0,0,0,0,3.0,3.0,0,0,74.0,0.0,1.0,1.0,0.2,0.2,0.1,2.0,0.0,45.0,65.0,69.2,5.0,22.0,2.0,0.0,0.0,/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,0.0,0.3333333333333333,0.4999999999999999
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 1–0,Southampton,Burnley,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,67.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,94.8,6.0,33.0,0.0,0.0,0.0,/en/matches/ae113c54/Burnley-Southampton-September-26-2020-Premier-League,1.0,0.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 2–0,Southampton,West Brom,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,76.0,2.0,1.0,1.0,0.0,0.0,0.2,5.0,0.0,49.0,69.0,71.0,2.0,39.0,1.0,0.0,0.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,1.0,0.3333333333333333,0.369047619047619
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-08,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,wls Wales,N,,15,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4aa5cdf1/England-Wales-October-8-2020-Friendlies-M,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-17,Sat,Premier League,Matchweek 5,Away,D 3–3,Southampton,Chelsea,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,87.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,67.0,78.0,85.9,5.0,29.0,0.0,1.0,1.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,1.0,0.6904761904761906
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-25,Sun,Premier League,Matchweek 6,Home,W 2–0,Southampton,Everton,Y*,CM,90,1,0,0,0,1.0,1.0,0,0,96.0,3.0,0.0,0.0,0.1,0.1,0.1,4.0,1.0,77.0,89.0,86.5,7.0,45.0,1.0,2.0,1.0,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,1.0,0.8333333333333334,0.642857142857143
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-01,Sun,Premier League,Matchweek 7,Away,W 4–3,Southampton,Aston Villa,Y*,"CM,LB",90,2,1,0,0,3.0,2.0,1,0,52.0,2.0,1.0,1.0,0.3,0.3,0.3,4.0,2.0,35.0,45.0,77.8,2.0,21.0,0.0,0.0,0.0,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,1.0,0.8333333333333334,0.6410256410256411
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-06,Fri,Premier League,Matchweek 8,Home,W 2–0,Southampton,Newcastle Utd,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,98.0,5.0,1.0,2.0,0.0,0.0,0.1,7.0,0.0,73.0,87.0,83.9,8.0,46.0,2.0,0.0,0.0,/en/matches/4117b695/Southampton-Newcastle-United-November-6-2020-Premier-League,1.0,0.8333333333333334,0.5476190476190476
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-23,Mon,Premier League,Matchweek 9,Away,D 1–1,Southampton,Wolves,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,87.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,80.0,82.5,3.0,32.0,0.0,0.0,0.0,/en/matches/e5bfd125/Wolverhampton-Wanderers-Southampton-November-23-2020-Premier-League,0.5,1.0,0.4871794871794871
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-11-29,Sun,Premier League,Matchweek 10,Home,L 2–3,Southampton,Manchester Utd,Y*,CM,90,1,1,0,0,1.0,1.0,1,0,80.0,3.0,2.0,2.0,0.1,0.1,0.1,3.0,1.0,55.0,66.0,83.3,2.0,28.0,0.0,1.0,1.0,/en/matches/e0a84e7e/Southampton-Manchester-United-November-29-2020-Premier-League,0.0,0.8333333333333334,0.8571428571428571
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-12-07,Mon,Premier League,Matchweek 11,Away,W 2–1,Southampton,Brighton,Y*,CM,90,0,1,0,0,0.0,0.0,0,0,67.0,0.0,5.0,0.0,0.0,0.0,0.1,4.0,1.0,50.0,61.0,82.0,7.0,24.0,1.0,0.0,0.0,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,1.0,0.5,0.5833333333333334
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-12-13,Sun,Premier League,Matchweek 12,Home,W 3–0,Southampton,Sheffield Utd,Y*,CM,90,0,0,0,0,2.0,1.0,0,0,101.0,3.0,0.0,0.0,0.1,0.1,0.2,4.0,0.0,79.0,95.0,83.2,3.0,61.0,0.0,0.0,0.0,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League,1.0,0.5,0.1309523809523809
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-12-16,Wed,Premier League,Matchweek 13,Away,D 1–1,Southampton,Arsenal,Y*,CM,90,0,0,0,0,2.0,0.0,0,0,114.0,1.0,2.0,1.0,0.1,0.1,0.0,2.0,0.0,85.0,105.0,81.0,6.0,80.0,1.0,1.0,1.0,/en/matches/0ceceee4/Arsenal-Southampton-December-16-2020-Premier-League,0.5,0.6666666666666666,0.3809523809523809
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-12-19,Sat,Premier League,Matchweek 14,Home,L 0–1,Southampton,Manchester City,Y*,CM,90,0,0,0,0,0.0,0.0,1,0,87.0,3.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,71.0,83.0,85.5,5.0,55.0,0.0,0.0,0.0,/en/matches/8d4a02ae/Southampton-Manchester-City-December-19-2020-Premier-League,0.0,0.8333333333333334,0.7222222222222222
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-12-26,Sat,Premier League,Matchweek 15,Away,D 0–0,Southampton,Fulham,Y*,CM,90,0,0,0,0,1.0,1.0,0,0,72.0,3.0,3.0,2.0,0.1,0.1,0.1,2.0,0.0,49.0,61.0,80.3,4.0,31.0,1.0,0.0,0.0,/en/matches/cf86c208/Fulham-Southampton-December-26-2020-Premier-League,0.5,0.5,0.5000000000000001
