,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,N,"WB,RM",45,0,1,0,0,0,0,0,0,37.0,0.0,1,0.0,0.0,0.0,0.2,4.0,1.0,28.0,34.0,82.4,5.0,25.0,0.0,1.0,1.0,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,0.0,0.5,0.6222222222222222
1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-30,Wed,EFL Cup,Second round,Away,W 1–0,Burnley,Nott'ham Forest,Y,FW,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/26950ade/Nottingham-Forest-Burnley-August-30-2023-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,RM,45,0,0,0,0,0,0,1,0,28.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,13.0,20.0,65.0,3.0,15.0,2.0,2.0,0.0,/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,0.0,0.5,0.7708333333333335
3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-08,Fri,Euro Qualifying,Group stage,Away,L 1–3,is Iceland,lu Luxembourg,Y*,CM,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cb5e52e7/Luxembourg-Iceland-September-8-2023-Euro-Qualifying,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-11,Mon,Euro Qualifying,Group stage,Home,W 1–0,is Iceland,ba Bosnia & Herz'na,Y*,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3d002dc5/Iceland-Bosnia-and-Herzegovina-September-11-2023-Euro-Qualifying,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-18,Mon,Premier League,Matchweek 5,Away,D 1–1,Burnley,Nott'ham Forest,Y,RW,62,0,0,0,0,0,0,0,0,30.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,2.0,21.0,0.0,0.0,0.0,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,0.5,0.3333333333333333,0.5222222222222221
6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-23,Sat,Premier League,Matchweek 6,Home,L 0–1,Burnley,Manchester Utd,Y,RW,19,0,0,0,0,0,0,0,0,17.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,16.0,93.8,3.0,9.0,0.0,0.0,0.0,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League,0.0,0.5,0.282051282051282
7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-28,Sat,Premier League,Matchweek 10,Away,L 1–2,Burnley,Bournemouth,Y,RM,80,0,0,0,0,0,0,0,0,46.0,2.0,2,0.0,0.0,0.0,0.2,1.0,0.0,29.0,36.0,80.6,2.0,27.0,1.0,1.0,0.0,/en/matches/c4c42d3e/Bournemouth-Burnley-October-28-2023-Premier-League,0.0,0.5,0.2333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–2,Burnley,Crystal Palace,Y,"RM,CM",89,0,0,0,0,3,0,0,0,51.0,0.0,1,0.0,0.2,0.2,0.3,7.0,0.0,41.0,48.0,85.4,4.0,33.0,1.0,2.0,1.0,/en/matches/8797f9a9/Burnley-Crystal-Palace-November-4-2023-Premier-League,0.0,0.1666666666666666,0.2888888888888889
9,9,9,9,9,9,9,9,9,9,9,9,9,2023-11-11,Sat,Premier League,Matchweek 12,Away,L 1–3,Burnley,Arsenal,Y,RM,90,0,0,0,0,1,1,1,0,38.0,1.0,2,0.0,0.1,0.1,0.1,2.0,0.0,23.0,29.0,79.3,2.0,25.0,0.0,2.0,0.0,/en/matches/2cb4e4dc/Arsenal-Burnley-November-11-2023-Premier-League,0.0,0.0,0.4222222222222222
