,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 1–3,Southampton,Everton,Y,RM,79,0,0,0,0,0,0,0,0,23.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,60.0,0.0,13.0,1.0,0.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,0.0,0.5,0.5476190476190477
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,D 1–1,Southampton,Manchester Utd,Y,RM,45,0,0,0,0,0,0,0,0,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,6.0,0.0,3.0,1.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5833333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-25,Wed,EFL Cup,Second round,Away,W 8–0,Southampton,Newport County,N,,21,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ea9d95ea/Newport-County-Southampton-August-25-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 1–3,Southampton,Chelsea,Y,RM,45,0,0,0,0,2,0,0,0,14.0,0.0,1,0.0,0.3,0.3,0.0,2.0,0.0,9.0,10.0,90.0,1.0,11.0,0.0,0.0,0.0,/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League,0.0,0.5,0.4047619047619047
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 1–0,Southampton,Leeds United,N,FW,10,0,0,0,0,0,0,0,0,6.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/8bde822c/Southampton-Leeds-United-October-16-2021-Premier-League,1.0,0.5,0.6071428571428571
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-23,Sat,Premier League,Matchweek 9,Home,D 2–2,Southampton,Burnley,Y,RM,73,0,0,0,0,2,0,0,0,23.0,0.0,1,0.0,0.2,0.2,0.0,2.0,1.0,10.0,17.0,58.8,2.0,17.0,1.0,0.0,0.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.6666666666666666,0.4285714285714285
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-26,Tue,EFL Cup,Fourth round,Away,D 1 (3)–1 (4),Southampton,Chelsea,N,,24,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/026f8b03/Chelsea-Southampton-October-26-2021-EFL-Cup,0.5,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 1–2,Southampton,Norwich City,N,"AM,FW",29,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,7.0,10.0,70.0,0.0,6.0,0.0,0.0,0.0,/en/matches/4bddaba4/Norwich-City-Southampton-November-20-2021-Premier-League,0.0,0.6666666666666666,0.4880952380952381
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-12-15,Wed,Premier League,Matchweek 17,Away,D 2–2,Southampton,Crystal Palace,N,FW,9,0,0,0,0,0,0,0,0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/9ebb60f0/Crystal-Palace-Southampton-December-15-2021-Premier-League,0.5,0.3333333333333333,0.369047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-12-26,Sun,Premier League,Matchweek 19,Away,W 3–2,Southampton,West Ham,Y,LM,88,0,0,0,0,1,0,0,0,31.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,15.0,21.0,71.4,2.0,13.0,1.0,0.0,0.0,/en/matches/36a056cf/West-Ham-United-Southampton-December-26-2021-Premier-League,1.0,0.3333333333333333,0.2499999999999999
