,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2023-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-16,Sun,Matchweek 8,Home,D 1–1,Wolves,Aston Villa,N,"On matchday squad, but did not play",/en/matches/3292ed35/Wolverhampton-Wanderers-Aston-Villa-October-8-2023-Premier-League,,,,,,,,,,,,,,,,,
