,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,2022-08-20,Sat,Premier League,Matchweek 3,Away,L 0–1,Wolves,Tottenham,N,FW,32,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,0.0,2.0,0.0,1.0,1.0,/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,0.0,0.5,0.5357142857142857
1,1,1,1,1,1,1,1,2022-08-23,Tue,EFL Cup,Second round,Home,W 2–1,Wolves,Preston,Y,FW,85,1,0,0,0,4.0,4.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c22ceed3/Wolverhampton-Wanderers-Preston-North-End-August-23-2022-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2022-08-28,Sun,Premier League,Matchweek 4,Home,D 1–1,Wolves,Newcastle Utd,Y,FW,90,0,0,0,0,2.0,1.0,0,0,23.0,0.0,0.0,4.0,0.2,0.2,0.0,0.0,0.0,9.0,11.0,81.8,0.0,9.0,2.0,1.0,0.0,/en/matches/15d62d04/Wolverhampton-Wanderers-Newcastle-United-August-28-2022-Premier-League,0.5,0.5,0.625
3,3,3,3,3,3,3,3,2022-08-31,Wed,Premier League,Matchweek 5,Away,D 0–0,Wolves,Bournemouth,Y,FW,90,0,0,0,0,5.0,2.0,0,0,25.0,0.0,0.0,0.0,0.6,0.6,0.4,3.0,0.0,13.0,17.0,76.5,4.0,16.0,2.0,0.0,0.0,/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,0.5,0.5,0.19047619047619047
4,4,4,4,4,4,4,4,2022-11-16,Wed,Friendlies (M),Friendlies (M),Neutral,L 1–2,mx Mexico,se Sweden,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/48370637/Mexico-Sweden-November-16-2022-Friendlies-M,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,2022-11-22,Tue,World Cup,Group stage,Neutral,D 0–0,mx Mexico,pl Poland,N,FW,20,0,0,0,0,0.0,0.0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,4.0,6.0,0.0,0.0,0.0,/en/matches/0f944fec/Mexico-Poland-November-22-2022-FIFA-World-Cup,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,2022-11-26,Sat,World Cup,Group stage,Neutral,L 0–2,mx Mexico,ar Argentina,N,"FW,RB",25,0,0,0,0,0.0,0.0,0,0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,60.0,3.0,7.0,0.0,0.0,0.0,/en/matches/d28d6c80/Argentina-Mexico-November-26-2022-FIFA-World-Cup,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,2022-11-30,Wed,World Cup,Group stage,Neutral,W 2–1,mx Mexico,sa Saudi Arabia,N,FW,14,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,1.0,5.0,0.0,0.0,0.0,/en/matches/6d3741e9/Saudi-Arabia-Mexico-November-30-2022-FIFA-World-Cup,1.0,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,2022-12-20,Tue,EFL Cup,Fourth round,Home,W 2–0,Wolves,Gillingham,N,,22,1,0,1,1,4.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7b9814d6/Wolverhampton-Wanderers-Gillingham-December-20-2022-EFL-Cup,1.0,0.5,0.5
9,9,9,9,9,9,9,9,2022-12-31,Sat,Premier League,Matchweek 18,Home,L 0–1,Wolves,Manchester Utd,N,LW,10,0,0,0,0,2.0,1.0,0,0,7.0,0.0,0.0,2.0,0.2,0.2,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/8ef80305/Wolverhampton-Wanderers-Manchester-United-December-31-2022-Premier-League,0.0,0.6666666666666666,0.8125
10,10,10,10,10,10,10,10,2023-01-07,Sat,FA Cup,Third round proper,Away,D 2–2,Wolves,Liverpool,Y,FW,62,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5e06a7e4/Liverpool-Wolverhampton-Wanderers-January-7-2023-FA-Cup,0.5,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,2023-01-11,Wed,EFL Cup,Quarter-finals,Away,D 1 (3)–1 (4),Wolves,Nott'ham Forest,Y,FW,74,1,0,0,0,3.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/95056fd5/Nottingham-Forest-Wolverhampton-Wanderers-January-11-2023-EFL-Cup,0.5,0.5,0.5
