,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2021-07-02,Fri,Copa América,Quarter-finals,Neutral,L 0–1,cl Chile,br Brazil,Y,CB,90,0,0,0,0,1,1,1,0,54.0,1.0,2,2.0,0.1,0.1,0.0,0.0,0.0,34.0,41.0,82.9,2.0,35.0,0.0,0.0,0.0,/en/matches/f73d3978/Brazil-Chile-July-2-2021-Copa-America,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Home,W 1–0,Watford,Crystal Palace,Y,CB,90,0,0,0,0,1,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/e7c899e5/Watford-Crystal-Palace-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2021-08-29,Sun,Premier League,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,62.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,94.5,0.0,31.0,0.0,0.0,0.0,/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,0.0,0.5,0.7948717948717948
3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,65.0,2.0,0,1.0,0.0,0.0,0.0,2.0,0.0,52.0,53.0,98.1,1.0,46.0,0.0,0.0,0.0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,0.0,0.3333333333333333,0.4615384615384615
4,4,4,4,4,4,4,4,4,4,2021-09-21,Tue,EFL Cup,Third round,Home,L 1–3,Watford,Stoke City,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7cfca76c/Watford-Stoke-City-September-21-2021-EFL-Cup,0.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 0–1,Watford,Leeds United,Y,CB,67,0,0,0,0,0,0,0,0,30.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,45.0,1.0,12.0,1.0,2.0,2.0,/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League,0.0,0.0,0.3333333333333333
6,6,6,6,6,6,6,6,6,6,2021-11-11,Thu,WCQ,WCQ — CONMEBOL (M),Away,W 1–0,cl Chile,py Paraguay,N,,24,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/92bc7557/Paraguay-Chile-November-11-2021-WCQ----CONMEBOL-M,1.0,0.0,0.5
7,7,7,7,7,7,7,7,7,7,2021-11-16,Tue,WCQ,WCQ — CONMEBOL (M),Home,L 0–2,cl Chile,ec Ecuador,Y,CB,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c9f9e69d/Chile-Ecuador-November-16-2021-WCQ----CONMEBOL-M,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,2021-12-28,Tue,Premier League,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,CB,90,0,0,0,0,1,1,0,0,53.0,2.0,3,1.0,0.1,0.1,0.0,0.0,0.0,14.0,32.0,43.8,0.0,15.0,0.0,0.0,0.0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,0.0,0.3333333333333333,0.1666666666666666
9,9,9,9,9,9,9,9,9,9,2022-01-01,Sat,Premier League,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,38.0,2.0,2,3.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,65.2,0.0,14.0,0.0,0.0,0.0,/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,2022-01-08,Sat,FA Cup,Third round proper,Away,L 1–4,Watford,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/fd2ca892/Leicester-City-Watford-January-8-2022-FA-Cup,0.0,0.0,0.5
