,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,W 2–1,Brighton,Burnley,Y,"DM,CM",71,0,0,0,0,0.0,0.0,0,0,46.0,2.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,36.0,38.0,94.7,5.0,25.0,0.0,0.0,0.0,/en/matches/4eb36e37/Burnley-Brighton-and-Hove-Albion-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Away,W 2–0,Brighton,Cardiff City,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/93461390/Cardiff-City-Brighton-and-Hove-Albion-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2021-09-22,Wed,EFL Cup,Third round,Home,W 2–0,Brighton,Swansea City,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/927e6bc0/Brighton-and-Hove-Albion-Swansea-City-September-22-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,2021-09-27,Mon,Premier League,Matchweek 6,Away,D 1–1,Brighton,Crystal Palace,N,LM,19,0,0,0,0,0.0,0.0,0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,0.0,10.0,0.0,0.0,0.0,/en/matches/3d7659fc/Crystal-Palace-Brighton-and-Hove-Albion-September-27-2021-Premier-League,0.5,1.0,0.5357142857142857
4,4,4,4,4,4,4,4,4,2021-12-26,Sun,Premier League,Matchweek 19,Home,W 2–0,Brighton,Brentford,N,CM,6,0,0,0,0,1.0,1.0,0,0,8.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,5.0,80.0,0.0,4.0,0.0,0.0,0.0,/en/matches/1f64133b/Brighton-and-Hove-Albion-Brentford-December-26-2021-Premier-League,1.0,0.8333333333333334,0.4523809523809524
5,5,5,5,5,5,5,5,5,2021-12-29,Wed,Premier League,Matchweek 20,Away,D 1–1,Brighton,Chelsea,N,WB,3,0,0,0,0,0.0,0.0,0,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,4.0,0.0,0.0,0.0,/en/matches/8fbe2e12/Chelsea-Brighton-and-Hove-Albion-December-29-2021-Premier-League,0.5,0.8333333333333334,0.7976190476190477
6,6,6,6,6,6,6,6,6,2022-01-08,Sat,FA Cup,Third round proper,Away,W 2–1,Brighton,West Brom,Y,CM,75,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0e723845/West-Bromwich-Albion-Brighton-and-Hove-Albion-January-8-2022-FA-Cup,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,2022-01-18,Tue,Premier League,Matchweek 24,Home,D 1–1,Brighton,Chelsea,Y,"DM,CM",90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,40.0,47.0,85.1,4.0,24.0,0.0,2.0,0.0,/en/matches/b4c9c369/Brighton-and-Hove-Albion-Chelsea-January-18-2022-Premier-League,0.5,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,2022-01-23,Sun,Premier League,Matchweek 23,Away,D 1–1,Brighton,Leicester City,Y,DM,61,0,0,0,0,0.0,0.0,0,0,41.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,87.5,3.0,24.0,1.0,2.0,2.0,/en/matches/a28f6f69/Leicester-City-Brighton-and-Hove-Albion-January-23-2022-Premier-League,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2022-01-28,Fri,WCQ,WCQ — CONMEBOL (M),Home,L 0–1,co Colombia,pe Peru,N,,25,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a0776529/Colombia-Peru-January-28-2022-WCQ----CONMEBOL-M,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,2022-02-15,Tue,Premier League,Matchweek 18,Away,L 0–2,Brighton,Manchester Utd,N,CM,31,0,0,0,0,0.0,0.0,0,0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,17.0,76.5,0.0,7.0,1.0,0.0,0.0,/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,2022-03-05,Sat,Premier League,Matchweek 28,Away,L 1–2,Brighton,Newcastle Utd,Y,"DM,CM",78,0,0,0,0,0.0,0.0,0,0,63.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,55.0,94.5,8.0,32.0,1.0,4.0,4.0,/en/matches/02337bda/Newcastle-United-Brighton-and-Hove-Albion-March-5-2022-Premier-League,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,2022-03-12,Sat,Premier League,Matchweek 29,Home,L 0–2,Brighton,Liverpool,Y,DM,45,0,0,0,0,0.0,0.0,0,0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,68.2,0.0,18.0,0.0,0.0,0.0,/en/matches/4d3331bb/Brighton-and-Hove-Albion-Liverpool-March-12-2022-Premier-League,0.0,0.0,0.5
13,13,13,13,13,13,13,13,13,2022-06-05,Sun,Friendlies (M),Friendlies (M),Neutral,W 1–0,co Colombia,sa Saudi Arabia,Y,CM,65,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a2a508d6/Saudi-Arabia-Colombia-June-5-2022-Friendlies-M,1.0,0.0,0.5
