,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 0–0,Crystal Palace,Everton,Y,CB,90,0,0,0,0,0,0,0,0,31.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,65.0,2.0,12.0,0.0,0.0,0.0,/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League,0.5,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-18,Sun,Premier League,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,69.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,61.0,80.3,1.0,40.0,0.0,1.0,1.0,/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,25.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,57.1,1.0,6.0,0.0,0.0,0.0,/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-27,Tue,EFL Cup,Second round,Home,D 0 (4)–0 (5),Crystal Palace,Colchester Utd,Y,CB,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c3481970/Crystal-Palace-Colchester-United-August-27-2019-EFL-Cup,0.5,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa,Y,CB,78,0,0,0,0,0,0,0,0,32.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,100.0,1.0,14.0,0.0,0.0,0.0,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League,1.0,0.5,0.4285714285714284
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Crystal Palace,Norwich City,Y,CB,90,0,0,0,0,0,0,0,0,31.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,3.0,10.0,0.0,0.0,0.0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League,1.0,0.8333333333333334,0.3214285714285713
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham,Y,CB,90,0,1,0,0,0,0,0,0,64.0,0.0,0,1.0,0.0,0.0,0.6,1.0,1.0,49.0,56.0,87.5,2.0,39.0,0.0,0.0,0.0,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,1.0,0.8333333333333334,0.5833333333333334
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–2,Crystal Palace,Chelsea,N,RB,47,0,0,0,0,0,0,0,0,30.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,2.0,8.0,0.0,0.0,0.0,/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League,0.0,1.0,0.5952380952380952
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 1–2,Crystal Palace,Liverpool,N,RB,21,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,8.0,12.0,66.7,0.0,5.0,0.0,1.0,0.0,/en/matches/0b1da656/Crystal-Palace-Liverpool-November-23-2019-Premier-League,0.0,0.6666666666666666,0.9047619047619048
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-30,Sat,Premier League,Matchweek 14,Away,W 2–0,Crystal Palace,Burnley,Y,RB,90,0,0,0,0,0,0,0,0,69.0,1.0,2,1.0,0.0,0.0,0.0,1.0,0.0,42.0,60.0,70.0,3.0,16.0,0.0,2.0,1.0,/en/matches/86428aca/Burnley-Crystal-Palace-November-30-2019-Premier-League,1.0,0.3333333333333333,0.6547619047619048
