,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 1–5,Leeds United,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,1,0,64.0,7.0,2,2.0,0.0,0.0,0.0,1.0,0.0,46.0,52.0,88.5,0.0,39.0,0.0,0.0,0.0,/en/matches/e62685d4/Manchester-United-Leeds-United-August-14-2021-Premier-League,0.0,0.5,0.5595238095238095
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Home,D 2–2,Leeds United,Everton,Y*,CB,90,0,1,0,0,1,0,1,0,90.0,2.0,1,2.0,0.0,0.0,0.0,1.0,1.0,75.0,81.0,92.6,1.0,60.0,1.0,0.0,0.0,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,0.5,0.5,0.5595238095238095
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-29,Sun,Premier League,Matchweek 3,Away,D 1–1,Leeds United,Burnley,Y*,CB,90,0,0,0,0,1,0,0,0,88.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,67.0,80.0,83.8,5.0,48.0,0.0,0.0,0.0,/en/matches/2e5db698/Burnley-Leeds-United-August-29-2021-Premier-League,0.5,0.5,0.3461538461538461
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-01,Wed,WCQ,First round,Away,L 0–2,sct Scotland,dk Denmark,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/42e7a972/Denmark-Scotland-September-1-2021-WCQ----UEFA-M,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-04,Sat,WCQ,First round,Home,W 1–0,sct Scotland,md Moldova,N,,18,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/62c130a1/Scotland-Moldova-September-4-2021-WCQ----UEFA-M,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-12,Sun,Premier League,Matchweek 4,Home,L 0–3,Leeds United,Liverpool,Y*,CB,90,0,0,0,0,0,0,1,0,70.0,2.0,1,5.0,0.0,0.0,0.0,0.0,0.0,53.0,59.0,89.8,2.0,51.0,0.0,1.0,1.0,/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League,0.0,0.5,0.7738095238095237
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-17,Fri,Premier League,Matchweek 5,Away,D 1–1,Leeds United,Newcastle Utd,Y*,CB,90,0,0,0,0,0,0,0,0,90.0,4.0,3,2.0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,92.0,4.0,48.0,0.0,0.0,0.0,/en/matches/aad7d38a/Newcastle-United-Leeds-United-September-17-2021-Premier-League,0.5,0.3333333333333333,0.3095238095238095
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 1–2,Leeds United,West Ham,Y*,CB,90,0,0,0,0,0,0,0,0,73.0,3.0,2,3.0,0.0,0.0,0.0,0.0,0.0,49.0,62.0,79.0,4.0,37.0,2.0,0.0,0.0,/en/matches/6e228b2c/Leeds-United-West-Ham-United-September-25-2021-Premier-League,0.0,0.5,0.5595238095238095
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 1–0,Leeds United,Watford,Y*,CB,90,0,0,0,0,0,0,0,0,77.0,1.0,1,2.0,0.0,0.0,0.0,2.0,0.0,64.0,71.0,90.1,4.0,54.0,0.0,1.0,1.0,/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League,1.0,0.1666666666666666,0.4642857142857143
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-09,Sat,WCQ,First round,Home,W 3–2,sct Scotland,il Israel,N,,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fd34469c/Scotland-Israel-October-9-2021-WCQ----UEFA-M,1.0,0.5,0.5
