,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-08-15,Sun,PL2 — Div. 2,Matchweek 1,Away,W 3–0,Norwich City,Southampton,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/fef93843/Southampton-U23-Norwich-City-U23-August-15-2021-Premier-League-2----Division-2,1.0,0.5,0.5
1,1,1,1,2021-08-20,Fri,PL2 — Div. 2,Matchweek 2,Home,L 0–1,Norwich City,Stoke City,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4160b4e7/Norwich-City-U23-Stoke-City-U23-August-20-2021-Premier-League-2----Division-2,0.0,0.5,0.5
2,2,2,2,2021-08-27,Fri,PL2 — Div. 2,Matchweek 3,Away,W 4–3,Norwich City,Sunderland,Y,FW,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/697104c9/Sunderland-U23-Norwich-City-U23-August-27-2021-Premier-League-2----Division-2,1.0,0.5,0.5
3,3,3,3,2021-09-10,Fri,PL2 — Div. 2,Matchweek 4,Home,W 4–2,Norwich City,Aston Villa,Y,CM,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0592dc2b/Norwich-City-U23-Aston-Villa-U23-September-10-2021-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
4,4,4,4,2021-09-20,Mon,PL2 — Div. 2,Matchweek 5,Away,D 3–3,Norwich City,Reading,Y,CM,70,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a6c77695/Reading-U23-Norwich-City-U23-September-20-2021-Premier-League-2----Division-2,0.5,0.6666666666666666,0.5
5,5,5,5,2021-09-27,Mon,PL2 — Div. 2,Matchweek 6,Home,L 2–5,Norwich City,West Brom,Y,FW,90,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/85176674/Norwich-City-U23-West-Bromwich-Albion-U23-September-27-2021-Premier-League-2----Division-2,0.0,0.8333333333333334,0.5
6,6,6,6,2021-10-01,Fri,PL2 — Div. 2,Matchweek 7,Home,L 0–2,Norwich City,Fulham,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d3227c3e/Norwich-City-U23-Fulham-U23-October-1-2021-Premier-League-2----Division-2,0.0,0.5,0.5
7,7,7,7,2021-10-15,Fri,PL2 — Div. 2,Matchweek 8,Away,L 3–4,Norwich City,Burnley,Y,RM,90,0,2,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/065b28c2/Burnley-U23-Norwich-City-U23-October-15-2021-Premier-League-2----Division-2,0.0,0.1666666666666666,0.5
8,8,8,8,2021-10-22,Fri,PL2 — Div. 2,Matchweek 9,Home,W 2–1,Norwich City,Birmingham City,Y,FW,90,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/33c454f4/Norwich-City-U23-Birmingham-City-U23-October-22-2021-Premier-League-2----Division-2,1.0,0.0,0.5
9,9,9,9,2021-10-29,Fri,PL2 — Div. 2,Matchweek 10,Away,D 2–2,Norwich City,Newcastle Utd,Y,CB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/36e07f03/Newcastle-United-U23-Norwich-City-U23-October-29-2021-Premier-League-2----Division-2,0.5,0.3333333333333333,0.5
10,10,10,10,2021-11-05,Fri,PL2 — Div. 2,Matchweek 11,Home,W 4–2,Norwich City,Nottingham Forest,Y,CM,90,2,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/b885a1fa/Norwich-City-U23-Nottingham-Forest-U23-November-5-2021-Premier-League-2----Division-2,1.0,0.5,0.5
11,11,11,11,2021-11-21,Sun,PL2 — Div. 2,Matchweek 12,Away,L 2–3,Norwich City,Middlesbrough,Y,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9858a331/Middlesbrough-U23-Norwich-City-U23-November-21-2021-Premier-League-2----Division-2,0.0,0.8333333333333334,0.5
12,12,12,12,2021-11-29,Mon,PL2 — Div. 2,Matchweek 13,Away,W 5–0,Norwich City,Wolves,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ce54c39a/Wolverhampton-Wanderers-U23-Norwich-City-U23-November-29-2021-Premier-League-2----Division-2,1.0,0.5,0.5
13,13,13,13,2021-12-03,Fri,PL2 — Div. 2,Matchweek 14,Home,W 5–2,Norwich City,Reading,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9610f2da/Norwich-City-U23-Reading-U23-December-3-2021-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
14,14,14,14,2021-12-17,Fri,PL2 — Div. 2,Matchweek 15,Home,W 4–3,Norwich City,Southampton,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c2d08eee/Norwich-City-U23-Southampton-U23-December-17-2021-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
