,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2020-09-14,Mon,Premier League,Matchweek 1,Away,W 3–1,Chelsea,Brighton,N,RB,6,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,1.0,0.0,0.0,0.0,/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2020-09-23,Wed,EFL Cup,Third round,Home,W 6–0,Chelsea,Barnsley,Y*,RB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9c3229db/Chelsea-Barnsley-September-23-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Away,D 3–3,Chelsea,West Brom,N,"LB,CB",45,0,1,0,0,1,1,0,0,73.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,56.0,65.0,86.2,6.0,39.0,2.0,1.0,1.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.4523809523809524
3,3,3,3,3,3,3,3,3,3,2020-09-29,Tue,EFL Cup,Fourth round,Away,D 1 (4)–1 (5),Chelsea,Tottenham,Y*,RB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2e02cd1a/Tottenham-Hotspur-Chelsea-September-29-2020-EFL-Cup,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,2020-10-03,Sat,Premier League,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,Y*,RB,90,0,0,0,0,1,0,1,0,106.0,1.0,0,1.0,0.1,0.1,0.0,3.0,1.0,90.0,100.0,90.0,9.0,49.0,0.0,1.0,0.0,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,1.0,0.6666666666666666,0.6153846153846154
5,5,5,5,5,5,5,5,5,5,2020-10-17,Sat,Premier League,Matchweek 5,Home,D 3–3,Chelsea,Southampton,Y*,RB,90,0,0,0,0,0,0,0,0,98.0,4.0,0,5.0,0.0,0.0,0.0,2.0,0.0,68.0,88.0,77.3,5.0,57.0,2.0,0.0,0.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,0.6666666666666666,0.7023809523809523
6,6,6,6,6,6,6,6,6,6,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,0,0,93.0,0.0,0,3.0,0.0,0.0,0.0,1.0,0.0,72.0,85.0,84.7,5.0,36.0,0.0,0.0,0.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.7738095238095238
7,7,7,7,7,7,7,7,7,7,2020-10-28,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,ru Krasnodar,Y*,RB,90,0,0,0,0,0,0,0,0,97.0,4.0,1,0.0,0.0,0.0,0.0,2.0,0.0,74.0,84.0,88.1,7.0,58.0,1.0,2.0,1.0,/en/matches/1ef61ea1/Krasnodar-Chelsea-October-28-2020-Champions-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,2020-11-24,Tue,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,fr Rennes,Y*,RB,90,0,0,0,0,1,0,0,0,81.0,3.0,1,4.0,0.0,0.0,0.0,1.0,0.0,53.0,66.0,80.3,3.0,43.0,0.0,0.0,0.0,/en/matches/242bdedd/Rennes-Chelsea-November-24-2020-Champions-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,2020-12-02,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,es Sevilla,Y*,RB,90,0,0,0,0,0,0,0,0,71.0,4.0,2,3.0,0.0,0.0,0.1,2.0,0.0,50.0,62.0,80.6,5.0,29.0,1.0,0.0,0.0,/en/matches/d3a1eed4/Sevilla-Chelsea-December-2-2020-Champions-League,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,2020-12-08,Tue,Champions Lg,Group stage,Home,D 1–1,eng Chelsea,ru Krasnodar,Y*,RB,90,0,0,0,0,0,0,1,0,94.0,1.0,1,3.0,0.0,0.0,0.1,4.0,0.0,72.0,85.0,84.7,8.0,59.0,1.0,1.0,1.0,/en/matches/58e872f7/Chelsea-Krasnodar-December-8-2020-Champions-League,0.5,1.0,0.5
11,11,11,11,11,11,11,11,11,11,2020-12-21,Mon,Premier League,Matchweek 14,Home,W 3–0,Chelsea,West Ham,Y*,RB,90,0,0,0,0,0,0,0,0,81.0,5.0,2,2.0,0.0,0.0,0.0,2.0,1.0,53.0,67.0,79.1,2.0,44.0,0.0,2.0,1.0,/en/matches/9a718e42/Chelsea-West-Ham-United-December-21-2020-Premier-League,1.0,0.8333333333333334,0.5384615384615384
12,12,12,12,12,12,12,12,12,12,2020-12-28,Mon,Premier League,Matchweek 16,Home,D 1–1,Chelsea,Aston Villa,Y*,RB,90,0,0,0,0,0,0,1,0,88.0,2.0,1,1.0,0.0,0.0,0.2,3.0,0.0,56.0,74.0,75.7,5.0,18.0,1.0,1.0,0.0,/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League,0.5,0.8333333333333334,0.8076923076923077
13,13,13,13,13,13,13,13,13,13,2021-01-03,Sun,Premier League,Matchweek 17,Home,L 1–3,Chelsea,Manchester City,Y*,RB,90,0,0,0,0,1,1,0,0,73.0,1.0,2,2.0,0.2,0.2,0.0,1.0,0.0,61.0,65.0,93.8,5.0,52.0,0.0,0.0,0.0,/en/matches/85507602/Chelsea-Manchester-City-January-3-2021-Premier-League,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,2021-01-10,Sun,FA Cup,Third round proper,Home,W 4–0,Chelsea,Morecambe,Y*,RB,90,0,1,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/7db82f30/Chelsea-Morecambe-January-10-2021-FA-Cup,1.0,0.5,0.5
15,15,15,15,15,15,15,15,15,15,2021-01-16,Sat,Premier League,Matchweek 19,Away,W 1–0,Chelsea,Fulham,Y*,RB,90,0,0,0,0,2,0,1,0,103.0,4.0,0,1.0,0.1,0.1,0.0,3.0,0.0,75.0,89.0,84.3,8.0,53.0,2.0,0.0,0.0,/en/matches/714c642d/Fulham-Chelsea-January-16-2021-Premier-League,1.0,0.5,0.5
16,16,16,16,16,16,16,16,16,16,2021-01-27,Wed,Premier League,Matchweek 20,Home,D 0–0,Chelsea,Wolves,Y*,"CB,RB",90,0,0,0,0,0,0,0,0,115.0,3.0,1,0.0,0.0,0.0,0.1,2.0,0.0,101.0,111.0,91.0,3.0,61.0,4.0,0.0,0.0,/en/matches/42eeae0e/Chelsea-Wolverhampton-Wanderers-January-27-2021-Premier-League,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,2021-01-31,Sun,Premier League,Matchweek 21,Home,W 2–0,Chelsea,Burnley,Y*,CB,90,1,0,0,0,1,1,0,0,106.0,0.0,1,1.0,0.1,0.1,0.1,1.0,0.0,86.0,100.0,86.0,4.0,30.0,2.0,0.0,0.0,/en/matches/3372f3f3/Chelsea-Burnley-January-31-2021-Premier-League,1.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,18,18,2021-02-04,Thu,Premier League,Matchweek 22,Away,W 1–0,Chelsea,Tottenham,Y*,CB,90,0,0,0,0,1,0,1,0,95.0,1.0,2,2.0,0.1,0.1,0.0,3.0,1.0,79.0,88.0,89.8,7.0,55.0,4.0,2.0,1.0,/en/matches/7d98a679/Tottenham-Hotspur-Chelsea-February-4-2021-Premier-League,1.0,0.8333333333333334,0.5
