,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–1,Everton,Southampton,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,72.0,5.0,2.0,1.0,0.0,0.0,0.1,4.0,1.0,40.0,58.0,69.0,9.0,29.0,1.0,0.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,D 2–2,Everton,Leeds United,Y*,RB,90,0,0,0,0,1.0,0.0,1,0,39.0,2.0,5.0,0.0,0.0,0.0,0.1,2.0,0.0,19.0,27.0,70.4,2.0,8.0,0.0,1.0,0.0,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,0.5,0.5,0.5256410256410257
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-28,Sat,Premier League,Matchweek 3,Away,W 2–0,Everton,Brighton,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,27.0,41.0,65.9,2.0,28.0,2.0,4.0,3.0,/en/matches/ec8b667a/Brighton-and-Hove-Albion-Everton-August-28-2021-Premier-League,1.0,0.5,0.5357142857142857
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-01,Wed,WCQ,First round,Away,L 1–2,ie Rep. of Ireland,pt Portugal,Y*,RM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/0cbf3fca/Portugal-Republic-of-Ireland-September-1-2021-WCQ----UEFA-M,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-04,Sat,WCQ,First round,Home,D 1–1,ie Rep. of Ireland,az Azerbaijan,Y*,CB,90,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/24636112/Republic-of-Ireland-Azerbaijan-September-4-2021-WCQ----UEFA-M,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-13,Mon,Premier League,Matchweek 4,Home,W 3–1,Everton,Burnley,Y*,"RM,RB",90,0,0,0,0,0.0,0.0,0,0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,45.0,63.0,71.4,8.0,38.0,1.0,2.0,1.0,/en/matches/668b2f97/Everton-Burnley-September-13-2021-Premier-League,1.0,0.5,0.3095238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-17,Sun,Premier League,Matchweek 8,Home,L 0–1,Everton,West Ham,Y*,RB,90,0,0,0,0,1.0,0.0,0,0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,43.0,76.7,3.0,26.0,4.0,1.0,1.0,/en/matches/15871600/Everton-West-Ham-United-October-17-2021-Premier-League,0.0,0.5,0.630952380952381
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-23,Sat,Premier League,Matchweek 9,Home,L 2–5,Everton,Watford,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,60.0,1.0,0.0,1.0,0.0,0.0,0.2,2.0,0.0,35.0,51.0,68.6,7.0,29.0,1.0,0.0,0.0,/en/matches/6985d123/Everton-Watford-October-23-2021-Premier-League,0.0,0.5,0.2857142857142857
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-11-01,Mon,Premier League,Matchweek 10,Away,L 1–2,Everton,Wolves,Y*,RB,90,0,0,0,0,1.0,0.0,1,0,70.0,6.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,40.0,54.0,74.1,3.0,25.0,2.0,1.0,0.0,/en/matches/c9ad66cc/Wolverhampton-Wanderers-Everton-November-1-2021-Premier-League,0.0,0.3333333333333333,0.7619047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-07,Sun,Premier League,Matchweek 11,Home,D 0–0,Everton,Tottenham,Y*,RB,90,0,0,0,0,0.0,0.0,0,0,84.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,72.0,72.2,3.0,41.0,2.0,3.0,2.0,/en/matches/224d1c99/Everton-Tottenham-Hotspur-November-7-2021-Premier-League,0.5,0.0,0.6428571428571429
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-11,Thu,WCQ,First round,Home,D 0–0,ie Rep. of Ireland,pt Portugal,Y*,CB,90,0,0,0,0,0.0,0.0,1,0,,,3.0,,,,,,,,,,,,,,,/en/matches/8b321574/Republic-of-Ireland-Portugal-November-11-2021-WCQ----UEFA-M,0.5,0.1666666666666666,0.5
