,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2020-09-13,Sat,Matchweek 3,Home,D 3–3,West Brom,Chelsea,N,"On matchday squad, but did not play",/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,,,,,,,,,,,,,,,,,
1,2020-09-13,Sun,Matchweek 4,Away,L 0–2,West Brom,Southampton,Y,RW,45,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League
2,2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020-09-13,Mon,Matchweek 6,Away,D 1–1,West Brom,Brighton,N,LM,28,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League
4,2020-09-13,Mon,Matchweek 7,Away,L 0–2,West Brom,Fulham,N,"On matchday squad, but did not play",/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,,,,,,,,,,,,,,,,,
5,2020-09-13,Sun,Matchweek 8,Home,L 0–1,West Brom,Tottenham,N,LM,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League
6,2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020-09-13,Sun,Matchweek 14,Home,L 0–3,West Brom,Aston Villa,N,"On matchday squad, but did not play",/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,,,,,,,,,,,,,,,,,
8,2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020-09-13,Sat,Matchweek 19,Away,W 3–2,West Brom,Wolves,N,"On matchday squad, but did not play",/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,,,,,,,,,,,,,,,,,
10,2020-09-13,Tue,Matchweek 18,Away,L 1–2,West Brom,West Ham,N,"On matchday squad, but did not play",/en/matches/42daddbb/West-Ham-United-West-Bromwich-Albion-January-19-2021-Premier-League,,,,,,,,,,,,,,,,,
11,2020-09-13,Tue,Matchweek 20,Home,L 0–5,West Brom,Manchester City,N,"On matchday squad, but did not play",/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League,,,,,,,,,,,,,,,,,
