,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2020-01-18,Sat,Matchweek 25,Home,L 2–3,Watford,Everton,N,RM,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0.0,/en/matches/476d12a9/Watford-Everton-February-1-2020-Premier-League
1,2020-01-18,Sat,Matchweek 26,Away,D 1–1,Watford,Brighton,N,RW,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,/en/matches/111b8b45/Brighton-and-Hove-Albion-Watford-February-8-2020-Premier-League
2,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020-01-18,Sat,Matchweek 28,Home,W 3–0,Watford,Liverpool,N,RW,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,/en/matches/4df69c15/Watford-Liverpool-February-29-2020-Premier-League
4,2020-01-18,Sat,Matchweek 29,Away,L 0–1,Watford,Crystal Palace,N,"LM,LW",17,1,0,0,1,1,0,1,0,1,0,0,0,3,1,0,100.0,/en/matches/7535d777/Crystal-Palace-Watford-March-7-2020-Premier-League
5,2020-01-18,Sat,Matchweek 30,Home,D 1–1,Watford,Leicester City,N,"On matchday squad, but did not play",/en/matches/e5f403c2/Watford-Leicester-City-June-20-2020-Premier-League,,,,,,,,,,,,,,,,,
6,2020-01-18,Thu,Matchweek 31,Away,L 0–1,Watford,Burnley,N,"On matchday squad, but did not play",/en/matches/965fbb94/Burnley-Watford-June-25-2020-Premier-League,,,,,,,,,,,,,,,,,
7,2020-01-18,Sun,Matchweek 32,Home,L 1–3,Watford,Southampton,N,RB,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,/en/matches/37720dc3/Watford-Southampton-June-28-2020-Premier-League
8,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020-01-18,Tue,Matchweek 34,Home,W 2–1,Watford,Norwich City,N,"On matchday squad, but did not play",/en/matches/7e51a0cb/Watford-Norwich-City-July-7-2020-Premier-League,,,,,,,,,,,,,,,,,
10,2020-01-18,Sat,Matchweek 35,Home,W 2–1,Watford,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/ae59ff28/Watford-Newcastle-United-July-11-2020-Premier-League,,,,,,,,,,,,,,,,,
11,2020-01-18,Fri,Matchweek 36,Away,L 1–3,Watford,West Ham,N,"On matchday squad, but did not play",/en/matches/249bbdaa/West-Ham-United-Watford-July-17-2020-Premier-League,,,,,,,,,,,,,,,,,
12,2020-01-18,Tue,Matchweek 37,Home,L 0–4,Watford,Manchester City,N,"On matchday squad, but did not play",/en/matches/9979847f/Watford-Manchester-City-July-21-2020-Premier-League,,,,,,,,,,,,,,,,,
13,2020-01-18,Sun,Matchweek 38,Away,L 2–3,Watford,Arsenal,N,"On matchday squad, but did not play",/en/matches/5ecaeb4b/Arsenal-Watford-July-26-2020-Premier-League,,,,,,,,,,,,,,,,,
