,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,W 3–0,Liverpool,Norwich City,Y,RW,90,1,2,0,0,5.0,2.0,0,0,35.0,0.0,0.0,0.0,0.3,0.3,0.7,4.0,2.0,17.0,24.0,70.8,4.0,19.0,3.0,3.0,2.0,/en/matches/c52500ad/Norwich-City-Liverpool-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 2–0,Liverpool,Burnley,Y,RW,90,0,0,0,0,5.0,1.0,0,0,42.0,0.0,0.0,0.0,0.4,0.4,0.1,7.0,0.0,26.0,31.0,83.9,2.0,33.0,6.0,4.0,2.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-28,Sat,Premier League,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,Y,RW,90,1,0,1,1,2.0,1.0,0,0,56.0,0.0,0.0,0.0,1.1,0.3,0.2,7.0,0.0,37.0,45.0,82.2,2.0,35.0,3.0,4.0,2.0,/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League,0.5,0.5,0.7261904761904762
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-05,Sun,WCQ,Second round,Away,D 1–1,eg Egypt,ga Gabon,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/66675dea/Gabon-Egypt-September-5-2021-WCQ----CAF-M,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-12,Sun,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,Y,RW,90,1,0,0,0,3.0,1.0,0,0,47.0,1.0,0.0,0.0,0.9,0.9,0.8,9.0,0.0,25.0,34.0,73.5,6.0,34.0,5.0,3.0,0.0,/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League,1.0,0.6666666666666666,0.5833333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-15,Wed,Champions Lg,Group stage,Home,W 3–2,eng Liverpool,it Milan,Y,RW,83,1,0,0,1,4.0,2.0,0,0,64.0,0.0,1.0,0.0,1.7,1.0,0.1,6.0,1.0,42.0,52.0,80.8,5.0,42.0,4.0,7.0,3.0,/en/matches/ff3e4ae2/Liverpool-Milan-September-15-2021-Champions-League,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-18,Sat,Premier League,Matchweek 5,Home,W 3–0,Liverpool,Crystal Palace,Y,RW,90,1,0,0,0,6.0,5.0,1,0,57.0,0.0,0.0,0.0,0.5,0.5,0.2,4.0,1.0,34.0,44.0,77.3,7.0,46.0,1.0,5.0,3.0,/en/matches/59ef8c18/Liverpool-Crystal-Palace-September-18-2021-Premier-League,1.0,0.8333333333333334,0.619047619047619
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 3–3,Liverpool,Brentford,Y,"RW,FW",90,1,0,0,0,3.0,1.0,0,0,51.0,0.0,1.0,0.0,1.6,1.6,0.0,5.0,1.0,27.0,41.0,65.9,4.0,33.0,4.0,4.0,2.0,/en/matches/87140543/Brentford-Liverpool-September-25-2021-Premier-League,0.5,1.0,0.5476190476190476
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-28,Tue,Champions Lg,Group stage,Away,W 5–1,eng Liverpool,pt Porto,Y,RW,65,2,0,0,0,2.0,2.0,0,0,35.0,0.0,0.0,0.0,1.2,1.2,0.1,4.0,0.0,22.0,25.0,88.0,4.0,25.0,3.0,3.0,1.0,/en/matches/1c876d93/Porto-Liverpool-September-28-2021-Champions-League,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-03,Sun,Premier League,Matchweek 7,Home,D 2–2,Liverpool,Manchester City,Y,RW,90,1,1,0,0,3.0,1.0,0,0,40.0,4.0,1.0,0.0,0.2,0.2,0.6,5.0,4.0,17.0,21.0,81.0,5.0,26.0,5.0,8.0,5.0,/en/matches/2598b046/Liverpool-Manchester-City-October-3-2021-Premier-League,0.5,0.8333333333333334,0.5694444444444445
