,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,2023-01-05,Thu,Premier League,Matchweek 19,Away,W 1–0,Manchester City,Chelsea,N,DM,5,0,0,0,0,0,0,0,0,4.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/eacda90c/Chelsea-Manchester-City-January-5-2023-Premier-League,1.0,1.0,0.5
11,11,11,2023-01-08,Sun,FA Cup,Third round proper,Home,W 4–0,Manchester City,Chelsea,N,,33,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/b7265ef7/Manchester-City-Chelsea-January-8-2023-FA-Cup,1.0,1.0,0.5
12,12,12,2023-01-11,Wed,EFL Cup,Quarter-finals,Away,L 0–2,Manchester City,Southampton,Y,CM,62,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ce31c2c4/Southampton-Manchester-City-January-11-2023-EFL-Cup,0.0,1.0,0.5
13,13,13,2023-01-22,Sun,Premier League,Matchweek 21,Home,W 3–0,Manchester City,Wolves,N,DM,14,0,0,0,0,1,0,0,0,16.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,1.0,10.0,0.0,0.0,0.0,/en/matches/7337f90a/Manchester-City-Wolverhampton-Wanderers-January-22-2023-Premier-League,1.0,0.6666666666666666,0.5
14,14,14,2023-02-15,Wed,Premier League,Matchweek 12,Away,W 3–1,Manchester City,Arsenal,N,CM,4,0,0,0,0,0,0,0,0,4.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,/en/matches/b9da01e6/Arsenal-Manchester-City-February-15-2023-Premier-League,1.0,0.6666666666666666,0.5
15,15,15,2023-02-25,Sat,Premier League,Matchweek 25,Away,W 4–1,Manchester City,Bournemouth,N,DM,36,0,0,0,0,1,0,1,0,47.0,2.0,1,1.0,0.1,0.1,0.0,0.0,0.0,38.0,39.0,97.4,1.0,24.0,0.0,0.0,0.0,/en/matches/e731c1dd/Bournemouth-Manchester-City-February-25-2023-Premier-League,1.0,0.6666666666666666,0.5
16,16,16,2023-02-28,Tue,FA Cup,Fifth round proper,Away,W 3–0,Manchester City,Bristol City,Y,CB,90,0,0,0,0,2,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/d61f60fd/Bristol-City-Manchester-City-February-28-2023-FA-Cup,1.0,1.0,0.5
17,17,17,2023-03-14,Tue,Champions Lg,Round of 16,Home,W 7–0,eng Manchester City,de RB Leipzig,N,DM,27,0,0,0,0,0,0,0,0,33.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,96.8,0.0,21.0,0.0,0.0,0.0,/en/matches/808a6511/Manchester-City-RB-Leipzig-March-14-2023-Champions-League,1.0,1.0,0.5
18,18,18,2023-03-18,Sat,FA Cup,Quarter-finals,Home,W 6–0,Manchester City,Burnley,N,,25,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/50e94089/Manchester-City-Burnley-March-18-2023-FA-Cup,1.0,1.0,0.5
19,19,19,2023-03-23,Thu,Euro Qualifying,Group stage,Away,W 2–1,eng England,it Italy,Y,CM,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/64af7b32/Italy-England-March-23-2023-Euro-Qualifying,1.0,1.0,0.5
20,20,20,2023-04-08,Sat,Premier League,Matchweek 30,Away,W 4–1,Manchester City,Southampton,N,DM,10,0,0,0,0,0,0,0,0,30.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,96.6,1.0,20.0,0.0,0.0,0.0,/en/matches/fb045117/Southampton-Manchester-City-April-8-2023-Premier-League,1.0,1.0,0.5
21,21,21,2023-04-15,Sat,Premier League,Matchweek 31,Home,W 3–1,Manchester City,Leicester City,N,DM,38,0,0,0,0,0,0,0,0,47.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,45.0,86.7,3.0,32.0,0.0,0.0,0.0,/en/matches/ce8df388/Manchester-City-Leicester-City-April-15-2023-Premier-League,1.0,1.0,0.5
22,22,22,2023-04-22,Sat,FA Cup,Semi-finals,Neutral,W 3–0,Manchester City,Sheffield Utd,N,,16,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d9e93a05/Manchester-City-Sheffield-United-April-22-2023-FA-Cup,1.0,1.0,0.5
23,23,23,2023-05-03,Wed,Premier League,Matchweek 28,Home,W 3–0,Manchester City,West Ham,N,DM,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/fccab6ff/Manchester-City-West-Ham-United-May-3-2023-Premier-League,1.0,1.0,0.5
24,24,24,2023-05-14,Sun,Premier League,Matchweek 36,Away,W 3–0,Manchester City,Everton,N,DM,3,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,1.0,7.0,0.0,0.0,0.0,/en/matches/704aa0f3/Everton-Manchester-City-May-14-2023-Premier-League,1.0,1.0,0.5
25,25,25,2023-05-21,Sun,Premier League,Matchweek 37,Home,W 1–0,Manchester City,Chelsea,Y,"DM,CM",90,0,0,0,0,3,0,0,0,92.0,0.0,2,2.0,0.2,0.2,0.1,5.0,1.0,77.0,83.0,92.8,5.0,63.0,0.0,1.0,1.0,/en/matches/589e447b/Manchester-City-Chelsea-May-21-2023-Premier-League,1.0,1.0,0.5
26,26,26,2023-05-24,Wed,Premier League,Matchweek 32,Away,D 1–1,Manchester City,Brighton,N,CM,7,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,5.0,0.0,0.0,0.0,/en/matches/d4bee10d/Brighton-and-Hove-Albion-Manchester-City-May-24-2023-Premier-League,0.5,1.0,0.5
27,27,27,2023-05-28,Sun,Premier League,Matchweek 38,Away,L 0–1,Manchester City,Brentford,Y,DM,90,0,0,0,0,1,0,0,0,86.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,94.8,5.0,63.0,1.0,1.0,0.0,/en/matches/e7e969e9/Brentford-Manchester-City-May-28-2023-Premier-League,0.0,0.8333333333333334,0.5
28,28,28,2023-06-19,Mon,Euro Qualifying,Group stage,Home,W 7–0,eng England,mk N. Macedonia,N,,32,1,0,0,0,2,2,1,0,,,0,,,,,,,,,,,,,,,/en/matches/40be9cd8/England-North-Macedonia-June-19-2023-Euro-Qualifying,1.0,0.5,0.5
