,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Home,L 0–1,se Sweden,fr France,Y,CB,90,0,0,0,0,1.0,1.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/aa3c0a8a/Sweden-France-September-5-2020-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Home,L 1–3,Manchester Utd,Crystal Palace,Y,CB,90,0,0,0,0,1.0,0.0,0,0,99.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,1.0,82.0,85.0,96.5,5.0,60.0,3.0,0.0,0.0,/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 3–2,Manchester Utd,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,63.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,46.0,89.1,2.0,38.0,0.0,0.0,0.0,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,1.0,0.5,0.5512820512820513
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-30,Wed,EFL Cup,Fourth round,Away,W 3–0,Manchester Utd,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,3.0,,,,,,,,,,,,,,,/en/matches/310f1db8/Brighton-and-Hove-Albion-Manchester-United-September-30-2020-EFL-Cup,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-11,Sun,UEFA Nations League,League A,Away,L 1–2,se Sweden,hr Croatia,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/cf186f77/Croatia-Sweden-October-11-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-14,Wed,UEFA Nations League,League A,Away,L 0–3,se Sweden,pt Portugal,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/cd9a6901/Portugal-Sweden-October-14-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-17,Sat,Premier League,Matchweek 5,Away,W 4–1,Manchester Utd,Newcastle Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,90.0,2.0,40.0,0.0,0.0,0.0,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,1.0,0.3333333333333333,0.6071428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-20,Tue,Champions Lg,Group stage,Away,W 2–1,eng Manchester Utd,fr Paris S-G,Y,CB,90,0,0,0,0,1.0,1.0,0,0,42.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,83.9,2.0,18.0,0.0,0.0,0.0,/en/matches/58dadb06/Paris-Saint-Germain-Manchester-United-October-20-2020-Champions-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 0–0,Manchester Utd,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,0,0,72.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,57.0,64.0,89.1,2.0,40.0,0.0,1.0,1.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.5833333333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-28,Wed,Champions Lg,Group stage,Home,W 5–0,eng Manchester Utd,de RB Leipzig,Y,CB,90,0,0,0,0,1.0,0.0,0,0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,51.0,92.2,2.0,32.0,0.0,0.0,0.0,/en/matches/057b1ad9/Manchester-United-RB-Leipzig-October-28-2020-Champions-League,1.0,0.8333333333333334,0.5
