,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 2–3,Aston Villa,Watford,N,RM,19,0,0,0,0,1.0,0.0,0,0,15.0,1.0,0.0,0.0,0.1,0.1,0.0,4.0,2.0,8.0,9.0,88.9,4.0,13.0,6.0,4.0,3.0,/en/matches/814b563c/Watford-Aston-Villa-August-14-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-11,Sat,Premier League,Matchweek 4,Away,L 0–3,Aston Villa,Chelsea,N,AM,22,0,0,0,0,1.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,8.0,87.5,2.0,9.0,0.0,5.0,3.0,/en/matches/67bbc3a5/Chelsea-Aston-Villa-September-11-2021-Premier-League,0.0,0.5,0.738095238095238
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-18,Sat,Premier League,Matchweek 5,Home,W 3–0,Aston Villa,Everton,N,RM,5,0,0,0,0,2.0,0.0,0,0,10.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,5.0,40.0,0.0,6.0,0.0,2.0,1.0,/en/matches/57323feb/Aston-Villa-Everton-September-18-2021-Premier-League,1.0,0.5,0.7444444444444446
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-22,Wed,EFL Cup,Third round,Away,D 1 (3)–1 (4),Aston Villa,Chelsea,Y,AM,63,0,0,0,0,2.0,2.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-03,Sun,Premier League,Matchweek 7,Away,L 1–2,Aston Villa,Tottenham,N,RM,11,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,1.0,0.0,0.0,/en/matches/7bb0a43c/Tottenham-Hotspur-Aston-Villa-October-3-2021-Premier-League,0.0,0.5,0.3846153846153846
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-12-26,Sun,Premier League,Matchweek 19,Home,L 1–3,Aston Villa,Chelsea,N,"AM,FW",18,0,0,0,0,0.0,0.0,0,0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,9.0,0.0,3.0,0.0,/en/matches/61396bd8/Aston-Villa-Chelsea-December-26-2021-Premier-League,0.0,0.5,0.6547619047619048
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-01-02,Sun,Premier League,Matchweek 21,Away,L 1–2,Aston Villa,Brentford,Y,RW,79,0,0,0,0,0.0,0.0,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,25.0,72.0,3.0,26.0,1.0,5.0,3.0,/en/matches/dfaa1817/Brentford-Aston-Villa-January-2-2022-Premier-League,0.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-01-09,Sun,Africa Cup of Nations,Group stage,Neutral,L 1–2,bf Burkina Faso,cm Cameroon,Y*,AM,85,0,1,0,0,4.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5ddd2df6/Cameroon-Burkina-Faso-January-9-2022-Africa-Cup-of-Nations,0.0,0.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-01-17,Mon,Africa Cup of Nations,Group stage,Neutral,D 1–1,bf Burkina Faso,et Ethiopia,Y*,FW,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/74bd2c69/Burkina-Faso-Ethiopia-January-17-2022-Africa-Cup-of-Nations,0.5,0.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-01-23,Sun,Africa Cup of Nations,Round of 16,Neutral,D 1 (7)–1 (6),bf Burkina Faso,ga Gabon,Y*,FW,80,1,0,0,1,5.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a78a7041/Burkina-Faso-Gabon-January-23-2022-Africa-Cup-of-Nations,0.5,0.1666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-02-02,Wed,Africa Cup of Nations,Semi-finals,Neutral,L 1–3,bf Burkina Faso,sn Senegal,Y*,AM,90,0,0,0,0,4.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fe529613/Burkina-Faso-Senegal-February-2-2022-Africa-Cup-of-Nations,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-02-05,Sat,Africa Cup of Nations,Third-place match,Neutral,D 3 (3)–3 (5),bf Burkina Faso,cm Cameroon,Y*,AM,85,0,1,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4af5d8d6/Burkina-Faso-Cameroon-February-5-2022-Africa-Cup-of-Nations,0.5,0.3333333333333333,0.5
