,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2019-08-10,Sun,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y,CM,57,2,2,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League
1,2019-08-10,Sat,Matchweek 4,Home,W 4–0,Manchester City,Brighton,N,DM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League
2,2019-08-10,Sat,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y,DM,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League
3,2019-08-10,Sat,Matchweek 6,Home,W 8–0,Manchester City,Watford,N,"On matchday squad, but did not play",/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,,,,,,,,,,,,,,,
4,2019-08-10,Sat,Matchweek 7,Away,W 3–1,Manchester City,Everton,Y,LM,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League
5,2019-08-10,Sun,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,"DM,CM",90,4,3,1,0,0,0,0,0,0,0,0,0,0,0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League
6,2019-08-10,Sat,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y,"CM,RM",90,6,6,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League
7,2019-08-10,Sat,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y,"CM,DM,CB",90,7,6,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League
8,2019-08-10,Sat,Matchweek 11,Home,W 2–1,Manchester City,Southampton,Y,"CM,DM",90,8,8,0,0,0,0,0,1,1,0,0,0,0,0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League
9,2019-08-10,Sun,Matchweek 12,Away,L 1–3,Manchester City,Liverpool,Y,DM,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League
10,2019-08-10,Sat,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,N,"CM,DM",39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League
11,2019-08-10,Sat,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y,"CM,LM",90,4,3,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League
12,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,
13,2019-08-10,Sat,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd,N,CM,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League
14,2019-08-10,Sun,Matchweek 17,Away,W 3–0,Manchester City,Arsenal,Y,DM,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League
