,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,2022-10-11,Tue,League One,Matchweek 8,Away,L 2–4,Exeter City,Charlton Ath,Y,FW,90,1,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/80e44d5e/Charlton-Athletic-Exeter-City-October-11-2022-League-One,0.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,2022-10-15,Sat,League One,Matchweek 15,Home,L 2–4,Exeter City,Oxford United,Y,FW,83,0,0,0,0,1.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/8d4b95e4/Exeter-City-Oxford-United-October-15-2022-League-One,0.0,0.5,0.5
12,12,12,12,12,12,12,2022-10-22,Sat,League One,Matchweek 16,Home,W 2–1,Exeter City,Fleetwood Town,Y,FW,76,1,0,0,0,2.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fd1795f8/Exeter-City-Fleetwood-Town-October-22-2022-League-One,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,2022-10-25,Tue,League One,Matchweek 13,Away,D 0–0,Exeter City,Derby County,Y,FW,90,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c4d6df77/Derby-County-Exeter-City-October-25-2022-League-One,0.5,0.3333333333333333,0.5
14,14,14,14,14,14,14,2022-10-31,Mon,League One,Matchweek 17,Away,L 2–4,Exeter City,Plymouth Argyle,Y,FW,90,0,2,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/249739e1/Plymouth-Argyle-Exeter-City-October-31-2022-League-One,0.0,0.5,0.5
15,15,15,15,15,15,15,2022-11-05,Sat,FA Cup,First round proper,Away,W 3–2,Exeter City,Port Vale,Y,FW,89,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/e2ad6f78/Port-Vale-Exeter-City-November-5-2022-FA-Cup,1.0,0.5,0.5
16,16,16,16,16,16,16,2022-11-12,Sat,League One,Matchweek 18,Home,W 3–2,Exeter City,P'borough Utd,Y,FW,90,0,1,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/21fc396b/Exeter-City-Peterborough-United-November-12-2022-League-One,1.0,0.5,0.5
17,17,17,17,17,17,17,2022-11-19,Sat,League One,Matchweek 19,Home,L 0–2,Exeter City,Ipswich Town,Y,FW,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/167a37b3/Exeter-City-Ipswich-Town-November-19-2022-League-One,0.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,2022-11-26,Sat,FA Cup,Second round proper,Away,L 1–4,Exeter City,Oxford United,N,,45,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/543fa1e4/Oxford-United-Exeter-City-November-26-2022-FA-Cup,0.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,2022-12-02,Fri,League One,Matchweek 20,Away,D 1–1,Exeter City,Morecambe,Y,FW,90,0,0,0,0,2.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/e0187c0a/Morecambe-Exeter-City-December-2-2022-League-One,0.5,0.3333333333333333,0.5
20,20,20,20,20,20,20,2022-12-10,Sat,League One,Matchweek 21,Home,D 1–1,Exeter City,Sheffield Weds,Y,FW,90,0,0,0,0,2.0,2.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/4d55526c/Exeter-City-Sheffield-Wednesday-December-10-2022-League-One,0.5,0.1666666666666666,0.5
21,21,21,21,21,21,21,2022-12-17,Sat,League One,Matchweek 22,Away,L 0–2,Exeter City,Bolton,Y,FW,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/8092bd94/Bolton-Wanderers-Exeter-City-December-17-2022-League-One,0.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,2022-12-26,Mon,League One,Matchweek 23,Home,D 0–0,Exeter City,Portsmouth,Y,FW,63,0,0,0,0,2.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c065d9e6/Exeter-City-Portsmouth-December-26-2022-League-One,0.5,0.3333333333333333,0.5
23,23,23,23,23,23,23,2022-12-29,Thu,League One,Matchweek 24,Away,W 4–3,Exeter City,Bristol Rovers,N,,31,0,1,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/eb4d73ee/Bristol-Rovers-Exeter-City-December-29-2022-League-One,1.0,0.3333333333333333,0.5
24,24,24,24,24,24,24,2023-01-01,Sun,League One,Matchweek 25,Away,W 1–0,Exeter City,Oxford United,N,,27,0,0,0,0,2.0,1.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/53a2fecf/Oxford-United-Exeter-City-January-1-2023-League-One,1.0,0.5,0.5
25,25,25,25,25,25,25,2023-01-14,Sat,League One,Matchweek 27,Home,D 1–1,Exeter City,FG Rovers,Y,FW,90,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2b50ce19/Exeter-City-Forest-Green-Rovers-January-14-2023-League-One,0.5,0.8333333333333334,0.5
26,26,26,26,26,26,26,2023-01-21,Sat,League One,Matchweek 28,Away,L 0–2,Exeter City,Portsmouth,N,,21,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/bbfa6c1b/Portsmouth-Exeter-City-January-21-2023-League-One,0.0,0.8333333333333334,0.5
27,27,27,27,27,27,27,2023-01-28,Sat,League One,Matchweek 29,Away,W 2–0,Exeter City,MK Dons,N,,30,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/f3946d41/Milton-Keynes-Dons-Exeter-City-January-28-2023-League-One,1.0,0.5,0.5
28,28,28,28,28,28,28,2023-02-04,Sat,League One,Matchweek 30,Home,L 1–2,Exeter City,Charlton Ath,Y,FW,90,0,0,0,0,4.0,1.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/394db66a/Exeter-City-Charlton-Athletic-February-4-2023-League-One,0.0,0.5,0.5
29,29,29,29,29,29,29,2023-02-11,Sat,League One,Matchweek 31,Away,L 0–1,Exeter City,Burton Albion,Y,FW,90,0,0,0,0,1.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/908e1b38/Burton-Albion-Exeter-City-February-11-2023-League-One,0.0,0.3333333333333333,0.5
30,30,30,30,30,30,30,2023-02-14,Tue,League One,Matchweek 32,Home,D 0–0,Exeter City,Shrewsbury,Y,FW,89,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/0f23f6c8/Exeter-City-Shrewsbury-Town-February-14-2023-League-One,0.5,0.3333333333333333,0.5
31,31,31,31,31,31,31,2023-02-18,Sat,League One,Matchweek 33,Away,L 0–1,Exeter City,Port Vale,Y,AM,74,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/56d69543/Port-Vale-Exeter-City-February-18-2023-League-One,0.0,0.1666666666666666,0.5
32,32,32,32,32,32,32,2023-02-25,Sat,League One,Matchweek 34,Home,W 2–0,Exeter City,Cambridge Utd,Y,FW,86,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/8103d8b6/Exeter-City-Cambridge-United-February-25-2023-League-One,1.0,0.1666666666666666,0.5
33,33,33,33,33,33,33,2023-03-04,Sat,League One,Matchweek 35,Away,D 1–1,Exeter City,Wycombe,N,,29,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7c250d61/Wycombe-Wanderers-Exeter-City-March-4-2023-League-One,0.5,0.5,0.5
34,34,34,34,34,34,34,2023-03-11,Sat,League One,Matchweek 36,Home,W 2–1,Exeter City,Lincoln City,Y,FW,85,0,0,0,0,1.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/db7cb7b7/Exeter-City-Lincoln-City-March-11-2023-League-One,1.0,0.5,0.5
35,35,35,35,35,35,35,2023-03-18,Sat,League One,Matchweek 37,Away,L 1–3,Exeter City,Cheltenham,Y,FW,70,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d1e03e6c/Cheltenham-Town-Exeter-City-March-18-2023-League-One,0.0,0.8333333333333334,0.5
36,36,36,36,36,36,36,2023-03-25,Sat,League One,Matchweek 38,Home,W 5–0,Exeter City,Acc'ton Stanley,Y,FW,83,1,1,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/20d364f6/Exeter-City-Accrington-Stanley-March-25-2023-League-One,1.0,0.5,0.5
37,37,37,37,37,37,37,2023-03-28,Tue,League One,Matchweek 26,Home,W 3–1,Exeter City,Barnsley,Y,FW,81,1,1,0,0,1.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/d8d94a96/Exeter-City-Barnsley-March-28-2023-League-One,1.0,0.6666666666666666,0.5
38,38,38,38,38,38,38,2023-04-01,Sat,League One,Matchweek 39,Away,D 2–2,Exeter City,Fleetwood Town,Y,FW,71,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/eefd6d36/Fleetwood-Town-Exeter-City-April-1-2023-League-One,0.5,0.6666666666666666,0.5
39,39,39,39,39,39,39,2023-04-15,Sat,League One,Matchweek 42,Home,L 0–1,Exeter City,Plymouth Argyle,Y,FW,90,0,0,0,0,1.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c32a4805/Exeter-City-Plymouth-Argyle-April-15-2023-League-One,0.0,0.8333333333333334,0.5
40,40,40,40,40,40,40,2023-04-29,Sat,League One,Matchweek 45,Away,L 0–6,Exeter City,Ipswich Town,N,,31,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a12a1000/Ipswich-Town-Exeter-City-April-29-2023-League-One,0.0,0.5,0.5
41,41,41,41,41,41,41,2023-05-07,Sun,League One,Matchweek 46,Home,W 3–2,Exeter City,Morecambe,Y,FW,74,3,0,0,0,5.0,3.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/488367a5/Exeter-City-Morecambe-May-7-2023-League-One,1.0,0.1666666666666666,0.5
