,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-25,Wed,EFL Cup,Second round,Home,D 0 (3)–0 (4),Newcastle Utd,Burnley,Y,LB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-02,Thu,WCQ,First round,Away,W 4–1,nir Northern Ireland,lt Lithuania,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/145016db/Lithuania-Northern-Ireland-September-2-2021-WCQ----UEFA-M,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-05,Sun,Friendlies (M),Friendlies (M),Away,W 1–0,nir Northern Ireland,ee Estonia,Y,LB,54,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/aef28259/Estonia-Northern-Ireland-September-5-2021-Friendlies-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-08,Wed,WCQ,First round,Home,D 0–0,nir Northern Ireland,ch Switzerland,Y,LB,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2c1f6757/Northern-Ireland-Switzerland-September-8-2021-WCQ----UEFA-M,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-11,Sat,Premier League,Matchweek 4,Away,L 1–4,Newcastle Utd,Manchester Utd,N,CB,7,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,1.0,4.0,0.0,0.0,0.0,/en/matches/7794fd6c/Manchester-United-Newcastle-United-September-11-2021-Premier-League,0.0,0.8333333333333334,0.75
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-09,Sat,WCQ,First round,Away,L 0–2,nir Northern Ireland,ch Switzerland,Y,LB,36,0,0,0,0,0.0,0.0,2,1,,,0.0,,,,,,,,,,,,,,,/en/matches/6d3bdca9/Switzerland-Northern-Ireland-October-9-2021-WCQ----UEFA-M,0.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-11-12,Fri,WCQ,First round,Home,W 1–0,nir Northern Ireland,lt Lithuania,N,,21,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6d762c2e/Northern-Ireland-Lithuania-November-12-2021-WCQ----UEFA-M,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-11-15,Mon,WCQ,First round,Home,D 0–0,nir Northern Ireland,it Italy,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/70e9adcc/Northern-Ireland-Italy-November-15-2021-WCQ----UEFA-M,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-11-30,Tue,Premier League,Matchweek 14,Home,D 1–1,Newcastle Utd,Norwich City,Y,LB,90,0,0,0,0,0.0,0.0,0,0,33.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,0.0,11.0,0.0,2.0,0.0,/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League,0.5,0.5,0.7023809523809524
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-12-04,Sat,Premier League,Matchweek 15,Home,W 1–0,Newcastle Utd,Burnley,Y,LB,90,0,0,0,0,0.0,0.0,0,0,51.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,39.0,61.5,3.0,26.0,1.0,1.0,0.0,/en/matches/11ed382d/Newcastle-United-Burnley-December-4-2021-Premier-League,1.0,0.6666666666666666,0.5238095238095238
10,10,10,10,10,10,10,10,10,10,10,10,10,2021-12-12,Sun,Premier League,Matchweek 16,Away,L 0–4,Newcastle Utd,Leicester City,Y,LB,61,0,0,0,0,0.0,0.0,1,0,35.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,29.0,89.7,3.0,17.0,2.0,0.0,0.0,/en/matches/8805978d/Leicester-City-Newcastle-United-December-12-2021-Premier-League,0.0,0.6666666666666666,0.2738095238095238
11,11,11,11,11,11,11,11,11,11,11,11,11,2021-12-16,Thu,Premier League,Matchweek 17,Away,L 1–3,Newcastle Utd,Liverpool,Y,LB,14,0,0,0,0,0.0,0.0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/5aec4772/Liverpool-Newcastle-United-December-16-2021-Premier-League,0.0,0.5,0.9761904761904764
