,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2022-08-07,Sun,Matchweek 3,Home,L 0–2,West Ham,Brighton,Y,FW,73,19,0,2,6,12,3,19,1,1,100.0,0,0.0,15,101,48,3,2,0,2,2,18,7,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League
1,2022-08-07,Sun,Matchweek 4,Away,W 1–0,West Ham,Aston Villa,N,FW,26,12,2,2,6,4,1,12,1,1,100.0,0,0.0,6,24,9,0,0,0,0,1,9,2,/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League
2,2022-08-07,Wed,Matchweek 5,Home,D 1–1,West Ham,Tottenham,Y,FW,90,20,1,3,8,10,2,20,1,0,0.0,1,100.0,12,71,33,2,1,1,1,0,14,3,/en/matches/9f221621/West-Ham-United-Tottenham-Hotspur-August-31-2022-Premier-League
3,2022-08-07,Sat,Matchweek 6,Away,L 1–2,West Ham,Chelsea,Y,FW,73,18,2,2,11,5,4,18,1,0,0.0,1,100.0,13,101,11,1,1,1,2,6,17,4,/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League
4,2022-08-07,Sun,Matchweek 8,Away,L 0–1,West Ham,Everton,Y,FW,69,15,0,1,3,11,2,15,0,0,,0,,12,84,37,2,2,0,1,0,14,5,/en/matches/96e9dc0f/Everton-West-Ham-United-September-18-2022-Premier-League
5,2022-08-07,Sat,Matchweek 9,Home,W 2–0,West Ham,Wolves,N,FW,25,18,0,0,6,12,4,18,1,0,0.0,1,100.0,15,189,142,4,2,3,1,2,17,4,/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League
6,2022-08-07,Sun,Matchweek 10,Home,W 3–1,West Ham,Fulham,N,FW,11,9,0,0,3,6,3,9,3,3,100.0,0,0.0,7,54,39,2,0,1,0,2,7,2,/en/matches/42e38f9d/West-Ham-United-Fulham-October-9-2022-Premier-League
7,2022-08-07,Sun,Matchweek 11,Away,D 1–1,West Ham,Southampton,N,FW,4,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,2,0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League
8,2022-08-07,Wed,Matchweek 12,Away,L 0–1,West Ham,Liverpool,N,FW,17,9,1,3,2,5,0,9,1,0,0.0,1,100.0,3,27,21,1,1,0,0,2,4,1,/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League
9,2022-08-07,Mon,Matchweek 13,Home,W 2–0,West Ham,Bournemouth,N,FW,17,11,0,0,7,4,0,11,1,1,100.0,0,0.0,9,25,0,0,0,0,4,1,10,3,/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League
