,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-23,Wed,EFL Cup,Third round,Home,W 6–0,Chelsea,Barnsley,N,,25,0,1,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9c3229db/Chelsea-Barnsley-September-23-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-29,Tue,EFL Cup,Fourth round,Away,D 1 (4)–1 (5),Chelsea,Tottenham,Y,LB,65,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2e02cd1a/Tottenham-Hotspur-Chelsea-September-29-2020-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-03,Sat,Premier League,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,Y,LB,90,1,1,0,0,2,1,0,0,108.0,0.0,3,1.0,0.1,0.1,0.2,4.0,1.0,77.0,97.0,79.4,6.0,56.0,4.0,1.0,0.0,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,1.0,0.5,0.6153846153846154
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-17,Sat,Premier League,Matchweek 5,Home,D 3–3,Chelsea,Southampton,Y,LB,90,0,1,0,0,1,1,1,0,101.0,1.0,0,0.0,0.1,0.1,0.2,6.0,1.0,75.0,93.0,80.6,8.0,66.0,5.0,1.0,1.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,0.8333333333333334,0.7023809523809523
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-20,Tue,Champions Lg,Group stage,Home,D 0–0,eng Chelsea,es Sevilla,Y,LB,90,0,0,0,0,1,1,1,0,76.0,0.0,2,3.0,0.1,0.1,0.1,3.0,0.0,48.0,64.0,75.0,3.0,47.0,0.0,0.0,0.0,/en/matches/b9aeb47f/Chelsea-Sevilla-October-20-2020-Champions-League,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,WB,90,0,0,0,0,0,0,0,0,90.0,4.0,1,0.0,0.0,0.0,0.1,3.0,0.0,61.0,79.0,77.2,6.0,39.0,7.0,3.0,2.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.7738095238095238
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-28,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,ru Krasnodar,Y,LB,80,0,0,0,0,0,0,0,0,79.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,73.0,72.6,5.0,48.0,2.0,1.0,0.0,/en/matches/1ef61ea1/Krasnodar-Chelsea-October-28-2020-Champions-League,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-31,Sat,Premier League,Matchweek 7,Away,W 3–0,Chelsea,Burnley,Y,LB,90,0,0,0,0,0,0,0,0,95.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,87.0,79.3,1.0,58.0,6.0,1.0,1.0,/en/matches/0f158c5c/Burnley-Chelsea-October-31-2020-Premier-League,1.0,0.6666666666666666,0.2692307692307692
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-04,Wed,Champions Lg,Group stage,Home,W 3–0,eng Chelsea,fr Rennes,Y,LB,62,0,0,0,0,0,0,0,0,86.0,2.0,3,1.0,0.0,0.0,0.3,2.0,1.0,54.0,73.0,74.0,6.0,57.0,3.0,1.0,0.0,/en/matches/795e6e29/Chelsea-Rennes-November-4-2020-Champions-League,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-07,Sat,Premier League,Matchweek 8,Home,W 4–1,Chelsea,Sheffield Utd,Y,LB,90,1,0,0,0,3,3,0,0,107.0,0.0,1,2.0,0.4,0.4,0.1,4.0,0.0,82.0,94.0,87.2,9.0,70.0,4.0,0.0,0.0,/en/matches/089916ee/Chelsea-Sheffield-United-November-7-2020-Premier-League,1.0,1.0,0.1666666666666665
