,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,LM,67,0,0,0,0,4,0,0,0,43,1,0,2,0.1,0.1,0.0,2,0,24,29,82.8,3,30,2,2,1,Match Report
1,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,LW,65,0,0,0,0,3,1,0,0,23,0,1,0,0.2,0.2,0.0,6,0,9,16,56.3,1,20,6,2,1,Match Report
2,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,RW,7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Match Report
4,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,ec Ecuador,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 3–0,ar Argentina,bo Bolivia,N,,6,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
6,Sat,Premier League,Matchweek 5,Home,L 1–3,Manchester Utd,Brighton,N,"LW,LB",6,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,7,0,1,0,Match Report
7,Wed,Champions Lg,Group stage,Away,L 3–4,eng Manchester Utd,de Bayern Munich,N,LW,10,0,0,0,0,1,0,0,0,3,0,1,0,0.3,0.3,0.0,1,1,1,1,100.0,0,5,2,0,0,Match Report
8,Sat,Premier League,Matchweek 6,Away,W 1–0,Manchester Utd,Burnley,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,2-0-4,,,2/6,,161,0,0,0,0,8,1,0,0,80,1,2,2,0.6,0.6,0.0,9,1,38,52,73.1,4,63,10,5,2,
